DATE,RCH[m3/s],RCH[m/day]
1/2/2017,0.030616115,0.000571324
1/3/2017,0.03947212,0.000736586
1/4/2017,0.033408423,0.000623431
1/5/2017,0.030360704,0.000566558
1/6/2017,0.029253317,0.000545893
1/7/2017,0.029099896,0.00054303
1/8/2017,0.028951072,0.000540253
1/9/2017,0.028811436,0.000537648
1/10/2017,0.028677881,0.000535155
1/11/2017,0.028547658,0.000532725
1/12/2017,0.028419133,0.000530327
1/13/2017,0.028291404,0.000527943
1/14/2017,0.028163973,0.000525565
1/15/2017,0.028036574,0.000523188
1/16/2017,0.02790907,0.000520809
1/17/2017,0.033191828,0.00061939
1/18/2017,0.068653422,0.001281135
1/19/2017,0.064769959,0.001208666
1/20/2017,0.063611079,0.00118704
1/21/2017,0.048098859,0.000897568
1/22/2017,0.071716837,0.001338301
1/23/2017,0.04746166,0.000885678
1/24/2017,0.036504133,0.0006812
1/25/2017,0.035177995,0.000656453
1/26/2017,0.044135017,0.000823599
1/27/2017,0.031821831,0.000593824
1/28/2017,0.030908539,0.000576781
1/29/2017,0.030721724,0.000573295
1/30/2017,0.030544356,0.000569985
1/31/2017,0.084166869,0.00157063
2/1/2017,0.069439231,0.001295799
2/2/2017,0.03750772,0.000699928
2/3/2017,0.03458267,0.000645344
2/4/2017,0.033163698,0.000618865
2/5/2017,0.032924228,0.000614396
2/6/2017,0.03174746,0.000592436
2/7/2017,0.032576017,0.000607898
2/8/2017,0.03103933,0.000579222
2/9/2017,0.029969694,0.000559262
2/10/2017,0.02981388,0.000556354
2/11/2017,0.030066231,0.000561063
2/12/2017,0.030007374,0.000559965
2/13/2017,0.043799247,0.000817334
2/14/2017,0.029594901,0.000552268
2/15/2017,0.029377612,0.000548213
2/16/2017,0.029223576,0.000545338
2/17/2017,0.029076807,0.0005426
2/18/2017,0.028923927,0.000539747
2/19/2017,0.028743311,0.000536376
2/20/2017,0.028534391,0.000532478
2/21/2017,0.156350437,0.002917641
2/22/2017,0.069227631,0.00129185
2/23/2017,0.044144824,0.000823782
2/24/2017,0.056995265,0.001063583
2/25/2017,0.040367214,0.000753289
2/26/2017,0.036370526,0.000678707
2/27/2017,0.042399863,0.00079122
2/28/2017,0.06589599,0.001229679
3/1/2017,0.048837093,0.000911344
3/2/2017,0.036050912,0.000672743
3/3/2017,0.03439681,0.000641876
3/4/2017,0.034160551,0.000637467
3/5/2017,0.035044122,0.000653955
3/6/2017,0.033338556,0.000622128
3/7/2017,0.110340067,0.002059046
3/8/2017,0.214730851,0.004007072
3/9/2017,0.06915946,0.001290578
3/10/2017,0.054390832,0.001014982
3/11/2017,0.049167393,0.000917508
3/12/2017,0.045045925,0.000840598
3/13/2017,0.043422018,0.000810294
3/14/2017,0.042814949,0.000798966
3/15/2017,0.040282813,0.000751714
3/16/2017,0.040257797,0.000751247
3/17/2017,0.039819631,0.00074307
3/18/2017,0.039122285,0.000730057
3/19/2017,0.03657554,0.000682533
3/20/2017,0.036096321,0.00067359
3/21/2017,0.035717907,0.000666529
3/22/2017,0.0353371,0.000659422
3/23/2017,0.03503795,0.00065384
3/24/2017,0.043405127,0.000809979
3/25/2017,0.139529839,0.002603753
3/26/2017,0.072987395,0.001362011
3/27/2017,0.045615047,0.000851218
3/28/2017,0.042588364,0.000794737
3/29/2017,0.040359276,0.000753141
3/30/2017,0.130095795,0.002427706
3/31/2017,0.087476767,0.001632396
4/1/2017,0.051149449,0.000954495
4/2/2017,0.046105753,0.000860375
4/3/2017,0.047929222,0.000894403
4/4/2017,0.123581079,0.002306135
4/5/2017,0.138952166,0.002592973
4/6/2017,0.056636231,0.001056883
4/7/2017,0.051085001,0.000953292
4/8/2017,0.047447086,0.000885406
4/9/2017,0.044397622,0.0008285
4/10/2017,0.06975273,0.001301649
4/11/2017,0.145557368,0.002716233
4/12/2017,0.059344962,0.001107431
4/13/2017,0.057853294,0.001079595
4/14/2017,0.085800834,0.001601121
4/15/2017,0.067388591,0.001257532
4/16/2017,0.056405332,0.001052575
4/17/2017,0.048170569,0.000898907
4/18/2017,0.046236538,0.000862816
4/19/2017,0.045177817,0.000843059
4/20/2017,0.142953403,0.00266764
4/21/2017,0.359829933,0.006714753
4/22/2017,0.197419854,0.003684034
4/23/2017,0.113851432,0.002124571
4/24/2017,0.092395808,0.00172419
4/25/2017,0.084029214,0.001568061
4/26/2017,0.078464211,0.001464213
4/27/2017,0.078748678,0.001469522
4/28/2017,0.071027166,0.001325431
4/29/2017,0.069959695,0.001305511
4/30/2017,0.068836245,0.001284547
5/1/2017,0.104554789,0.001951087
5/2/2017,0.285537957,0.005328397
5/3/2017,0.109565226,0.002044587
5/4/2017,0.085473726,0.001595017
5/5/2017,0.076330022,0.001424387
5/6/2017,0.071856993,0.001340917
5/7/2017,0.066794608,0.001246448
5/8/2017,0.062312785,0.001162813
5/9/2017,0.058103057,0.001084256
5/10/2017,0.056636126,0.001056881
5/11/2017,0.054979394,0.001025965
5/12/2017,0.053054275,0.000990041
5/13/2017,0.050218232,0.000937118
