DATE,RCH[m3/s],RCH[m/day]
1/1/2018,0.038880504,0.000725545
1/2/2018,0.038671947,0.000721654
1/3/2018,0.038463125,0.000717757
1/4/2018,0.038254154,0.000713857
1/5/2018,0.038045145,0.000709957
1/6/2018,0.037836476,0.000706063
1/7/2018,0.03762836,0.000702179
1/8/2018,0.037442296,0.000698707
1/9/2018,0.037274162,0.00069557
1/10/2018,0.037105294,0.000692418
1/11/2018,0.036887224,0.000688349
1/12/2018,0.073635524,0.001374106
1/13/2018,0.040306683,0.000752159
1/14/2018,0.03828539,0.00071444
1/15/2018,0.037363891,0.000697244
1/16/2018,0.036763116,0.000686033
1/17/2018,0.036462767,0.000680428
1/18/2018,0.036234645,0.000676171
1/19/2018,0.040111383,0.000748515
1/20/2018,0.04069717,0.000759446
1/21/2018,0.038174296,0.000712367
1/22/2018,0.036915832,0.000688883
1/23/2018,0.245869465,0.004588147
1/24/2018,0.085368584,0.001593055
1/25/2018,0.060393331,0.001126994
1/26/2018,0.05477057,0.001022069
1/27/2018,0.052990773,0.000988856
1/28/2018,0.047781898,0.000891654
1/29/2018,0.047256968,0.000881858
1/30/2018,0.045837224,0.000855364
1/31/2018,0.045469433,0.000848501
2/1/2018,0.044224218,0.000825264
2/2/2018,0.041830691,0.000780599
2/3/2018,0.041472502,0.000773915
2/4/2018,0.040247846,0.000751061
2/5/2018,0.039955057,0.000745598
2/6/2018,0.039685535,0.000740568
2/7/2018,0.039298129,0.000733339
2/8/2018,0.03870433,0.000722258
2/9/2018,0.038453132,0.00071757
2/10/2018,0.03765039,0.00070259
2/11/2018,0.036914819,0.000688864
2/12/2018,0.036654111,0.000683999
2/13/2018,0.036391713,0.000679102
2/14/2018,0.036207579,0.000675666
2/15/2018,0.036749103,0.000685772
2/16/2018,0.036298679,0.000677366
2/17/2018,0.034930736,0.000651839
2/18/2018,0.034575826,0.000645216
2/19/2018,0.035493602,0.000662343
2/20/2018,0.034798867,0.000649378
2/21/2018,0.033890079,0.00063242
2/22/2018,0.033893511,0.000632484
2/23/2018,0.033516824,0.000625454
2/24/2018,0.033282854,0.000621088
2/25/2018,0.043907838,0.00081936
2/26/2018,0.035070993,0.000654457
2/27/2018,0.0826929,0.001543125
2/28/2018,0.056196138,0.001048671
3/1/2018,0.04135359,0.000771696
3/2/2018,0.038959048,0.000727011
3/3/2018,0.036083294,0.000673347
3/4/2018,0.034339943,0.000640814
3/5/2018,0.036158437,0.000674749
3/6/2018,0.033344266,0.000622234
3/7/2018,0.033138556,0.000618396
3/8/2018,0.032717127,0.000610531
3/9/2018,0.032499965,0.000606479
3/10/2018,0.038860271,0.000725168
3/11/2018,0.03608596,0.000673397
3/12/2018,0.03622089,0.000675915
3/13/2018,0.034075577,0.000635881
3/14/2018,0.032831699,0.000612669
3/15/2018,0.032015946,0.000597447
3/16/2018,0.031490052,0.000587633
3/17/2018,0.031291465,0.000583927
3/18/2018,0.031092961,0.000580223
3/19/2018,0.030870631,0.000576074
3/20/2018,0.030647887,0.000571917
3/21/2018,0.030430784,0.000567866
3/22/2018,0.030244565,0.000564391
3/23/2018,0.030050769,0.000560775
3/24/2018,0.029844387,0.000556923
3/25/2018,0.029638797,0.000553087
3/26/2018,0.029440777,0.000549392
