id,y,x,type
0,4868872.0,558092.0,inlet
1,4868879.307634158,558084.2158774264,junction
2,4868892.208786567,558074.2559766489,junction
3,4868901.078412263,558068.8895935349,junction
4,4868923.021404041,558055.1437610842,junction
5,4868930.254599982,558048.9273094585,junction
6,4868955.351861338,558029.120980632,junction
7,4868974.319694616,558014.8234327745,junction
8,4868978.852632457,558006.8702702052,junction
9,4868996.069638972,557971.9761981817,junction
10,4869003.756975996,557960.1559870585,junction
11,4869015.528328886,557951.3788672008,junction
12,4869028.994827194,557930.6182180777,junction
13,4869054.082683116,557908.5228553086,junction
14,4869062.923491068,557904.7726185885,junction
15,4869076.907071052,557896.9832177728,junction
16,4869106.080846536,557882.0600291191,junction
17,4869114.966816798,557877.7196501603,junction
18,4869123.751653719,557873.2386132005,junction
19,4869151.460066962,557860.5319337347,junction
20,4869161.673921259,557855.9061899091,junction
21,4869177.114138552,557850.255485714,junction
22,4869202.800267369,557836.3176910521,junction
23,4869218.109654899,557829.2408713707,junction
24,4869229.641458396,557823.9877449633,junction
25,4869251.436102376,557816.4734802053,junction
26,4869277.469483695,557805.1921373466,junction
27,4869300.469461571,557795.8922520166,junction
28,4869324.058986701,557785.6950512456,junction
29,4869336.899170021,557779.3917127434,junction
30,4869351.506243296,557774.2384373596,junction
31,4869378.848856255,557763.2068194852,junction
32,4869402.389428481,557752.9436506882,junction
33,4869426.732142273,557742.0189810337,junction
34,4869461.585882145,557729.3435593167,junction
35,4869485.204994852,557716.4960796522,junction
36,4869500.833847806,557713.2526820034,junction
37,4869527.394911152,557706.2644519471,junction
38,4869553.0,557689.0,outfall
39,4868123.0,560306.0,inlet
40,4868126.345336682,560300.7159855417,junction
41,4868139.676794229,560279.3510073243,junction
42,4868150.334907715,560261.5170303936,junction
43,4868153.3660965795,560255.8395287916,junction
44,4868170.588843153,560225.5380378884,junction
45,4868175.019181292,560218.0327135312,junction
46,4868183.925188101,560202.4585069845,junction
47,4868195.909650051,560181.1423918387,junction
48,4868204.848072681,560166.3192428681,junction
49,4868211.840279615,560151.085335267,junction
50,4868225.62548676,560126.1875199507,junction
51,4868245.795512619,560103.2482722332,junction
52,4868251.03288334,560099.6233122404,junction
53,4868281.479037154,560091.328284784,junction
54,4868299.837814325,560085.6686542031,junction
55,4868324.8968520155,560076.1693067899,junction
56,4868341.421930713,560055.1223602169,junction
57,4868350.235218093,560036.9355869278,junction
58,4868353.996302829,560029.2900389185,junction
59,4868364.967040912,560006.1402378016,junction
60,4868373.559907664,559983.9268327041,junction
61,4868378.143792273,559974.4501120768,junction
62,4868384.420187051,559954.762194175,junction
63,4868393.440485979,559923.3368969791,junction
64,4868403.374773748,559908.5017767258,junction
65,4868405.249046239,559903.9260210489,junction
66,4868413.639625458,559872.3184794411,junction
67,4868420.715369093,559854.0589722461,junction
68,4868424.804954999,559843.4709133515,junction
69,4868429.042410005,559821.2684944103,junction
70,4868432.890471744,559805.76942929,junction
71,4868438.820198527,559775.2765248518,junction
72,4868439.761175985,559752.2844472061,junction
73,4868441.069932677,559728.2874021606,junction
74,4868451.0793030625,559699.1649342276,junction
75,4868462.7331619775,559679.4666549359,junction
76,4868477.299728243,559650.3853594073,junction
77,4868487.644698551,559624.9136137592,junction
78,4868495.3732852,559606.0836249961,junction
79,4868498.77012758,559598.8524541775,junction
80,4868503.304736873,559579.6320715,junction
81,4868526.358957211,559561.1566117498,junction
82,4868529.902007702,559556.3380096225,junction
83,4868550.915856683,559537.9558898957,junction
84,4868553.713711191,559530.0638421746,junction
85,4868572.755950253,559504.7479175444,junction
86,4868575.104994901,559495.3384329748,junction
87,4868586.351000349,559478.7461899018,junction
88,4868598.532589535,559458.4717874096,junction
89,4868603.885433313,559448.4537941908,junction
90,4868613.749632204,559429.2403304009,junction
91,4868624.468069037,559407.8947689031,junction
92,4868626.236555597,559401.9550914799,junction
93,4868631.588679832,559370.153248486,junction
94,4868635.1785781495,559352.0801407002,junction
95,4868639.461598537,559330.5983887686,junction
96,4868648.382084767,559311.3697223125,junction
97,4868657.296701211,559297.4874788501,junction
98,4868671.873499518,559276.1864774687,junction
99,4868678.265729856,559271.6210543006,junction
100,4868701.910324827,559255.1838830656,junction
101,4868724.018517153,559232.6927136346,junction
102,4868727.363948747,559230.0644930351,junction
103,4868746.843132518,559198.597425794,junction
104,4868755.674672118,559193.360754669,junction
105,4868762.65200353,559174.4514537541,junction
106,4868772.1624035565,559149.4616445714,junction
107,4868777.4151120065,559143.0047327022,junction
108,4868789.458182599,559127.9000133876,junction
109,4868802.90192011,559119.1018061938,junction
110,4868819.743338869,559105.5232579751,junction
111,4868826.978162272,559100.8843573781,junction
112,4868851.484115444,559081.6317832471,junction
113,4868872.394410645,559047.5493159357,junction
114,4868876.182433779,559040.586200047,junction
115,4868877.602428336,559024.186526628,junction
116,4868889.892267115,559005.5051575192,junction
117,4868899.197298389,558974.1407357034,junction
118,4868906.387833415,558950.3805828411,junction
119,4868908.816233889,558931.0672190241,junction
120,4868910.452038769,558885.0733923765,junction
121,4868910.706672,558860.7423699158,junction
122,4868910.817126392,558835.920041915,junction
123,4868910.844321974,558810.9944236184,junction
124,4868910.88072272,558769.40655525,junction
125,4868910.88072272,558744.40655525,junction
126,4868910.88072272,558719.40655525,junction
127,4868923.825972364,558703.332590153,junction
128,4868949.636434662,558677.3600643479,junction
129,4868971.786739418,558655.2154074622,junction
130,4868975.433861634,558651.2161297527,junction
131,4868997.450817195,558630.6850188713,junction
132,4869002.06784075,558627.4792935187,junction
133,4869027.023530685,558607.0630009073,junction
134,4869034.525286781,558603.7756366067,junction
135,4869052.2092719115,558597.9445876925,junction
136,4869083.8970353585,558582.5909646023,junction
137,4869084.663052285,558559.5675884872,junction
138,4869088.60903235,558538.2488364129,junction
139,4869095.806185631,558526.0858345807,junction
140,4869105.994879956,558514.4992094664,junction
141,4869117.587700533,558500.3117635708,junction
142,4869125.172282545,558491.5756543921,junction
143,4869140.751886909,558473.4835559169,junction
144,4869156.301888226,558459.1043140636,junction
145,4869165.674591561,558448.7025801241,junction
146,4869188.575232867,558432.457652145,junction
147,4869197.907688726,558421.1530539356,junction
148,4869210.88072272,558419.40655525,junction
