id,y,x,type
0,4867302.0,558133.0,inlet
1,4867307.251824503,558131.6085908485,junction
2,4867326.452882546,558130.2647949891,junction
3,4867351.452882546,558130.2647949891,junction
4,4867394.6445794,558121.0208254878,junction
5,4867410.26868857,558115.3511035754,junction
6,4867427.554199858,558108.607069959,junction
7,4867438.815899185,558104.2363207946,junction
8,4867449.278409302,558099.9800706822,junction
9,4867483.570748025,558086.586769509,junction
10,4867501.538624371,558078.6879800615,junction
11,4867534.302264386,558064.3267447458,junction
12,4867550.595446789,558050.4426387838,junction
13,4867578.415535925,558037.0044033927,junction
14,4867594.166409077,558031.808925668,junction
15,4867605.47252079,558027.4670484915,junction
16,4867628.732953658,558018.7759062664,junction
17,4867657.772075637,558008.9008902335,junction
18,4867671.887722064,558004.006698511,junction
19,4867676.544745116,558001.3456738546,junction
20,4867705.801953401,557993.1350194877,junction
21,4867729.505801057,557984.9914175922,junction
22,4867751.374304403,557979.3077396853,junction
23,4867788.6711738,557972.2270083615,junction
24,4867820.813447038,557970.5503069409,junction
25,4867845.026509363,557970.289218675,junction
26,4867867.96432916,557968.4860476922,junction
27,4867892.253561531,557963.679993434,junction
28,4867912.40360976,557959.8557776777,junction
29,4867925.457508425,557953.9036158463,junction
30,4867953.021383657,557948.0741274173,junction
31,4867982.355385298,557942.8737978966,junction
32,4868006.3931793235,557938.9727139103,junction
33,4868033.119528245,557932.3788632288,junction
34,4868045.802468995,557931.2455406747,junction
35,4868055.515958534,557930.6246294196,junction
36,4868076.538766441,557928.6464376233,junction
37,4868101.225196758,557926.1567157729,junction
38,4868125.94838184,557923.8507571735,junction
39,4868149.285807712,557921.6344369653,junction
40,4868173.934165641,557919.2562226279,junction
41,4868198.652542239,557916.9236287704,junction
42,4868223.485629559,557914.7009886657,junction
43,4868248.392044064,557912.5484786502,junction
44,4868277.872973867,557909.7493975998,junction
45,4868302.475040012,557907.6763734123,junction
46,4868317.303515191,557906.4536208026,junction
47,4868327.073226913,557905.9456219423,junction
48,4868351.670604938,557904.3042357573,junction
49,4868379.273683949,557902.5904291694,junction
50,4868403.14173692,557901.3031752303,junction
51,4868430.997308447,557894.4811711035,junction
52,4868453.166336704,557889.3007668469,junction
53,4868477.517261885,557884.449081632,junction
54,4868499.288487087,557879.6078837257,junction
55,4868532.451509537,557868.8517811899,junction
56,4868553.435976409,557865.9185257652,junction
57,4868573.680001798,557863.5303990546,junction
58,4868600.219553324,557858.5230056728,junction
59,4868612.8408317985,557856.1038057106,junction
60,4868624.83975205,557854.797508841,junction
61,4868648.8935395125,557851.5326453429,junction
62,4868680.05469612,557846.1098248272,junction
63,4868706.859025974,557841.7096514395,junction
64,4868724.500440591,557839.4753842317,junction
65,4868755.305168416,557837.5393644897,junction
66,4868786.422556254,557835.5895754629,junction
67,4868806.892003549,557834.0238456391,junction
68,4868831.586502204,557832.7243124481,junction
69,4868855.653519104,557831.3978184339,junction
70,4868880.483523144,557825.7599780197,junction
71,4868899.239535861,557824.4820809042,junction
72,4868925.65449436,557821.358585412,junction
73,4868948.9908683095,557817.6025805569,junction
74,4868981.179188735,557812.6265060214,junction
75,4868999.009075355,557809.7517366066,junction
76,4869022.720335554,557806.0367800674,junction
77,4869032.013928178,557805.3244686913,junction
78,4869048.454285386,557802.3736224861,junction
79,4869079.280903837,557797.7140315903,junction
80,4869107.128218385,557794.0674924257,junction
81,4869132.474019576,557791.2107682084,junction
82,4869155.310600172,557791.1784136492,junction
83,4869179.089086187,557788.2692394862,junction
84,4869202.91480466,557783.5818744245,junction
85,4869221.056724183,557778.9753152558,junction
86,4869226.118494386,557778.7250375322,junction
87,4869249.242434062,557778.5397312879,junction
88,4869273.579516498,557774.9523406901,junction
89,4869305.76895318,557769.1660785816,junction
90,4869329.113369222,557765.0248331003,junction
91,4869353.632220562,557759.0619053084,junction
92,4869368.117638572,557755.8998513453,junction
93,4869375.841501343,557754.0408323444,junction
94,4869398.941373728,557748.1827978134,junction
95,4869428.283683285,557741.3754438581,junction
96,4869454.4460562905,557733.7383989665,junction
97,4869464.028828855,557730.9794431294,junction
98,4869474.232700525,557725.9951630846,junction
99,4869520.291403134,557719.3650338195,junction
100,4869553.0,557689.0,outfall
101,4868872.0,558092.0,inlet
102,4868876.717548904,558092.8001513663,junction
103,4868911.3528198805,558101.9818653995,junction
104,4868925.410068957,558103.2415576132,junction
105,4868966.737131541,558090.6462456001,junction
106,4868979.13866179,558083.7524061782,junction
107,4868988.699117424,558080.2923895915,junction
108,4869008.960010919,558065.9320099293,junction
109,4869029.325259242,558048.252523634,junction
110,4869070.674501321,558044.9279984105,junction
111,4869094.748917722,558044.593788145,junction
112,4869119.414666875,558044.4823441415,junction
113,4869144.295010885,558044.4369841537,junction
114,4869160.88072272,558044.40655525,junction
115,4869179.289730469,558035.0920148733,junction
116,4869192.848302595,558025.230239124,junction
117,4869202.896387768,558017.919028829,junction
118,4869221.938461021,558003.5816150552,junction
119,4869228.443030625,557998.8706322428,junction
120,4869252.938587383,557979.9480350772,junction
121,4869275.3335939525,557961.9412366763,junction
122,4869285.581744579,557953.7605038866,junction
123,4869299.519744221,557942.0616165235,junction
124,4869315.310416417,557928.3964001519,junction
125,4869327.427519169,557919.3899718387,junction
126,4869341.951267568,557903.0012985604,junction
127,4869348.054649835,557879.4645679519,junction
128,4869354.1613058075,557871.7733406272,junction
129,4869356.406224878,557853.7004290578,junction
130,4869371.907169408,557825.9547189563,junction
131,4869377.560767241,557819.9326855529,junction
132,4869395.935353865,557803.4764862432,junction
133,4869399.408450628,557800.1154311328,junction
134,4869425.565676992,557776.0109898808,junction
135,4869480.160800481,557732.1727697455,junction
136,4867297.0,558287.0,inlet
137,4867306.148954405,558284.1458834978,junction
138,4867334.231502613,558277.1996194663,junction
139,4867362.164267272,558270.6090123549,junction
140,4867382.96981428,558268.890826244,junction
141,4867411.623981801,558268.9657500454,junction
142,4867445.97725197,558269.1440222559,junction
143,4867470.063858745,558268.7568847475,junction
144,4867495.085155892,558268.5565268,junction
145,4867520.151294018,558268.8761844474,junction
146,4867544.894787969,558268.9767042892,junction
147,4867569.799508401,558269.0819760474,junction
148,4867594.702344492,558269.1814840693,junction
149,4867619.589553424,558269.2798967065,junction
150,4867644.291122515,558269.5019330847,junction
151,4867667.208315539,558271.4812740526,junction
152,4867685.958376908,558275.4017474484,junction
153,4867698.537509048,558275.4258096198,junction
154,4867738.449089556,558274.5323742537,junction
155,4867761.121951678,558274.6944329947,junction
156,4867773.655066474,558274.6206971371,junction
157,4867812.314165323,558274.2616214827,junction
158,4867846.291477609,558272.5337790407,junction
159,4867868.531769929,558271.2599383871,junction
160,4867893.252353653,558270.152170863,junction
161,4867911.928318903,558269.3446884996,junction
162,4867933.085672722,558268.3567688008,junction
163,4867961.75884167,558267.2135037611,junction
164,4867982.022894572,558266.2541698775,junction
165,4868011.604125224,558265.1548932049,junction
