id,y,x,type
0,4867747.0,558522.0,inlet
1,4867750.2883605985,558519.5364260772,junction
2,4867772.669702958,558503.1436734109,junction
3,4867779.396441044,558496.5423885141,junction
4,4867802.280626843,558479.9211527985,junction
5,4867825.16066431,558464.4295289684,junction
6,4867841.601310093,558456.3839876055,junction
7,4867849.0945734875,558452.8323563634,junction
8,4867877.005078256,558443.7429366164,junction
9,4867905.351673191,558438.6181293435,junction
10,4867925.602975115,558433.9498715647,junction
11,4867954.139665001,558431.4447543996,junction
12,4867979.17466429,558426.0444540967,junction
13,4868001.1202871045,558419.9756910701,junction
14,4868033.058056847,558412.0402891736,junction
15,4868056.021847219,558405.553166968,junction
16,4868076.45274184,558399.7902202505,junction
17,4868100.9115718175,558392.5798635136,junction
18,4868125.540833332,558386.2968561157,junction
19,4868140.812135409,558380.2956364435,junction
20,4868157.800357431,558376.7776393195,junction
21,4868181.02527501,558371.0865564011,junction
22,4868202.898313399,558362.3279901483,junction
23,4868217.4335682,558355.3144339466,junction
24,4868224.07997576,558352.8333705014,junction
25,4868251.918478073,558341.7318556358,junction
26,4868280.128184501,558330.343777376,junction
27,4868306.356636819,558321.8009105608,junction
28,4868330.38722823,558314.6040008621,junction
29,4868354.777234034,558306.8784517758,junction
30,4868377.037784702,558301.6721180783,junction
31,4868401.399737164,558294.8858469863,junction
32,4868423.501439494,558286.5112249769,junction
33,4868441.922191181,558278.5376153531,junction
34,4868453.760984171,558272.4900058813,junction
35,4868474.463173722,558267.4435159656,junction
36,4868512.57940489,558259.9880529263,junction
37,4868543.497686911,558256.5028226839,junction
38,4868565.286435445,558254.2717510978,junction
39,4868585.876055694,558248.5067162589,junction
40,4868606.683224638,558237.2924788775,junction
41,4868617.7272026455,558231.5482046795,junction
42,4868627.763243468,558225.9373986974,junction
43,4868656.657990157,558210.8180693197,junction
44,4868667.996496609,558204.9215699567,junction
45,4868676.8138111895,558200.1422866149,junction
46,4868705.109241628,558186.8183763521,junction
47,4868718.029036022,558180.043870237,junction
48,4868727.301521204,558175.562865391,junction
49,4868748.530791248,558166.0965738806,junction
50,4868779.5108762,558153.3166714894,junction
51,4868799.063418837,558146.5322076458,junction
52,4868829.798041088,558137.3390197671,junction
53,4868854.2183797965,558128.8580892317,junction
54,4868880.538023462,558118.2204940727,junction
55,4868907.6302632,558109.132955067,junction
56,4868915.625055802,558104.8145869372,junction
57,4868924.88309008,558102.6192667385,junction
58,4868958.732044382,558090.508649676,junction
59,4868988.513795728,558080.7505859033,junction
60,4869004.541883099,558076.6616095318,junction
61,4869033.866175011,558070.0952681002,junction
62,4869054.978689932,558064.1394422955,junction
63,4869085.268649813,558052.8601936923,junction
64,4869106.656747988,558042.3401258822,junction
65,4869126.881130069,558032.7675119829,junction
66,4869135.616290934,558024.3823034171,junction
67,4869154.118610024,558014.5328943465,junction
