from_id,to_id,x_0,y_0,z_0,x_1,y_1,z_1
158,249,558738.350473112,4868447.079644086,0.0,558755.0171397786,4868463.746310753,0.0
249,250,558755.0171397786,4868463.746310753,0.0,558771.6838064453,4868480.412977419,0.0
250,166,558771.6838064453,4868480.412977419,0.0,558788.350473112,4868497.079644086,0.0
243,251,557988.350473112,4869247.079644086,0.0,557971.6838064453,4869263.746310753,0.0
251,252,557971.6838064453,4869263.746310753,0.0,557955.0171397786,4869280.412977419,0.0
252,245,557955.0171397786,4869280.412977419,0.0,557938.350473112,4869297.079644086,0.0
149,253,558538.350473112,4868397.079644086,0.0,558563.350473112,4868397.079644086,0.0
253,150,558563.350473112,4868397.079644086,0.0,558588.350473112,4868397.079644086,0.0
147,254,558338.350473112,4868397.079644086,0.0,558321.6838064453,4868413.746310753,0.0
254,255,558321.6838064453,4868413.746310753,0.0,558305.0171397786,4868430.412977419,0.0
255,154,558305.0171397786,4868430.412977419,0.0,558288.350473112,4868447.079644086,0.0
164,256,558588.350473112,4868497.079644086,0.0,558588.350473112,4868522.079644086,0.0
256,174,558588.350473112,4868522.079644086,0.0,558588.350473112,4868547.079644086,0.0
148,257,558488.350473112,4868397.079644086,0.0,558471.6838064453,4868413.746310753,0.0
257,258,558471.6838064453,4868413.746310753,0.0,558455.0171397786,4868430.412977419,0.0
258,155,558455.0171397786,4868430.412977419,0.0,558438.350473112,4868447.079644086,0.0
91,259,558388.350473112,4868197.079644086,0.0,558388.350473112,4868222.079644086,0.0
259,101,558388.350473112,4868222.079644086,0.0,558388.350473112,4868247.079644086,0.0
214,260,558638.350473112,4868797.079644086,0.0,558663.350473112,4868797.079644086,0.0
260,215,558663.350473112,4868797.079644086,0.0,558688.350473112,4868797.079644086,0.0
4,261,558538.350473112,4867447.079644086,0.0,558538.350473112,4867472.079644086,0.0
261,5,558538.350473112,4867472.079644086,0.0,558538.350473112,4867497.079644086,0.0
45,262,558888.350473112,4868047.079644086,0.0,558913.350473112,4868047.079644086,0.0
262,46,558913.350473112,4868047.079644086,0.0,558938.350473112,4868047.079644086,0.0
51,263,559188.350473112,4868047.079644086,0.0,559213.350473112,4868047.079644086,0.0
263,52,559213.350473112,4868047.079644086,0.0,559238.350473112,4868047.079644086,0.0
184,264,559288.350473112,4868547.079644086,0.0,559313.350473112,4868547.079644086,0.0
264,185,559313.350473112,4868547.079644086,0.0,559338.350473112,4868547.079644086,0.0
229,265,558338.350473112,4868997.079644086,0.0,558321.6838064453,4869013.746310753,0.0
265,266,558321.6838064453,4869013.746310753,0.0,558305.0171397786,4869030.412977419,0.0
266,233,558305.0171397786,4869030.412977419,0.0,558288.350473112,4869047.079644086,0.0
172,267,558288.350473112,4868547.079644086,0.0,558313.350473112,4868547.079644086,0.0
267,173,558313.350473112,4868547.079644086,0.0,558338.350473112,4868547.079644086,0.0
198,268,558688.350473112,4868647.079644086,0.0,558671.6838064453,4868663.746310753,0.0
268,269,558671.6838064453,4868663.746310753,0.0,558655.0171397786,4868680.412977419,0.0
269,204,558655.0171397786,4868680.412977419,0.0,558638.350473112,4868697.079644086,0.0
