id,y,x,type
0,4867297.0,558287.0,inlet
1,4867304.2287282385,558281.4157952153,junction
2,4867340.918034757,558259.7789677259,junction
3,4867352.625151219,558255.6104731025,junction
4,4867395.443171341,558250.7811705664,junction
5,4867411.623849903,558246.2604077931,junction
6,4867430.3958487045,558240.4178500731,junction
7,4867452.43114776,558232.8175280845,junction
8,4867462.043916847,558229.6453141785,junction
9,4867474.256667074,558225.2621656272,junction
10,4867507.658340624,558213.3802470689,junction
11,4867526.778481741,558206.5277152056,junction
12,4867549.737550447,558197.5641529246,junction
13,4867580.984329667,558186.1984155974,junction
14,4867588.756036625,558178.7729025255,junction
15,4867598.795698531,558171.727747636,junction
16,4867635.1842563655,558166.4295805403,junction
17,4867667.533277119,558162.9930350537,junction
18,4867688.112976462,558161.0419056081,junction
19,4867703.777704214,558156.969954206,junction
20,4867711.459901889,558154.7596531973,junction
21,4867725.203967529,558151.8657366924,junction
22,4867750.585047427,558145.1218887082,junction
23,4867781.207112207,558137.6230208112,junction
24,4867807.190066073,558130.7853361017,junction
25,4867832.0877396595,558125.8937716376,junction
26,4867855.447098054,558122.0478124656,junction
27,4867880.850235813,558117.6043778921,junction
28,4867906.353496855,558112.3160976642,junction
29,4867917.834493084,558106.3857994785,junction
30,4867927.895256122,558104.6667947281,junction
31,4867951.685784428,558097.5714937416,junction
32,4867981.047911041,558088.9366779452,junction
33,4868005.290940905,558083.202299171,junction
34,4868021.404737386,558081.5190766825,junction
35,4868035.917522631,558080.291419142,junction
36,4868056.729627138,558072.4202871321,junction
37,4868077.096306515,558064.3779247417,junction
38,4868104.508895705,558052.1815382874,junction
39,4868129.551029952,558034.9648132308,junction
40,4868138.362402384,558029.4813804456,junction
41,4868153.438732284,558011.1391048374,junction
42,4868178.179016971,557991.6521882856,junction
43,4868199.1950516915,557982.62799301,junction
44,4868206.904671314,557977.5810480344,junction
45,4868223.848596358,557972.0674014363,junction
46,4868253.632269447,557959.8632628985,junction
47,4868266.62537707,557954.7888533246,junction
48,4868275.570433438,557950.1246817885,junction
49,4868302.790127486,557929.9800966396,junction
50,4868331.5981277665,557919.906038991,junction
51,4868354.021181145,557913.8691152448,junction
52,4868382.7693809485,557907.1366698928,junction
53,4868388.550737755,557904.3207009732,junction
54,4868399.523482678,557899.5756219606,junction
55,4868428.183039534,557885.8746532102,junction
56,4868435.200214436,557877.7039854767,junction
57,4868452.995856601,557865.9143691731,junction
58,4868470.598003025,557852.0749145792,junction
59,4868475.23512319,557849.6621765085,junction
60,4868498.964090254,557830.5865597184,junction
61,4868526.827537102,557811.0683597125,junction
62,4868538.307219313,557801.4927356435,junction
63,4868550.11563455,557794.6236976077,junction
64,4868573.5888205,557777.3286318263,junction
65,4868604.692495578,557755.6399276853,junction
66,4868633.360592999,557735.8655751395,junction
67,4868646.822956129,557726.6209963629,junction
68,4868661.372820048,557719.7239314783,junction
69,4868686.0909372065,557719.5503749578,junction
70,4868710.88072272,557719.40655525,junction
71,4868722.911434254,557702.8676988643,junction
72,4868740.35645275,557697.560277504,junction
73,4868762.621037454,557695.6371632831,junction
74,4868786.549414247,557694.8640521473,junction
75,4868821.657343447,557680.1831759771,junction
76,4868830.356394469,557673.3924489375,junction
77,4868848.428263527,557670.9635002657,junction
