id,y,x,type
0,4869420.0,557959.0,inlet
1,4869429.454335838,557956.6138405425,junction
2,4869454.3426815905,557930.744161331,junction
3,4869475.549324226,557908.9828846906,junction
4,4869478.657556394,557905.5116360921,junction
5,4869501.960837249,557881.1015894123,junction
6,4869516.135887206,557854.7798601495,junction
7,4869523.833796312,557836.9942421654,junction
8,4869528.462547672,557829.730312915,junction
9,4869548.221699058,557803.7978094334,junction
10,4869549.533069872,557801.1257757815,junction
11,4869570.374027101,557773.6003907928,junction
12,4869576.376712477,557766.7506418775,junction
13,4869582.704625334,557756.3791424752,junction
14,4869606.0,557714.0,outfall
15,4869122.0,558028.0,inlet
16,4869127.861340118,558025.4337361375,junction
17,4869153.95560682,558013.3281126794,junction
18,4869180.1528717335,558005.5821725026,junction
19,4869199.792090281,558000.8911785316,junction
20,4869228.233577684,557995.049271151,junction
21,4869254.858702263,557988.446475295,junction
22,4869275.635498763,557984.4921350925,junction
23,4869279.447521233,557981.8682161721,junction
24,4869301.719679579,557975.0915056197,junction
25,4869329.845424119,557961.4835693364,junction
26,4869346.926670419,557953.0396941488,junction
27,4869357.010881977,557947.0567693027,junction
28,4869377.126688487,557935.8896478801,junction
29,4869384.242629967,557930.110476784,junction
30,4869404.531864055,557919.8983511487,junction
31,4869422.559092097,557904.7579745213,junction
32,4869428.16665926,557900.7338481643,junction
33,4869453.023447796,557880.1731923218,junction
34,4869473.620728891,557863.1355619552,junction
35,4869484.235755912,557855.1484812314,junction
36,4869505.550036418,557829.4096891065,junction
37,4869097.0,558106.0,inlet
38,4869103.75955644,558103.1999702677,junction
39,4869133.185829326,558090.7989825715,junction
40,4869152.771091438,558082.0034627392,junction
41,4869162.597812873,558077.4951996912,junction
42,4869173.41863423,558071.6359639432,junction
43,4869204.210576585,558057.8142734689,junction
44,4869215.8418375505,558053.9434123655,junction
45,4869225.076970072,558048.443848558,junction
46,4869256.48380143,558034.3729709091,junction
47,4869265.419429907,558029.7213804162,junction
48,4869285.575034782,558015.7835083961,junction
49,4869304.8185109,558008.993148575,junction
50,4869314.153945878,558005.0974812898,junction
51,4869332.714921765,557990.0116487333,junction
52,4869353.299764464,557982.4165207308,junction
53,4869360.068328179,557978.1714589809,junction
54,4869378.171248363,557965.9771060213,junction
55,4869399.525673511,557951.0071250586,junction
56,4869429.213830232,557931.4471654035,junction
57,4869462.855378185,557900.7445009607,junction
58,4869004.0,557989.0,inlet
59,4869018.86340411,557976.9235424629,junction
60,4869035.071777461,557965.8041743104,junction
61,4869053.7058801465,557955.8229868383,junction
62,4869084.479445841,557944.848042153,junction
63,4869105.0609335685,557935.1703934768,junction
64,4869113.591662525,557931.4637976099,junction
65,4869124.453863983,557925.8942758024,junction
66,4869154.472571244,557907.4455373274,junction
67,4869165.422437349,557900.7424966467,junction
68,4869180.664527136,557893.4469756635,junction
69,4869203.366067245,557885.259025141,junction
70,4869218.357788432,557879.3802358832,junction
71,4869225.96475117,557876.3209969051,junction
72,4869254.405429004,557857.834070153,junction
73,4869263.762536704,557852.1747129365,junction
74,4869281.993940209,557844.7828683822,junction
75,4869304.628352831,557836.594801857,junction
76,4869320.030004334,557830.9513628494,junction
77,4869327.160390325,557828.2562062242,junction
78,4869349.028717295,557819.7329696598,junction
79,4869378.791539513,557808.2476292003,junction
80,4869386.361961865,557805.0517843877,junction
81,4869400.705143616,557799.6707749973,junction
82,4869423.852845587,557791.1119528246,junction
83,4869452.239738775,557780.1503852521,junction
84,4869475.365722759,557770.8101344834,junction
85,4869506.035957431,557756.7795106784,junction
86,4869530.556213515,557747.8058053259,junction
87,4869557.715060407,557737.0987881165,junction
88,4869572.578246635,557730.4642737214,junction
89,4869589.109920928,557727.874880958,junction
90,4868964.0,558630.0,inlet
91,4868979.219292499,558612.1233893713,junction
92,4868987.820922091,558602.1832567202,junction
93,4869001.533275014,558598.9215376651,junction
94,4869045.615113691,558595.1940282271,junction
95,4869069.916690777,558594.7583573746,junction
96,4869094.540967753,558594.5475984135,junction
97,4869129.768973657,558588.3779144692,junction
98,4869148.874283956,558576.3821640956,junction
99,4869174.793389738,558559.8801294866,junction
100,4869182.907576779,558554.8077921364,junction
101,4869201.255950571,558543.247528896,junction
102,4869222.225684908,558530.081215547,junction
103,4869226.663233158,558527.0078963191,junction
104,4869251.404800664,558511.9363332124,junction
105,4869262.027187828,558504.6561606587,junction
106,4869273.946350279,558497.1536364672,junction
107,4869299.94861839,558476.1642739837,junction
108,4869323.920582544,558449.4741141087,junction
109,4869347.641154808,558430.1796194062,junction
110,4869350.231642295,558427.8698156143,junction
111,4869376.67793579,558403.3810737176,junction
112,4869401.947359829,558378.8332637745,junction
113,4869426.0146398805,558354.5088069927,junction
114,4869444.380300391,558331.5880748925,junction
115,4869448.536111412,558316.1597358516,junction
116,4869452.252949586,558297.6679929032,junction
117,4869455.109350775,558277.0327734614,junction
118,4869457.360315251,558256.0937984188,junction
119,4869460.88072272,558219.40655525,junction
120,4869460.88072272,558194.40655525,junction
121,4869460.88072272,558169.40655525,junction
122,4869460.88072272,558144.40655525,junction
123,4869460.88072272,558119.40655525,junction
124,4869460.88072272,558094.40655525,junction
125,4869460.88072272,558069.40655525,junction
126,4869460.88072272,558044.40655525,junction
127,4869460.88072272,558019.40655525,junction
128,4869464.700402879,557989.8929020755,junction
129,4869479.4411450485,557971.9942839276,junction
130,4869495.168827208,557953.184499612,junction
131,4869500.643106003,557944.4965398943,junction
132,4869512.113372929,557926.938682491,junction
133,4869523.76138141,557905.1670513303,junction
134,4869527.354205971,557879.5979153875,junction
135,4869550.145241911,557818.8136046033,junction
136,4868964.0,558630.0,inlet
137,4868941.0,558157.0,inlet
138,4868950.9999495335,558152.6780166153,junction
139,4868982.463356126,558139.1750062078,junction
140,4869000.50786615,558131.3435921727,junction
141,4869029.979693677,558118.3698791268,junction
142,4869051.086226437,558109.2566474855,junction
143,4869059.801979203,558105.1677369783,junction
144,4869116.713719457,558079.4745416176,junction
145,4869123.448902406,558077.14356948,junction
