id,x,y,z,type
0,558333.0,4867843.0,18.504820143803784,inlet
1,558326.0920232256,4867848.637923643,18.281507869024665,junction
2,558300.7160602795,4867872.651393282,17.939108164090044,junction
3,558290.8018717373,4867882.675368558,17.82002073393454,junction
4,558273.9526103314,4867896.686409958,17.596708459155366,junction
5,558266.2112188872,4867900.56627864,17.477621028999863,junction
6,558256.1470334287,4867908.664820087,17.477621028999863,junction
7,558233.8607780711,4867929.121517614,17.135221324065242,junction
8,558229.1044356291,4867936.35395734,17.135221324065242,junction
9,558216.8973670662,4867958.330729034,16.792821619130564,junction
10,558209.2091460612,4867979.733605146,16.569509344351445,junction
11,558206.88132196,4867990.301306477,16.569509344351445,junction
12,558202.683060024,4868000.474125808,16.346197069572327,junction
13,558196.8084220326,4868038.255258425,16.12288479479315,junction
14,558194.6457549082,4868069.630579412,15.899572520014033,junction
15,558186.1335418888,4868087.102576916,15.557172815079412,junction
16,558168.0764554847,4868094.158907879,15.438085384923909,junction
17,558156.0375825547,4868102.086388283,15.214773110144733,junction
18,558138.9180147693,4868128.068037595,14.872373405210112,junction
19,558127.229646607,4868151.480656696,14.649061130430937,junction
20,558113.4029140042,4868178.4767480185,14.306661425496316,junction
21,558101.5199631761,4868201.748619062,14.083349150717197,junction
22,558086.8351640744,4868229.119623236,13.740949445782519,junction
23,558081.8604003057,4868241.418111564,13.740949445782519,junction
24,558075.4616118164,4868251.292643072,13.5176371710034,junction
25,558059.7684557321,4868281.679417353,13.17523746606878,junction
26,558055.8387990831,4868292.077136594,13.17523746606878,junction
27,558050.636710931,4868301.371540514,12.951925191289604,junction
28,558036.2076519516,4868332.975834995,12.609525486354926,junction
29,558027.4343867466,4868351.474887051,12.38621321157575,junction
30,558016.2979626074,4868383.04115433,12.04381350664113,junction
31,558005.9122417832,4868403.093026563,11.82050123186201,junction
32,557991.8173138222,4868433.239240038,11.478101526927333,junction
33,557982.5476993435,4868455.011267255,11.254789252148214,junction
34,557979.4922119309,4868466.738612489,11.254789252148214,junction
35,557975.2161280557,4868474.592350212,11.031476977369095,junction
36,557962.2576917835,4868505.172202276,10.689077272434417,junction
37,557957.7528311367,4868525.806065294,10.465764997655299,junction
38,557952.6843476342,4868538.048696542,10.465764997655299,junction
39,557948.9635140932,4868548.446735449,10.242452722876124,junction
40,557938.014330362,4868582.563837733,9.900053017941502,junction
41,557929.3677963377,4868603.234847018,9.676740743162384,junction
42,557914.5464961278,4868630.464561754,9.334341038227706,junction
43,557905.4957712196,4868642.803227996,9.334341038227706,junction
44,557899.7253757931,4868651.023733556,9.111028763448587,junction
45,557884.5260085814,4868675.010548364,8.768629058513966,junction
46,557881.795471802,4868680.052894445,8.768629058513966,junction
47,557866.021285628,4868710.164622223,8.426229353579288,junction
48,557860.9750779846,4868730.54656831,8.20291707880017,junction
49,557856.0716810343,4868752.495050676,7.979604804020994,junction
50,557849.7623343394,4868776.215042368,7.756292529241875,junction
51,557847.3628469011,4868821.967829268,7.3096679796835815,junction
52,557847.0392656066,4868845.926254987,7.086355704904463,junction
53,557846.4919464476,4868870.119205068,7.086355704904463,junction
54,557844.8572064979,4868893.45600552,6.8630434301253445,junction
55,557840.6872096811,4868917.079570719,6.520643725190666,junction
56,557838.1148211202,4868936.067948093,6.297331450411548,junction
57,557834.4401600927,4868953.787457853,6.0740191756323725,junction
58,557831.0903015563,4868976.674934,5.850706900853254,junction
59,557828.207269486,4868999.826653579,5.627394626074135,junction
60,557824.2546176723,4869045.695722743,5.1807700765158415,junction
61,557822.1078050757,4869070.937353467,4.957457801736723,junction
62,557821.2259479772,4869095.320282556,4.957457801736723,junction
63,557821.1156437835,4869119.543076468,4.734145526957548,junction
64,557824.9605915011,4869139.733635475,4.510833252178429,junction
65,557832.922749288,4869151.96983643,4.287520977399254,junction
66,557842.6332959967,4869174.670811607,4.064208702620135,junction
67,557850.4786843186,4869216.284639771,3.9599838579965194,junction
68,557854.2670458156,4869229.477061535,3.736671583217344,junction
69,557854.2670458156,4869253.967063959,3.5133593084382255,junction
70,557859.1204977579,4869275.629948275,3.290047033659107,junction
71,557859.9554374893,4869310.701229269,3.0667347588799316,junction
72,557854.4020914016,4869321.735749092,2.843422484100813,junction
73,557854.3518720311,4869335.651009898,2.843422484100813,junction
74,557850.6735477044,4869348.445742529,2.6201102093216377,junction
75,557842.606884717,4869380.82773077,2.2777105043870165,junction
76,557836.0163886965,4869408.998360213,2.054398229607898,junction
77,557830.0839680383,4869432.903662739,1.8310859548287226,junction
78,557824.231985475,4869448.9095947165,1.607773680049604,junction
79,557807.2499216116,4869477.776300294,1.265373975114926,junction
80,557797.8295437957,4869490.748961384,1.265373975114926,junction
81,557786.3705492974,4869503.377205077,0.9229742701803048,junction
82,557781.8205980917,4869513.760397226,0.9229742701803048,junction
83,557758.342909964,4869535.674864949,0.5805745652456835,junction
84,557740.5192802371,4869540.683520766,0.4614871350901808,junction
85,557725.6477452589,4869557.516316637,0.23817486031100543,junction
86,557689.0,4869553.0,0.0,outfall
87,558139.0,4867488.0,20.678492549467762,inlet
88,558140.7841663659,4867505.79773258,20.455180274688587,junction
89,558142.6370177604,4867533.456044213,20.23186799990947,junction
90,558142.6370177604,4867553.639334793,20.008555725130293,junction
91,558144.7432096505,4867581.984516139,19.904330880506677,junction
92,558147.011887709,4867605.646534017,19.68101860572756,junction
93,558149.2484017101,4867629.426150272,19.457706330948383,junction
94,558151.3661362472,4867653.356800544,19.234394056169265,junction
95,558153.3143186712,4867677.466566013,19.011081781390146,junction
96,558153.9286518568,4867702.0978055885,18.78776950661097,junction
97,558155.1824268815,4867724.684321186,18.564457231831852,junction
98,558155.5754363616,4867755.43609243,18.341144957052677,junction
99,558154.3590459245,4867779.7125451565,18.11783268227356,junction
100,558153.8523869683,4867809.670581319,17.89452040749444,junction
101,558151.0847036707,4867828.069172009,17.671208132715265,junction
102,558150.206613342,4867853.06846852,17.447895857936146,junction
103,558147.1217301269,4867875.500763368,17.224583583157028,junction
104,558143.6767026385,4867903.60688165,16.88218387822235,junction
105,558140.0140991475,4867924.179104624,16.65887160344323,junction
106,558136.819514339,4867957.618173422,16.435559328664056,junction
107,558131.7497348324,4867979.246385171,16.212247053884937,junction
108,558129.5890413491,4868002.7350633005,15.988934779105819,junction
109,558127.7141835623,4868029.764188259,15.765622504326643,junction
110,558127.2336018916,4868050.0150360605,15.542310229547525,junction
111,558114.834231744,4868075.692207576,15.199910524612903,junction
112,558106.7432584597,4868094.973898559,15.199910524612903,junction
113,558103.5263442138,4868099.5091088405,14.976598249833728,junction
114,558094.8697064739,4868124.789384793,14.75328597505461,junction
115,558085.7621990445,4868148.466521878,14.410886270119931,junction
116,558080.9816028164,4868160.002510376,14.410886270119931,junction
117,558075.0230627465,4868175.290643384,14.187573995340813,junction
118,558063.2604640002,4868205.185090469,13.845174290406192,junction
119,558054.0193795961,4868230.691099389,13.621862015627016,junction
120,558046.6391087113,4868250.345392834,13.398549740847898,junction
121,558030.2048049658,4868287.864479097,13.05615003591322,junction
122,558025.8369682435,4868306.3377275225,12.832837761134044,junction
123,558016.1590385953,4868325.1741353925,12.490438056199423,junction
124,558006.2445690768,4868357.055810207,12.267125781420248,junction
125,557997.570719791,4868375.615630305,12.04381350664113,junction
126,557980.1580807398,4868416.756636671,11.701413801706508,junction
127,557975.8867642209,4868426.730171638,11.478101526927333,junction
128,557954.4731121582,4868489.076627652,10.912389547213593,junction
129,557949.5624931051,4868499.420930444,10.689077272434417,junction
130,557930.2860684897,4868562.733598393,10.12336529272062,junction
131,557928.0493507737,4868574.666327528,9.900053017941502,junction
132,557832.8909159593,4869147.478553168,4.287520977399254,junction
133,557821.0,4868553.0,9.64701557209861,inlet
134,557820.1254920973,4868594.693347285,9.423703297319491,junction
135,557822.4235650509,4868633.869382853,8.977078747761198,junction
136,557825.2567861922,4868656.980568759,8.753766472982079,junction
137,557832.5667969851,4868677.10722823,8.53045419820296,junction
138,557837.566337936,4868698.774200929,8.307141923423785,junction
139,557841.558483984,4868746.112770231,7.860517373865491,junction
140,560458.0,4868084.0,26.39412895923033,inlet
141,560450.2951107827,4868076.746901859,26.39412895923033,junction
142,560436.8885510259,4868067.284496659,26.498353803853945,junction
143,560427.0479334191,4868059.736987747,26.498353803853945,junction
144,560401.1663607146,4868049.302525844,26.379266373698442,junction
145,560388.1642846074,4868044.999970723,26.483491218322058,junction
146,560378.3471343726,4868039.10072873,26.483491218322058,junction
147,560356.3581784659,4868035.218829519,26.364403788166555,junction
148,560328.438939078,4868033.804778967,26.245316358011053,junction
149,560299.9721881744,4868032.775786498,26.12622892785555,junction
150,560268.1003256856,4868043.429082641,25.888054067544545,junction
151,560243.9494288737,4868048.893783709,25.545654362609923,junction
152,560218.0458553751,4868054.582797771,25.42656693245442,junction
153,560196.2784714841,4868064.943755728,25.42656693245442,junction
154,560175.8213774916,4868071.401100447,25.0841672275198,junction
155,560144.3880183718,4868073.859156606,24.845992367208794,junction
156,560108.4560901433,4868081.745516285,24.72690493705329,junction
157,560084.3623936172,4868083.201612534,24.60781750689779,junction
158,560059.9548518944,4868084.112387894,24.488730076742286,junction
159,560035.1193033379,4868084.332365499,24.369642646586783,junction
160,560014.8752546014,4868081.002745484,24.250555216431223,junction
161,559994.40655525,4868074.255350802,24.250555216431223,junction
162,559980.951495959,4868068.563311657,24.35478006105484,junction
163,559923.351002361,4868066.797393386,24.116605200743834,junction
164,559899.0358540793,4868067.482245105,23.99751777058833,junction
165,559890.1795487544,4868082.338567942,23.65511806565371,junction
166,559878.5878655039,4868091.330893019,23.65511806565371,junction
167,559856.9579428456,4868104.093132686,23.312718360719032,junction
168,559845.6067662209,4868112.431036258,23.312718360719032,junction
169,559828.6367319903,4868119.966344866,23.19363093056353,junction
170,559819.3076092445,4868125.638300046,22.851231225628908,junction
171,559802.0108105536,4868131.801513057,22.851231225628908,junction
172,559776.858331877,4868147.043106536,22.50883152069423,junction
173,559767.3729203665,4868150.741833796,22.389744090538727,junction
174,559755.478707087,4868152.8822878245,22.389744090538727,junction
175,559725.3129523547,4868162.41851989,22.270656660383224,junction
176,559701.5620896401,4868169.75768312,22.15156923022772,junction
177,559682.4830460942,4868173.99341623,21.8091695252931,junction
178,559677.5020556848,4868175.887296728,21.8091695252931,junction
179,559656.3402949555,4868183.477026056,21.690082095137598,junction
180,559624.0487749188,4868194.580194094,21.570994664982095,junction
181,559602.2785850398,4868202.720445909,21.228594960047474,junction
182,559580.6894313869,4868206.40131488,21.10950752989197,junction
183,559534.1951620915,4868208.858818315,20.871332669580966,junction
184,559510.2844985336,4868209.6976376455,20.752245239425463,junction
185,559494.40655525,4868210.88072272,20.752245239425463,junction
186,559478.3951541607,4868223.794548756,20.409845534490785,junction
187,559451.1773627838,4868246.215221858,20.067445829556164,junction
188,559436.4153283585,4868251.048653922,19.94835839940066,junction
189,559426.9432062205,4868267.013184031,19.94835839940066,junction
190,559425.0206941934,4868275.858891121,19.725046124621542,junction
191,559402.0248581802,4868299.856836695,19.382646419686864,junction
