id,y,x,type
0,4868871.0,558115.0,inlet
1,4868880.107086798,558109.3865972519,junction
2,4868893.29630421,558100.973852615,junction
3,4868910.252753288,558090.9118952214,junction
4,4868928.61998926,558081.3725406728,junction
5,4868953.193056847,558058.2311141967,junction
6,4868965.43021447,558048.2090235455,junction
7,4868981.146228423,558035.0762999933,junction
8,4868987.954254832,558029.9951388944,junction
9,4869006.143683829,558013.9474020605,junction
10,4869023.252773506,558000.4966719844,junction
11,4869028.101170482,557995.1351659185,junction
12,4869048.970200115,557973.4804047806,junction
13,4869077.370759593,557955.3384703463,junction
14,4869107.411654276,557940.4291427659,junction
15,4869123.604123253,557930.4040251935,junction
16,4869152.195037814,557913.2056003447,junction
17,4869163.295906619,557906.3639448694,junction
18,4869175.015485696,557899.1605276327,junction
19,4869200.224981822,557884.0732449532,junction
20,4869205.419369632,557880.6642202918,junction
21,4869229.428522646,557866.0115501479,junction
22,4869249.301300146,557853.6683255145,junction
23,4869278.088539682,557835.8053191046,junction
24,4869289.211044695,557829.46827948,junction
25,4869301.201825717,557822.4390231812,junction
26,4869325.111857485,557808.6060974405,junction
27,4869330.191437028,557806.5259203705,junction
28,4869353.661187654,557795.2933023752,junction
29,4869375.4830732765,557782.7966099677,junction
30,4869382.950641691,557780.5904126718,junction
31,4869401.286036943,557773.3275888546,junction
32,4869430.422592648,557758.3140359427,junction
33,4869440.999216873,557754.3417232098,junction
34,4869448.521812499,557750.4104877971,junction
35,4869480.401926393,557734.5852449606,junction
36,4869491.414629382,557731.1224205208,junction
37,4869506.393499398,557723.4779092021,junction
38,4869531.7771983715,557711.7212102193,junction
39,4869546.622529214,557700.7661883985,junction
40,4869553.0,557689.0,outfall
41,4867990.0,558345.0,inlet
42,4868009.354706066,558336.850891345,junction
43,4868022.470739096,558329.5753650682,junction
44,4868031.05721183,558326.521560138,junction
45,4868055.360880488,558312.1430249049,junction
46,4868074.456068554,558300.5773593121,junction
47,4868104.036760835,558282.1102541822,junction
48,4868112.988108739,558277.4114103436,junction
49,4868133.439414798,558264.7461307311,junction
50,4868151.501957762,558253.3324506319,junction
51,4868186.528709577,558234.0244552213,junction
52,4868196.073886184,558224.4461473014,junction
53,4868201.669470149,558219.0442037532,junction
54,4868222.364965337,558201.1595598547,junction
55,4868227.835918052,558196.2862260342,junction
56,4868247.754644824,558180.0431354252,junction
57,4868253.597680383,558175.1988879226,junction
58,4868275.19098217,558157.8113384197,junction
59,4868280.691873901,558154.2036323489,junction
60,4868299.687804701,558137.9630690853,junction
61,4868311.141779165,558130.0578911621,junction
62,4868325.986706192,558119.8419153547,junction
63,4868348.384539167,558104.3519809444,junction
