datetime
2020-07-12,8011.6769699999995
2020-07-13,7841.659248
2020-07-14,7817.9585526
2020-07-15,7743.7974222
2020-07-16,7696.059946199999
2020-07-17,7688.8993248
2020-07-18,7624.4537322
2020-07-19,7532.785279799999
2020-07-20,7502.298718499999
2020-07-21,7387.387833600001
2020-07-22,7262.9928774
2020-07-23,7166.2412448000005
2020-07-24,7163.978916600001
2020-07-25,7152.667275600001
2020-07-26,7057.649491200001
2020-07-27,6949.057737600001
2020-07-28,6926.844945600001
2020-07-29,6760.2490056
2020-07-30,6735.8149344
2020-07-31,6683.483836800001
2020-08-01,6574.4607168
2020-08-02,6485.8325751
2020-08-03,6464.4336441000005
2020-08-04,6338.1799512
2020-08-05,6321.0608064
2020-08-06,6316.861739399999
2020-08-07,6308.4636054
2020-08-08,6222.3827319
2020-08-09,6174.0934614
2020-08-10,6304.2645384
2020-08-11,6232.8803994
2020-08-12,6281.1696698999995
2020-08-13,6125.804190899999
2020-08-14,6130.0436174999995
2020-08-15,6125.804190899999
2020-08-16,6115.386738599999
2020-08-17,6026.8712931
2020-08-18,5925.919555799999
2020-08-19,5921.800703999998
2020-08-20,5919.7811463
2020-08-21,5899.625437499999
2020-08-22,5962.989221999999
2020-08-23,5938.2761112
2020-08-24,6055.6633875
2020-08-25,6094.7924796
2020-08-26,6053.643829799999
2020-08-27,6119.5055904
