from_id,to_id,x_0,y_0,z_0,x_1,y_1,z_1
32,250,559238.350473112,4867997.079644086,0.0,559255.0171397786,4868013.746310753,0.0
250,251,559255.0171397786,4868013.746310753,0.0,559271.6838064453,4868030.412977419,0.0
251,36,559271.6838064453,4868030.412977419,0.0,559288.350473112,4868047.079644086,0.0
244,252,557988.350473112,4869247.079644086,0.0,557971.6838064453,4869263.746310753,0.0
252,253,557971.6838064453,4869263.746310753,0.0,557955.0171397786,4869280.412977419,0.0
253,246,557955.0171397786,4869280.412977419,0.0,557938.350473112,4869297.079644086,0.0
105,254,558538.350473112,4868397.079644086,0.0,558563.350473112,4868397.079644086,0.0
254,106,558563.350473112,4868397.079644086,0.0,558588.350473112,4868397.079644086,0.0
158,255,559088.350473112,4868597.079644086,0.0,559113.350473112,4868597.079644086,0.0
255,159,559113.350473112,4868597.079644086,0.0,559138.350473112,4868597.079644086,0.0
66,256,559088.350473112,4868147.079644086,0.0,559113.350473112,4868147.079644086,0.0
256,67,559113.350473112,4868147.079644086,0.0,559138.350473112,4868147.079644086,0.0
104,257,558338.350473112,4868397.079644086,0.0,558321.6838064453,4868413.746310753,0.0
257,258,558321.6838064453,4868413.746310753,0.0,558305.0171397786,4868430.412977419,0.0
258,109,558305.0171397786,4868430.412977419,0.0,558288.350473112,4868447.079644086,0.0
173,259,558688.350473112,4868697.079644086,0.0,558713.350473112,4868697.079644086,0.0
259,174,558713.350473112,4868697.079644086,0.0,558738.350473112,4868697.079644086,0.0
96,260,558688.350473112,4868297.079644086,0.0,558671.6838064453,4868313.746310753,0.0
260,261,558671.6838064453,4868313.746310753,0.0,558655.0171397786,4868330.412977419,0.0
261,100,558655.0171397786,4868330.412977419,0.0,558638.350473112,4868347.079644086,0.0
190,262,558638.350473112,4868797.079644086,0.0,558663.350473112,4868797.079644086,0.0
262,191,558663.350473112,4868797.079644086,0.0,558688.350473112,4868797.079644086,0.0
42,263,559188.350473112,4868097.079644086,0.0,559213.350473112,4868097.079644086,0.0
263,43,559213.350473112,4868097.079644086,0.0,559238.350473112,4868097.079644086,0.0
153,264,558238.350473112,4868597.079644086,0.0,558238.350473112,4868622.079644086,0.0
264,164,558238.350473112,4868622.079644086,0.0,558238.350473112,4868647.079644086,0.0
193,265,558788.350473112,4868797.079644086,0.0,558813.350473112,4868797.079644086,0.0
265,194,558813.350473112,4868797.079644086,0.0,558838.350473112,4868797.079644086,0.0
42,266,559188.350473112,4868097.079644086,0.0,559171.6838064453,4868113.746310753,0.0
266,267,559171.6838064453,4868113.746310753,0.0,559155.0171397786,4868130.412977419,0.0
267,67,559155.0171397786,4868130.412977419,0.0,559138.350473112,4868147.079644086,0.0
37,268,560188.350473112,4868047.079644086,0.0,560171.6838064453,4868063.746310753,0.0
268,269,560171.6838064453,4868063.746310753,0.0,560155.0171397786,4868080.412977419,0.0
269,61,560155.0171397786,4868080.412977419,0.0,560138.350473112,4868097.079644086,0.0
176,270,558838.350473112,4868697.079644086,0.0,558863.350473112,4868697.079644086,0.0
270,177,558863.350473112,4868697.079644086,0.0,558888.350473112,4868697.079644086,0.0
93,271,558438.350473112,4868297.079644086,0.0,558421.6838064453,4868313.746310753,0.0
271,272,558421.6838064453,4868313.746310753,0.0,558405.0171397786,4868330.412977419,0.0
272,99,558405.0171397786,4868330.412977419,0.0,558388.350473112,4868347.079644086,0.0
212,273,558238.350473112,4868947.079644086,0.0,558238.350473112,4868972.079644086,0.0
273,219,558238.350473112,4868972.079644086,0.0,558238.350473112,4868997.079644086,0.0
220,274,558338.350473112,4868997.079644086,0.0,558321.6838064453,4869013.746310753,0.0
274,275,558321.6838064453,4869013.746310753,0.0,558305.0171397786,4869030.412977419,0.0
275,228,558305.0171397786,4869030.412977419,0.0,558288.350473112,4869047.079644086,0.0
141,276,558288.350473112,4868547.079644086,0.0,558313.350473112,4868547.079644086,0.0
276,142,558313.350473112,4868547.079644086,0.0,558338.350473112,4868547.079644086,0.0
178,277,558988.350473112,4868697.079644086,0.0,559013.350473112,4868697.079644086,0.0
277,179,559013.350473112,4868697.079644086,0.0,559038.350473112,4868697.079644086,0.0
34,278,558438.350473112,4868047.079644086,0.0,558438.350473112,4868072.079644086,0.0
278,41,558438.350473112,4868072.079644086,0.0,558438.350473112,4868097.079644086,0.0
