from_id,to_id,x_0,y_0,z_0,x_1,y_1,z_1
102,182,558188.350473112,4868697.079644086,0.0,558213.350473112,4868697.079644086,0.0
182,103,558213.350473112,4868697.079644086,0.0,558238.350473112,4868697.079644086,0.0
13,183,558338.350473112,4867897.079644086,0.0,558338.350473112,4867922.079644086,0.0
183,16,558338.350473112,4867922.079644086,0.0,558338.350473112,4867947.079644086,0.0
176,184,557988.350473112,4869247.079644086,0.0,557971.6838064453,4869263.746310753,0.0
184,185,557971.6838064453,4869263.746310753,0.0,557955.0171397786,4869280.412977419,0.0
185,178,557955.0171397786,4869280.412977419,0.0,557938.350473112,4869297.079644086,0.0
87,186,558338.350473112,4868597.079644086,0.0,558338.350473112,4868622.079644086,0.0
186,94,558338.350473112,4868622.079644086,0.0,558338.350473112,4868647.079644086,0.0
123,187,558238.350473112,4868797.079644086,0.0,558238.350473112,4868822.079644086,0.0
187,138,558238.350473112,4868822.079644086,0.0,558238.350473112,4868847.079644086,0.0
48,188,558238.350473112,4868297.079644086,0.0,558221.6838064453,4868313.746310753,0.0
188,189,558221.6838064453,4868313.746310753,0.0,558205.0171397786,4868330.412977419,0.0
189,54,558205.0171397786,4868330.412977419,0.0,558188.350473112,4868347.079644086,0.0
5,190,558488.350473112,4867497.079644086,0.0,558488.350473112,4867522.079644086,0.0
190,6,558488.350473112,4867522.079644086,0.0,558488.350473112,4867547.079644086,0.0
108,191,558688.350473112,4868697.079644086,0.0,558713.350473112,4868697.079644086,0.0
191,109,558713.350473112,4868697.079644086,0.0,558738.350473112,4868697.079644086,0.0
116,192,558288.350473112,4868747.079644086,0.0,558271.6838064453,4868763.746310753,0.0
192,193,558271.6838064453,4868763.746310753,0.0,558255.0171397786,4868780.412977419,0.0
193,123,558255.0171397786,4868780.412977419,0.0,558238.350473112,4868797.079644086,0.0
125,194,558338.350473112,4868797.079644086,0.0,558363.350473112,4868797.079644086,0.0
194,126,558363.350473112,4868797.079644086,0.0,558388.350473112,4868797.079644086,0.0
41,195,558388.350473112,4868197.079644086,0.0,558388.350473112,4868222.079644086,0.0
195,45,558388.350473112,4868222.079644086,0.0,558388.350473112,4868247.079644086,0.0
131,196,558638.350473112,4868797.079644086,0.0,558663.350473112,4868797.079644086,0.0
196,132,558663.350473112,4868797.079644086,0.0,558688.350473112,4868797.079644086,0.0
141,197,558788.350473112,4868847.079644086,0.0,558771.6838064453,4868863.746310753,0.0
197,198,558771.6838064453,4868863.746310753,0.0,558755.0171397786,4868880.412977419,0.0
198,153,558755.0171397786,4868880.412977419,0.0,558738.350473112,4868897.079644086,0.0
152,199,558688.350473112,4868897.079644086,0.0,558713.350473112,4868897.079644086,0.0
199,153,558713.350473112,4868897.079644086,0.0,558738.350473112,4868897.079644086,0.0
86,200,558238.350473112,4868597.079644086,0.0,558238.350473112,4868622.079644086,0.0
200,93,558238.350473112,4868622.079644086,0.0,558238.350473112,4868647.079644086,0.0
93,201,558238.350473112,4868647.079644086,0.0,558221.6838064453,4868663.746310753,0.0
201,202,558221.6838064453,4868663.746310753,0.0,558205.0171397786,4868680.412977419,0.0
202,102,558205.0171397786,4868680.412977419,0.0,558188.350473112,4868697.079644086,0.0
105,203,558538.350473112,4868697.079644086,0.0,558563.350473112,4868697.079644086,0.0
203,106,558563.350473112,4868697.079644086,0.0,558588.350473112,4868697.079644086,0.0
25,204,560188.350473112,4868047.079644086,0.0,560171.6838064453,4868063.746310753,0.0
204,205,560171.6838064453,4868063.746310753,0.0,560155.0171397786,4868080.412977419,0.0
205,31,560155.0171397786,4868080.412977419,0.0,560138.350473112,4868097.079644086,0.0
111,206,558838.350473112,4868697.079644086,0.0,558863.350473112,4868697.079644086,0.0
206,112,558863.350473112,4868697.079644086,0.0,558888.350473112,4868697.079644086,0.0
22,207,558288.350473112,4868047.079644086,0.0,558288.350473112,4868072.079644086,0.0
207,28,558288.350473112,4868072.079644086,0.0,558288.350473112,4868097.079644086,0.0
