r_0
0.0
15612.030993816516
0.0
0.0
0.0
0.0
0.0
0.0
0.0
32786.264147079375
823.196070253841
0.0
0.0
0.0
0.0
0.0
0.0
227.70534609924246
3890.025529423936
122.41336382694662
29412.318338031913
248.44735189021227
0.0
37449.97040018903
52024.12982039456
0.0
0.0
0.0
0.0
2732.4160025908977
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
95938.61691879854
0.0
0.0
34488.060387991165
52027.82772268582
0.0
0.0
0.0
0.0
10407.716745074049
0.0
561.5157520871213
0.0
0.0
108205.44622279251
0.0
0.0
0.0
0.0
0.0
39401.066674604364
2346.6076001704664
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5137.697216050185
83988.76623741936
7661.2527947264025
0.0
0.0
0.0
51655.4655945011
5029.91821878207
0.0
0.0
7382.920887593978
33602.49100712875
24846.1357892877
0.0
0.0
0.0
0.0
62901.88049504929
0.0
0.0
10317.95512368873
3275.9287688773015
43570.981870517346
8074.676168249445
0.0
0.0
4832.081765829091
158220.31015073365
5488.346353116101
0.0
0.0
0.0
0.0
25325.66020530506
0.0
493.71158920698764
0.0
0.0
86091.13804691921
23707.25111234928
0.0
0.0
0.0
0.0
0.0
0.0
3850.0487288184327
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6851.932029412368
117087.93880268701
0.0
0.0
96385.90225733124
0.0
5449.271479124474
54092.920436438886
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
990.9301459811287
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
163023.87799745984
0.0
0.0
0.0
0.0
30590.694040809012
0.0
0.0
0.0
0.0
87101.36450390807
0.0
0.0
0.0
0.0
0.0
63341.46251756725
17948.71778215828
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
14230.841468963908
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
22390.053923862666
136881.56340204514
0.0
30024.14504924314
0.0
0.0
0.0
21794.976207798914
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
226239.68857402538
0.0
0.0
4565.520003728638
0.0
0.0
23383.547236372462
0.0
0.0
0.0
0.0
5831.650284240471
0.0
112974.28582413777
1773.5890190719738
0.0
0.0
0.0
55437.84239810979
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
15869.352233432852
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
36750.24832243485
42230.67883836631
46677.540145028615
0.0
0.0
0.0
0.0
0.0
0.0
57389.57024026169
17181.59407269485
0.0
0.0
0.0
0.0
21291.089444801913
14236.571129991704
32023.221349859818
0.0
76220.61283373568
168233.40855818038
114638.42362649889
0.0
0.0
37290.23243267513
0.0
0.0
6476.267691993472
20556.364407105597
1872.916191962216
0.0
0.0
0.0
0.0
0.0
42331.206086434075
0.0
0.0
0.0
0.0
0.0
23884.875794677442
0.0
6052.726779455164
0.0
0.0
11909.6255210097
0.0
962.5501258002511
14540.462297385839
665.959379331592
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2304.019112471465
563.4882306691064
0.0
6331.45845114719
0.0
0.0
0.0
0.0
0.0
0.0
809.7688550637857
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6893.369685044886
0.0
340.30114095611003
0.0
92.56964718342988
0.0
0.0
19157.601638743457
0.0
0.0
0.0
3112.4847144980376
0.0
0.0
0.0
0.0
0.0
11317.337024513998
499.52829022149865
0.0
0.0
0.0
0.0
0.0
5666.666574595094
7023.420271181802
0.0
0.0
0.0
876.6516199946883
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
38742.57388897672
0.0
0.0
14060.467259665318
1948.5073630212241
1160.9873128130441
0.0
0.0
0.0
0.0
0.0
106592.74888706143
0.0
0.0
0.0
0.0
0.0
1802.5086954843237
0.0
0.0
0.0
0.0
0.0
8116.64130339596
796.1343254201812
6980.443575127666
0.0
1150.4392364034527
9176.515359361456
3100.9883109328603
0.0
0.0
0.0
0.0
7.103592083614026
0.0
0.0
8884.788868011616
0.0
10545.212470356497
0.0
0.0
20148.556421962985
15027.487370701469
25734.061371783402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
53229.104370215275
2729.7441714617703
0.0
0.0
0.0
0.0
1952.5589244708474
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
37202.74835137358
0.0
0.0
0.0
0.0
0.0
0.0
0.0
71395.6420725131
0.0
9.007056166024359
0.0
0.0
6123.576295085406
0.0
0.0
2383.182059939925
0.0
172080.44155675362
42648.62502197945
23105.923458531746
0.0
0.0
48139.153189522105
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
63305.01258931639
2293.474513504434
113130.6091010196
0.0
0.0
0.0
0.0
15119.565749953003
46482.218198972005
0.0
184660.9587513515
9210.99877419342
0.0
23328.466409262342
0.0
0.0
0.0
0.0
0.0
0.0
16184.169641745986
0.0
749.3188555063127
0.0
33748.81886248404
0.0
0.0
0.0
23683.88735332294
11365.547591325932
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5883.575445597021
82575.4609720565
85481.82978070789
0.0
0.0
0.0
0.0
0.0
0.0
0.0
81100.67283716191
78476.5654079464
0.0
132097.68631042182
48721.2445478813
0.0
0.0
0.0
0.0
47594.411295049715
0.0
0.0
0.0
106306.18809279894
20028.714785627955
0.0
0.0
83907.8345924506
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
95168.00038848192
0.0
0.0
0.0
0.0
0.0
42866.286988303604
18391.568744285534
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12237.66321211698
0.0
0.0
0.0
0.0
0.0
0.0
1968.9402819117854
0.0
19895.253230803315
0.0
0.0
0.0
0.0
0.0
0.0
0.0
34653.63915411571
89316.91003979427
0.0
0.0
0.0
0.0
0.0
0.0
0.0
21558.810947978676
0.0
4483.285946173893
95266.37298827324
38445.12780992106
0.0
0.0
0.0
3315.2140659339193
0.0
19669.22428524054
388894.1949989325
20226.234862731148
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
66266.67373649702
115891.4269978196
35221.59424289214
208966.6410244024
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
83648.88579634567
0.0
2258.409342409652
0.0
17892.59057285524
0.0
5372.590344470319
127270.27292922596
90460.70826446754
0.0
0.0
0.0
0.0
38994.589868607465
0.0
0.0
0.0
0.0
10577.347360608588
0.0
0.0
0.0
0.0
0.0
0.0
3003.74506181867
9698.552894933197
0.0
0.0
0.0
0.0
0.0
0.0
22414.753372657877
63100.7344774741
25535.866802710792
21282.827435050363
0.0
1755.6582357414297
1492.819307177404
0.0
0.0
0.0
0.0
0.0
865.2399557565567
8046.28204103414
2771.951061801091
0.0
0.0
0.0
0.0
0.0
12135.332108176166
0.0
0.0
0.0
0.0
10116.271716836714
0.0
0.0
90288.4328456423
26475.59477795137
0.0
0.0
0.0
0.0
0.0
0.0
22.361857639396913
180.311098914047
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
211.7050849216124
4220.231652736967
0.0
0.0
0.0
0.0
0.0
21812.322438023304
96508.90399748608
1970.5349769083025
761.7957123243332
0.0
0.0
0.0
0.0
0.0
0.0
0.0
749.8455644807113
860.8364368355768
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4370.632331748816
64057.251759667226
1983.1488684686385
0.0
0.0
11571.956707329417
0.0
0.0
0.0
4738.752860140352
33722.18679758794
15025.750908511734
0.0
0.0
0.0
0.0
399.9422077125003
1162.0811393095019
4332.002175120785
28461.48879784968
15129.819669186509
0.0
0.0
