date,S_m,R_o_m,R_h_m,Q_l,Q_h,R_h
2017-02-18,0.0,0.0,0.0,462.3012833800445,620.40823311756,0.0
2017-02-19,0.0,0.0,0.0,397.5791037068382,531.2765813532712,0.0
2017-02-20,0.0,95978.6089501057,9524.288901600003,13778.923282202679,9640.050822333036,9524.288901600003
2017-02-21,0.0,0.0,0.0,11849.874022694303,10523.980102477544,0.0
2017-02-22,0.0,0.0,0.0,10190.891659517101,10390.744725293367,0.0
2017-02-23,0.0,30496.84502370525,3880.2658488,13033.72513050344,13000.043226897396,3880.2658488
2017-02-24,0.0,45329.75090893916,5526.4392392,17555.16873948444,17032.669127612215,5526.4392392
2017-02-25,0.0,0.0,0.0,15097.44511595662,16258.579522949976,0.0
2017-02-26,0.0,0.0,0.0,12983.802799722693,14948.668833659063,0.0
2017-02-27,0.0,0.0,0.0,11166.070407761516,13435.629463300045,0.0
2017-02-28,0.0,0.0,0.0,9602.820550674904,11902.505898249989,0.0
2017-03-01,0.0,7801.646829861932,1411.0057632,9350.656229761087,11446.168336134428,1411.0057632
2017-03-02,0.0,0.0,0.0,8041.564357594535,10084.32674471847,0.0
2017-03-03,0.0,0.0,352.7514408,6915.7453475313,8957.994762163602,352.7514408
2017-03-04,0.0,0.0,0.0,5947.540998876917,7753.813256848928,0.0
2017-03-05,0.0,0.0,0.0,5114.885259034149,6698.242057723017,0.0
2017-03-06,0.0,106934.28904981313,10817.710851200001,19369.601789743207,16093.870291011095,10817.710851200001
2017-03-07,0.0,0.0,0.0,16657.857539179156,16319.46519027832,0.0
2017-03-08,0.0,0.0,0.0,14325.757483694075,15521.982107644622,0.0
2017-03-09,0.0,0.0,0.0,12320.151435976904,14241.249838977536,0.0
2017-03-10,0.0,0.0,0.0,10595.330234940137,12782.881997362574,0.0
2017-03-11,0.0,0.0,0.0,9111.984002048517,11314.522799236951,0.0
2017-03-12,0.0,37499.32479257828,3997.8496624,13086.211712722685,13622.338229591243,3997.8496624
2017-03-13,0.0,1406.118207646028,352.7514408,11450.998622011954,12894.902962879527,352.7514408
2017-03-14,0.0,0.0,0.0,9847.858814930278,11676.085303699829,0.0
2017-03-15,0.0,0.0,0.0,8469.15858084004,10393.314614555913,0.0
2017-03-16,0.0,0.0,0.0,7283.476379522433,9149.37932054252,0.0
2017-03-17,0.0,0.0,0.0,6263.789686389292,7995.143466881229,0.0
2017-03-18,0.0,0.0,0.0,5386.859130294792,6951.829732246653,0.0
2017-03-19,0.0,0.0,0.0,4632.698852053521,6024.1773801694,0.0
2017-03-20,0.0,0.0,0.0,3984.121012766028,5208.154833208051,0.0
2017-03-21,0.0,0.0,0.0,3426.3440709787837,4495.430528316344,0.0
2017-03-22,0.0,0.0,0.0,2946.655901041754,3875.9206774065083,0.0
2017-03-23,0.0,3026.2328935921255,823.0866952000001,2957.796679998806,3837.9057565234275,823.0866952000001
2017-03-24,0.0,81343.96692884629,8701.202206400001,13931.860514837455,11355.96854240904,8701.202206400001
2017-03-25,0.0,6136.7797028905925,1058.2543223999999,12840.549201164897,12373.102534871383,1058.2543223999999
2017-03-26,0.0,0.0,0.0,11042.872313001812,11841.010446123555,0.0
2017-03-27,0.0,0.0,0.0,9496.870189181558,10903.354343346757,0.0
2017-03-28,0.0,0.0,0.0,8167.30836269614,9808.935951086509,0.0
2017-03-29,0.0,49963.504401392514,5408.855425600001,14018.775808113633,13656.41406413736,5408.855425600001
2017-03-30,0.0,2797.3063121416235,823.0866952000001,12447.770078677553,13502.191148033437,823.0866952000001
2017-03-31,0.0,0.0,0.0,10705.082267662694,12383.34759588514,0.0
2017-04-01,0.0,0.0,0.0,9206.370750189917,11112.556857607051,0.0
2017-04-02,0.0,6499.637373270571,940.6705088000001,8827.428077421207,10574.773549052712,940.6705088000001
2017-04-03,0.0,32412.538321559066,3527.514408,12129.343511600508,12607.607297271832,3527.514408
2017-04-04,0.0,16806.834624422034,3292.3467808000005,12784.192267395523,13995.17999764131,3292.3467808000005
2017-04-05,0.0,0.0,0.0,10994.405349960149,12794.870138568846,0.0
2017-04-06,0.0,0.0,0.0,9455.188600965728,11458.9975235276,0.0
2017-04-07,0.0,0.0,0.0,8131.462196830526,10127.98339284877,0.0
2017-04-08,0.0,0.0,0.0,6993.057489274252,8874.013031418963,0.0
2017-04-09,0.0,58823.78138256897,6584.693561600001,14249.358834335513,13658.028777225583,6584.693561600001
2017-04-10,0.0,0.0,352.7514408,12254.448597528542,13237.697281666768,352.7514408
2017-04-11,0.0,0.0,0.0,10538.825793874545,12158.148686549877,0.0
2017-04-12,0.0,8084.5367292649535,1411.0057632,10195.225324829202,11937.381647141607,1411.0057632
2017-04-13,0.0,1678.28278536947,705.5028816,9002.85336930484,11045.7714886469,705.5028816
2017-04-14,0.0,38155.42356231351,4703.352544,13084.213196326053,13742.489189318563,4703.352544
2017-04-15,0.0,0.0,1411.0057632,11252.423348840406,13310.865158407301,1411.0057632
2017-04-16,0.0,0.0,0.0,9677.084080002749,11857.35272704548,0.0
2017-04-17,0.0,0.0,0.0,8322.292308802364,10443.328559748234,0.0
2017-04-18,0.0,0.0,940.6705088000001,7157.171385570032,9505.133893596952,940.6705088000001
2017-04-19,0.0,154657.50111614962,16226.566276799998,27807.217547851178,23316.593866018644,16226.566276799998
2017-04-20,0.0,1418.2861427062603,940.6705088000001,24112.76715113089,24011.331383583543,940.6705088000001
2017-04-21,0.0,0.0,0.0,20736.979749972565,22701.590730139156,0.0
2017-04-22,0.0,0.0,0.0,17833.802584976405,20754.475472074057,0.0
2017-04-23,0.0,0.0,0.0,15337.070223079709,18587.513372476315,0.0
2017-04-24,0.0,0.0,0.0,13189.88039184855,16428.46018022521,0.0
2017-04-25,0.0,22708.146948325724,2822.0115264,14522.437709755355,16794.855802597267,2822.0115264
2017-04-26,0.0,0.0,117.58381360000001,12489.296430389606,15119.6655791542,117.58381360000001
2017-04-27,0.0,0.0,235.16762720000003,10740.794930135062,13462.184370426547,235.16762720000003
2017-04-28,0.0,0.0,0.0,9237.083639916153,11772.144078222389,0.0
2017-04-29,0.0,0.0,0.0,7943.891930327892,10240.84321906459,0.0
2017-04-30,0.0,81817.54367970423,9289.1212744,18286.20317524058,17174.635711294985,9289.1212744
2017-05-01,0.0,20137.052243636444,2704.4277128000003,18545.322044816,18804.68132982339,2704.4277128000003
2017-05-02,0.0,0.0,0.0,15948.97695854176,17662.39958131074,0.0
2017-05-03,0.0,0.0,0.0,13716.120184345911,16083.887822524808,0.0
2017-05-04,0.0,0.0,0.0,11795.863358537483,14368.678036929878,0.0
2017-05-05,0.0,0.0,0.0,10144.442488342236,12678.983817494822,0.0
2017-05-06,0.0,0.0,0.0,8724.220539974323,11097.078506486621,0.0
2017-05-07,0.0,0.0,0.0,7502.829664377918,9659.37896964314,0.0
2017-05-08,0.0,1096.7868810410334,940.6705088000001,6605.983674710755,8814.289055190186,940.6705088000001
2017-05-09,0.0,0.0,0.0,5681.145960251249,7561.031817214612,0.0
2017-05-10,0.0,0.0,117.58381360000001,4885.785525816074,6537.966826095197,117.58381360000001
2017-05-11,0.0,0.0,0.0,4201.775552201823,5603.490316537847,0.0
2017-05-12,0.0,0.0,0.0,3613.5269748935684,4807.504979880136,0.0
2017-05-13,0.0,0.0,0.0,3107.6331984084686,4127.556267291468,0.0
2017-05-14,0.0,0.0,0.0,2672.564550631283,3545.559580627394,0.0
2017-05-15,0.0,0.0,352.7514408,2298.4055135429035,3187.7985301135977,352.7514408
2017-05-16,0.0,0.0,1058.2543223999999,1976.628741646897,3126.632343686917,1058.2543223999999
2017-05-17,0.0,111605.61693418215,12228.7166144,17324.687088601833,13697.340887412884,12228.7166144
2017-05-18,0.0,0.0,587.919068,14899.230896197578,14413.264518126762,587.919068
2017-05-19,0.0,0.0,117.58381360000001,12813.338570729917,13820.327664608023,117.58381360000001
2017-05-20,0.0,90639.20082321009,9877.0403424,23708.959286077144,21726.596450155674,9877.0403424
2017-05-21,0.0,0.0,0.0,20389.704986026343,21191.83986450394,0.0
2017-05-22,0.0,0.0,1646.1733904000002,17535.146287982654,20387.631790055424,1646.1733904000002
2017-05-23,0.0,46883.36919906662,5879.19068,21643.89749553441,23241.814344247017,5879.19068
2017-05-24,0.0,0.0,0.0,18613.75184615959,21390.58934501205,0.0
2017-05-25,0.0,0.0,470.33525440000005,16007.82658769725,19425.618343846127,470.33525440000005
2017-05-26,0.0,0.0,0.0,13766.730865419635,17162.063352475532,0.0
2017-05-27,0.0,0.0,0.0,11839.388544260884,15032.993429189672,0.0
2017-05-28,0.0,0.0,0.0,10181.87414806436,13092.545716739545,0.0
2017-05-29,0.0,0.0,117.58381360000001,8756.41176733535,11405.125662417868,117.58381360000001
2017-05-30,0.0,0.0,0.0,7530.5141199084,9855.28104541408,0.0
2017-05-31,0.0,0.0,0.0,6476.242143121223,8503.665484496936,0.0
2017-06-01,0.0,0.0,0.0,5569.568243084253,7330.026587931863,0.0
2017-06-02,0.0,0.0,0.0,4789.828689052458,6313.947428380101,0.0
2017-06-03,0.0,0.0,705.5028816,4119.252672585113,5718.270678702106,705.5028816
2017-06-04,0.0,0.0,0.0,3542.5572984231976,4847.985326590543,0.0
2017-06-05,0.0,0.0,0.0,3046.5992766439495,4127.430906611905,0.0
2017-06-06,0.0,0.0,0.0,2620.0753779137967,3524.488695132662,0.0
2017-06-07,0.0,0.0,0.0,2253.2648250058655,3015.9991470819436,0.0
2017-06-08,0.0,0.0,0.0,1937.807749505044,2584.7225880511837,0.0
2017-06-09,0.0,0.0,0.0,1666.5146645743378,2217.4394186604454,0.0
2017-06-10,0.0,0.0,0.0,1433.2026115339306,1903.7446958098394,0.0
2017-06-11,0.0,0.0,117.58381360000001,1232.5542459191804,1682.302041293576,117.58381360000001
2017-06-12,0.0,155320.82342819645,16579.3177176,22804.911931438,16763.073084391344,16579.3177176
2017-06-13,0.0,0.0,0.0,19612.22426103668,17902.73355504948,0.0
2017-06-14,0.0,0.0,705.5028816,16866.512864491546,17770.446431466306,705.5028816
2017-06-15,0.0,0.0,0.0,14505.20106346273,16464.348284264877,0.0
2017-06-16,0.0,0.0,235.16762720000003,12474.472914577946,14962.465187270102,235.16762720000003
2017-06-17,0.0,26172.597946825303,3762.6820352000004,14392.210419092577,16239.436094079092,3762.6820352000004
2017-06-18,0.0,0.0,705.5028816,12377.300960419616,14976.783193255302,705.5028816
2017-06-19,0.0,0.0,0.0,10644.47882596087,13243.861446337527,0.0
2017-06-20,0.0,0.0,1058.2543223999999,9154.251790326349,12031.319312893056,1058.2543223999999
2017-06-21,0.0,0.0,0.0,7872.65653968066,10367.854203608098,0.0
2017-06-22,0.0,80723.84370441272,8936.3698336,18071.822742743152,17023.989552702118,8936.3698336
2017-06-23,0.0,0.0,0.0,15541.76755875911,16431.100755124917,0.0
2017-06-24,0.0,0.0,470.33525440000005,13365.920100532834,15393.162595048081,470.33525440000005
2017-06-25,0.0,0.0,0.0,11494.691286458237,13833.774071612146,0.0
2017-06-26,0.0,0.0,0.0,9885.434506354082,12254.43824550892,0.0
2017-06-27,0.0,0.0,0.0,8501.473675464511,10753.252417491156,0.0
2017-06-28,0.0,51790.98278891173,6937.4450024,14562.004951347122,15051.731431993543,6937.4450024
2017-06-29,0.0,10338.281930488738,2822.0115264,13970.68372842695,15748.116961126907,2822.0115264
2017-06-30,0.0,0.0,587.919068,12014.788006447176,14489.953006455013,587.919068
2017-07-01,0.0,0.0,0.0,10332.71768554457,12827.058878090837,0.0
2017-07-02,0.0,0.0,0.0,8886.137209568331,11250.690210681834,0.0
2017-07-03,0.0,0.0,0.0,7642.078000228764,9807.245326500606,0.0
2017-07-04,0.0,0.0,0.0,6572.187080196737,8513.222027979058,0.0
2017-07-05,0.0,0.0,0.0,5652.080888969193,7368.765572375112,0.0
2017-07-06,0.0,0.0,0.0,4860.789564513507,6365.575169230469,0.0
2017-07-07,0.0,0.0,0.0,4180.2790254816155,5491.456711730928,0.0
2017-07-08,0.0,0.0,0.0,3595.0399619141895,4732.890011804232,0.0
2017-07-09,0.0,8256.653674661273,2116.5086447999997,4247.665881698781,5385.403817682052,2116.5086447999997
2017-07-10,0.0,0.0,0.0,3652.992658260952,4692.439353913612,0.0
2017-07-11,0.0,0.0,0.0,3141.573686104419,4072.093086789934,0.0
2017-07-12,0.0,0.0,0.0,2701.7533700498,3523.9572000938806,0.0
2017-07-13,0.0,0.0,0.0,2323.5078982428286,3043.7774793534595,0.0
2017-07-14,0.0,0.0,0.0,1998.2167924888327,2625.5532046076087,0.0
2017-07-15,0.0,0.0,0.0,1718.466441540396,2262.7184993807236,0.0
2017-07-16,0.0,0.0,0.0,1477.8811397247405,1948.78355551833,0.0
2017-07-17,0.0,0.0,0.0,1270.9777801632767,1677.6612453763091,0.0
2017-07-18,0.0,12232.168421098957,2939.59534,2805.544469894272,3304.6526711834945,2939.59534
2017-07-19,0.0,126935.534555275,14462.809072799999,20183.743081847573,15841.412464569126,14462.809072799999
2017-07-20,0.0,0.0,117.58381360000001,17358.019050388913,16495.08862433704,117.58381360000001
2017-07-21,0.0,23596.99133410422,3997.8496624,18231.475170109057,18788.783107605846,3997.8496624
2017-07-22,0.0,0.0,0.0,15679.06864629379,17544.897323081022,0.0
2017-07-23,0.0,0.0,0.0,13483.99903581266,15920.538008173678,0.0
2017-07-24,0.0,0.0,0.0,11596.239170798888,14190.81847322376,0.0
2017-07-25,0.0,7777.005676411953,3057.1791536,11061.546481584717,14161.981338008145,3057.1791536
2017-07-26,0.0,0.0,940.6705088000001,9512.929974162855,12678.62899599003,940.6705088000001
2017-07-27,0.0,0.0,0.0,8181.119777780055,10879.62530870604,0.0
2017-07-28,0.0,0.0,0.0,7035.763008890847,9342.080388779961,0.0
2017-07-29,0.0,0.0,0.0,6050.756187646129,8025.550708326428,0.0
2017-07-30,0.0,0.0,0.0,5203.6503213756705,6896.790553546125,0.0
2017-07-31,0.0,0.0,0.0,4475.139276383077,5928.130042680907,0.0
2017-08-01,0.0,0.0,0.0,3848.619777689446,5096.325936684322,0.0
2017-08-02,0.0,0.0,0.0,3309.8130088129233,4381.720765535762,0.0
2017-08-03,0.0,219073.08725730647,23634.346533599997,33516.67140360202,25489.439634202266,23634.346533599997
2017-08-04,0.0,0.0,0.0,28824.337407097737,26823.398743360456,0.0
2017-08-05,0.0,0.0,0.0,24788.930170104053,26009.611314057896,0.0
2017-08-06,0.0,0.0,823.0866952000001,21318.479946289484,24462.39344503053,823.0866952000001
2017-08-07,0.0,0.0,0.0,18333.892753808956,22010.9931685419,0.0
2017-08-08,0.0,0.0,0.0,15767.147768275701,19513.455008435423,0.0
2017-08-09,0.0,19726.338418381158,2704.4277128000003,16321.434459290467,19318.41787389744,2704.4277128000003
2017-08-10,0.0,0.0,470.33525440000005,14036.4336349898,17393.758280094382,470.33525440000005
2017-08-11,0.0,0.0,0.0,12071.33292609123,15264.788138493122,0.0
2017-08-12,0.0,0.0,0.0,10381.346316438458,13311.411409671256,0.0
2017-08-13,0.0,0.0,0.0,8927.957832137074,11558.029978657583,0.0
2017-08-14,0.0,2578.3238862040057,1175.838136,8039.009079706443,10620.756873477127,1175.838136
2017-08-15,0.0,0.0,117.58381360000001,6913.5478085475415,9184.906772945293,117.58381360000001
2017-08-16,0.0,106142.23354646788,11993.548987200002,20805.563811856387,18630.589183389733,11993.548987200002
2017-08-17,0.0,0.0,940.6705088000001,17892.784878196493,18711.73566483244,940.6705088000001
2017-08-18,0.0,0.0,470.33525440000005,15387.794995248985,17570.293498759056,470.33525440000005
2017-08-19,0.0,0.0,0.0,13233.503695914127,15835.577577621087,0.0
2017-08-20,0.0,0.0,0.0,11380.813178486149,14053.67181796711,0.0
2017-08-21,0.0,50785.82096512726,6114.3583072,16897.514268615905,17636.952121106628,6114.3583072
2017-08-22,0.0,0.0,0.0,14531.862271009677,16394.91618106785,0.0
2017-08-23,0.0,0.0,0.0,12497.401553068323,14835.91032986804,0.0
2017-08-24,0.0,0.0,0.0,10747.765335638756,13200.652332176327,0.0
2017-08-25,0.0,0.0,352.7514408,9243.07818864933,11758.723251085528,352.7514408
2017-08-26,0.0,0.0,117.58381360000001,7949.047242238424,10281.886372986686,117.58381360000001
2017-08-27,0.0,0.0,117.58381360000001,6836.180628325044,8950.63760056203,117.58381360000001
2017-08-28,0.0,0.0,0.0,5879.115340359537,7722.028696481033,0.0
2017-08-29,0.0,0.0,0.0,5056.039192709201,6655.6328949723,0.0
2017-08-30,0.0,0.0,0.0,4348.193705729914,5732.657219275346,0.0
2017-08-31,0.0,0.0,0.0,3739.446586927725,4935.372966336297,0.0
2017-09-01,0.0,0.0,0.0,3215.9240647578436,4247.593405704916,0.0
2017-09-02,0.0,0.0,117.58381360000001,2765.6946956917454,3701.867447139648,117.58381360000001
2017-09-03,0.0,0.0,0.0,2378.497438294901,3172.519443601749,0.0
2017-09-04,0.0,2970.1999342439167,2586.8438992,2461.335787727763,3922.7835409321547,2586.8438992
2017-09-05,0.0,0.0,587.919068,2116.7487774458764,3435.5372627376437,587.919068
2017-09-06,0.0,0.0,0.0,1820.4039486034533,2789.4839370839672,0.0
2017-09-07,0.0,0.0,0.0,1565.54739579897,2299.9093205699683,0.0
2017-09-08,0.0,0.0,0.0,1346.3707603871142,1918.493896496827,0.0
2017-09-09,0.0,0.0,0.0,1157.8788539329182,1614.2478794712633,0.0
2017-09-10,0.0,0.0,0.0,995.7758143823096,1366.8590534356817,0.0
2017-09-11,0.0,0.0,0.0,856.3672003687864,1162.6623122089234,0.0
2017-09-12,0.0,0.0,0.0,736.4757923171562,992.1877042522165,0.0
2017-09-13,0.0,0.0,0.0,633.3691813927543,848.6602951084317,0.0
2017-09-14,0.0,0.0,0.0,544.6974959977687,727.0751754641665,0.0
2017-09-15,0.0,0.0,0.0,468.43984655808106,623.6210439017323,0.0
2017-09-16,0.0,31010.343555844924,4350.601103200001,4744.30636585824,4012.1356139643353,4350.601103200001
2017-09-17,0.0,37998.147277597585,4820.9363576,9399.844093501748,8095.593548819301,4820.9363576
2017-09-18,0.0,44556.71066615674,4820.9363576,14321.805413673446,12514.45283780096,4820.9363576
2017-09-19,0.0,0.0,0.0,12316.752655759165,12435.372764984242,0.0
2017-09-20,0.0,0.0,0.0,10592.407283952882,11698.1865725717,0.0
2017-09-21,0.0,0.0,0.0,9109.470264199477,10662.70004922281,0.0
2017-09-22,0.0,0.0,0.0,7834.1444272115505,9531.277800418306,0.0
2017-09-23,0.0,0.0,0.0,6737.3642074019335,8413.712363211756,0.0
2017-09-24,0.0,0.0,0.0,5794.133218365663,7365.880705273321,0.0
2017-09-25,0.0,54954.195462012285,6114.3583072,12676.541932476192,11935.888519034468,6114.3583072
2017-09-26,0.0,14684.106852115145,2116.5086447999997,12957.601021225644,13191.176977830939,2116.5086447999997
2017-09-27,0.0,0.0,0.0,11143.536878254055,12372.120938000186,0.0
2017-09-28,0.0,0.0,0.0,9583.441715298486,11256.649248919506,0.0
2017-09-29,0.0,0.0,0.0,8241.759875156698,10050.693499414381,0.0
2017-09-30,0.0,0.0,0.0,7087.9134926347615,8865.581496702534,0.0
2017-10-01,0.0,18562.545989227754,2586.8438992,8694.362042157782,9831.831274564633,2586.8438992
2017-10-02,0.0,12614.920388452338,1646.1733904000002,9243.240210639018,10254.864205154387,1646.1733904000002
2017-10-03,0.0,30193.595419900004,3527.514408,12176.289939935557,12434.440262266857,3527.514408
2017-10-04,0.0,0.0,0.0,10471.60934834458,11649.307896697945,0.0
2017-10-05,0.0,74852.64817956048,7878.1155112000015,19484.954784714806,17934.81285638469,7878.1155112000015
2017-10-06,0.0,165016.76114687868,16932.069158399998,39859.407675417744,33477.47844735791,16932.069158399998
2017-10-07,0.0,111908.87701339574,11758.38136,49946.333382734665,44768.37296550862,11758.38136
2017-10-08,0.0,0.0,0.0,42953.84670915181,44042.5624629659,0.0
2017-10-09,0.0,0.0,0.0,36940.30816987056,41201.660745727764,0.0
2017-10-10,0.0,34938.76984519181,3997.8496624,36660.09280441553,40984.17343416287,3997.8496624
2017-10-11,0.0,0.0,0.0,31527.679811797356,37201.57598521667,0.0
2017-10-12,0.0,0.0,0.0,27113.804638145724,33166.46744638829,0.0
2017-10-13,0.0,4716.603150473249,940.6705088000001,23978.196429871576,29867.4272433016,940.6705088000001
2017-10-14,0.0,19167.119218185857,2234.0924584,23304.645620235577,28135.95157743519,2234.0924584
2017-10-15,0.0,0.0,470.33525440000005,20041.995233402595,25086.503141582154,470.33525440000005
2017-10-16,0.0,0.0,0.0,17236.115900726232,21946.348245239784,0.0
2017-10-17,0.0,0.0,0.0,14823.05967462456,19097.032816993695,0.0
2017-10-18,0.0,0.0,0.0,12747.83132017712,16557.352218267064,0.0
2017-10-19,0.0,0.0,0.0,10963.134935352324,14319.665305101167,0.0
2017-10-20,0.0,0.0,0.0,9428.296044402998,12363.117600821899,0.0
2017-10-21,0.0,39958.230866644575,4585.7687304,13702.48691951682,14733.17282045987,4585.7687304
2017-10-22,0.0,0.0,0.0,11784.138750784467,13553.559192589706,0.0
2017-10-23,0.0,0.0,0.0,10134.35932567464,12185.87924582368,0.0
2017-10-24,0.0,0.0,0.0,8715.54902008019,10797.747155526284,0.0
2017-10-25,0.0,0.0,0.0,7495.372157268965,9476.797156223356,0.0
2017-10-26,0.0,0.0,0.0,6446.02005525131,8264.486315834538,0.0
2017-10-27,0.0,20423.482831067075,2469.2600856,8402.864843865516,9307.541761286928,2469.2600856
2017-10-28,0.0,0.0,0.0,7226.463765724345,8475.110563061895,0.0
2017-10-29,0.0,5345.129148903014,823.0866952000001,6963.076919369358,8199.53178366488,823.0866952000001
2017-10-30,0.0,0.0,0.0,5988.246150657648,7315.017530461986,0.0
2017-10-31,0.0,0.0,0.0,5149.891689565577,6448.967194103422,0.0
2017-11-01,0.0,10409.055285894412,1293.4219496,5886.174593051614,6741.2189335226985,1293.4219496
2017-11-02,0.0,0.0,117.58381360000001,5062.1101500243885,6116.608945563375,117.58381360000001
2017-11-03,0.0,768.31279318853,235.16762720000003,4460.978520067368,5548.423826244973,235.16762720000003
2017-11-04,0.0,14142.84878710371,1528.5895768,5816.440357452456,6267.066269447965,1528.5895768
2017-11-05,0.0,0.0,352.7514408,5002.138707409113,5902.195820952424,352.7514408
2017-11-06,0.0,0.0,0.0,4301.839288371837,5262.053207920189,0.0
2017-11-07,0.0,0.0,0.0,3699.5817879997794,4637.064639952026,0.0
2017-11-08,0.0,0.0,0.0,3181.6403376798103,4054.8949190431395,0.0
2017-11-09,0.0,0.0,0.0,2736.2106904046364,3527.421227587738,0.0
2017-11-10,0.0,0.0,0.0,2353.141193747987,3057.7092140518375,0.0
2017-11-11,0.0,0.0,0.0,2023.701426623269,2644.1060990804103,0.0
2017-11-12,0.0,0.0,0.0,1740.3832268960114,2282.616950206651,0.0
2017-11-13,0.0,0.0,0.0,1496.7295751305699,1968.2620001762182,0.0
2017-11-14,0.0,1464.5293839906326,235.16762720000003,1492.2215483709788,1871.9128703341223,235.16762720000003
2017-11-15,0.0,0.0,352.7514408,1283.3105315990417,1777.57251116009,352.7514408
2017-11-16,0.0,0.0,0.0,1103.6470571751759,1508.0023295661242,0.0
2017-11-17,0.0,5621.271987426372,705.5028816,1736.1145474103432,1881.4483693438117,705.5028816
2017-11-18,0.0,0.0,0.0,1493.058510772895,1726.0924259154451,0.0
2017-11-19,0.0,0.0,0.0,1284.0303192646898,1549.2675832551429,0.0
2017-11-20,0.0,0.0,0.0,1104.2660745676333,1371.266979780139,0.0
2017-11-21,0.0,0.0,0.0,949.6688241281646,1202.627717519349,0.0
2017-11-22,0.0,0.0,0.0,816.7151887502215,1048.2627060116981,0.0
