date,S_m,R_o_m,R_h_m,Q_l,Q_h,R_h
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,0.0,14890.953068515017,1646.1733904000002,2084.7334295921023,1492.3627279968412,1646.1733904000002
2017-01-03,0.0,0.0,0.0,1792.870749449208,1612.5659365777879,0.0
2017-01-04,0.0,0.0,0.0,1541.868844526319,1584.2870997572002,0.0
2017-01-05,0.0,0.0,0.0,1326.0072062926342,1480.9751423713737,0.0
2017-01-06,0.0,0.0,0.0,1140.3661974116653,1344.7315643874904,0.0
2017-01-07,0.0,0.0,0.0,980.7149297740322,1199.124910542107,0.0
2017-01-08,0.0,0.0,0.0,843.4148396056677,1056.8408821675312,0.0
2017-01-09,0.0,11628.504810757908,1175.838136,2353.327435566981,2045.7707579273113,1175.838136
2017-01-10,0.0,31868.452794181034,3292.3467808000005,6485.444985772949,5138.579161385566,3292.3467808000005
2017-01-11,0.0,267.34973329403033,117.58381360000001,5614.9116504259,5376.1456824417,117.58381360000001
2017-01-12,0.0,0.0,0.0,4828.824019366274,5157.217017211529,0.0
2017-01-13,0.0,0.0,0.0,4152.788656654996,4755.445672988916,0.0
2017-01-14,0.0,0.0,0.0,3571.398244723296,4281.8267016826685,0.0
2017-01-15,0.0,0.0,0.0,3071.4024904620346,3797.657017194415,0.0
2017-01-16,0.0,54681.65227310077,5526.4392392,10296.83746003146,8607.904890009235,5526.4392392
2017-01-17,0.0,3109.6943629077346,352.7514408,9290.637426434138,9022.098480899196,352.7514408
2017-01-18,0.0,557.3470476245002,0.0,8067.976773400788,8640.449797899832,0.0
2017-01-19,0.0,4069.8032510955654,352.7514408,7508.232480278057,8328.663447171122,352.7514408
2017-01-20,0.0,258.37589989319576,0.0,6493.252559024176,7594.499091912344,0.0
2017-01-21,0.0,28981.44832615204,2939.59534,9641.599966422076,9589.177577716237,2939.59534
2017-01-22,0.0,389.39811756820376,0.0,8346.291707582533,9092.023229662755,0.0
2017-01-23,0.0,0.0,0.0,7177.810868520979,8326.338285206044,0.0
2017-01-24,0.0,36245.13258220258,3880.2658488,11247.235908436403,11046.803674018187,3880.2658488
2017-01-25,0.0,50284.12522524193,5291.2716120000005,16712.40041278918,15429.551014326584,5291.2716120000005
2017-01-26,0.0,0.0,0.0,14372.664354998691,15006.796350595425,0.0
2017-01-27,0.0,0.0,0.0,12360.491345298875,13948.274348476807,0.0
2017-01-28,0.0,0.0,0.0,10630.022556957034,12620.973631868896,0.0
2017-01-29,0.0,0.0,0.0,9141.819398983049,11229.311938714556,0.0
2017-01-30,0.0,1829.5551646049312,352.7514408,8118.102406170112,10125.92870201678,352.7514408
2017-01-31,0.0,0.0,0.0,6981.568069306296,8868.184448932587,0.0
2017-02-01,0.0,0.0,117.58381360000001,6004.148539603415,7769.603610640917,117.58381360000001
2017-02-02,0.0,0.0,0.0,5163.567744058937,6727.189264008125,0.0
2017-02-03,0.0,0.0,0.0,4440.6682598906855,5812.580862361149,0.0
2017-02-04,0.0,0.0,0.0,3818.97470350599,5015.1383988190855,0.0
2017-02-05,0.0,0.0,0.0,3284.318245015151,4322.810337297512,0.0
2017-02-06,0.0,0.0,0.0,2824.51369071303,3723.4916786637186,0.0
2017-02-07,0.0,0.0,0.0,2429.0817740132056,3205.727716803514,0.0
2017-02-08,0.0,0.0,0.0,2089.010325651357,2759.040760342651,0.0
2017-02-09,0.0,0.0,0.0,1796.5488800601668,2374.0440082296573,0.0
2017-02-10,0.0,0.0,0.0,1545.0320368517434,2042.4392196784918,0.0
2017-02-11,0.0,0.0,0.0,1328.7275516924992,1756.9545524840946,0.0
2017-02-12,0.0,0.0,470.33525440000005,1142.7056944555493,1699.3891110326765,470.33525440000005
2017-02-13,0.0,0.0,0.0,982.7268972317725,1412.7242255123147,0.0
2017-02-14,0.0,0.0,0.0,845.1451316193243,1185.6925879551186,0.0
2017-02-15,0.0,0.0,0.0,726.8248131926189,1002.1454780501186,0.0
2017-02-16,0.0,0.0,0.0,625.0693393456523,851.3150225683321,0.0
2017-02-17,0.0,0.0,0.0,537.559631837261,725.8128662759036,0.0
