,date,S_m,R_o_m,R_h_m,R_o (m3/d),R_h (m3/d)
971,2019-08-30,0.0,0.0,0.0,0.0,0.0
972,2019-08-31,0.0,0.0,5.08e-05,0.0,235.1676272
973,2019-09-01,0.0,0.0,0.0,0.0,0.0
974,2019-09-02,0.031900585871020404,0.0035445095412244896,0.0042926,16408.54130703787,19871.664498399998
975,2019-09-03,0.026386026973714283,0.0029317807748571426,0.00030480000000000004,13572.045832553773,1411.0057632000003
976,2019-09-04,0.020212740325322446,0.0022458600361469384,0.0,10396.723931574445,0.0
977,2019-09-05,0.015611440274831016,0.0017346044749812243,0.0,8029.976742358982,0.0
978,2019-09-06,0.009935459218776487,0.0011039399131973875,0.0,5110.4513771260545,0.0
979,2019-09-07,0.007191523001388635,0.000799058111265404,0.0,3699.0669295511543,0.0
980,2019-09-08,0.010856148095535485,0.0012062386772817206,0.0007366,5584.021408921432,3409.9305944000002
981,2019-09-09,0.015864978840267652,0.001762775426696406,0.0008382000000000001,8160.388078398845,3880.2658488000006
982,2019-09-10,0.011236624015832725,0.0012485137795369694,0.0,5779.72486339002,0.0
983,2019-09-11,0.03243602787384129,0.0036040030970934766,0.0028956,16683.953873325278,13404.554750399999
984,2019-09-12,0.08396087673706941,0.009328986304118823,0.006858,43186.5270338764,31747.629672000003
985,2019-09-13,0.07285575761846451,0.00809508417982939,0.0,37474.443672337315,0.0
986,2019-09-14,0.06480475526396501,0.007200528362662779,0.00015240000000000002,33333.290740821,705.5028816000001
987,2019-09-15,0.05582857412450728,0.006203174902723031,0.0,28716.258326377287,0.0
988,2019-09-16,0.04715650234470961,0.005239611371634402,0.0,24255.64908892519,0.0
989,2019-09-17,0.03998355358942232,0.0044426170654913695,0.0,20566.13609940615,0.0
990,2019-09-18,0.03700180337660254,0.004111311486289171,0.0003556,19032.428482494677,1646.1733904
991,2019-09-19,0.04312997710261575,0.004792219678068418,0.0014224,22184.545880167276,6584.6935616
992,2019-09-20,0.03748231944786438,0.00416470216087382,0.0,19279.5890780986,0.0
993,2019-09-21,0.03306280525981263,0.0036736450288680704,7.620000000000001e-05,17006.346153818497,352.75144080000007
994,2019-09-22,0.030946158046484425,0.0034384620051649364,0.00025400000000000005,15917.617145117958,1175.8381360000003
995,2019-09-23,0.026304251544693125,0.002922694616077014,0.0,13529.983423091464,0.0
996,2019-09-24,0.03841815892573401,0.004268684325081557,0.0019558,19760.95204715085,9053.9536472
997,2019-09-25,0.03282931704785449,0.0036477018942060544,0.0,16886.24801561778,0.0
998,2019-09-26,0.029137614247558834,0.003237512694173204,0.0001016,14987.365714932906,470.3352544
999,2019-09-27,0.025927649906884582,0.002880849989653843,7.620000000000001e-05,13336.2727635047,352.75144080000007
1000,2019-09-28,0.023141004109665513,0.0025712226788517237,0.00012700000000000002,11902.920007645424,587.9190680000002
1001,2019-09-29,0.024350505262780594,0.0027056116958645107,0.0005334,12525.044933878446,2469.2600856
1002,2019-09-30,0.023223905593645393,0.002580433954849488,0.0002286,11945.561620241459,1058.2543224
1003,2019-10-01,0.05015506719101555,0.005572785243446173,0.0037592000000000003,25798.005562921473,17402.404412800002
1004,2019-10-02,0.05398593798048542,0.005998437553387269,0.0012192000000000001,27768.470990894828,5644.023052800001
1005,2019-10-03,0.04809505593753892,0.005343895104170992,7.620000000000001e-05,24738.408103417107,352.75144080000007
1006,2019-10-04,0.04265037492500952,0.004738930547223279,0.0,21937.855359371973,0.0
1007,2019-10-05,0.06600019068965142,0.00733335452107238,0.0035051999999999995,33948.18075072803,16226.566276799998
1008,2019-10-06,0.05808521510803322,0.0064539127897814685,0.0,29876.995215130715,0.0
1009,2019-10-07,0.05138845857355642,0.0057098287303951585,0.0,26432.418784358622,0.0
1010,2019-10-08,0.0450832952370171,0.005009255026335234,0.0,23189.264145333276,0.0
1011,2019-10-09,0.040429163068417436,0.00449212922982416,0.0001016,20795.341969557307,470.3352544
1012,2019-10-10,0.04611675467667773,0.005124083852964193,0.0012954000000000002,23720.839395185492,5996.774493600001
1013,2019-10-11,0.04087650757145894,0.004541834174606549,0.0001016,21025.4402751593,470.3352544
1014,2019-10-12,0.037201941209415085,0.004133549023268343,0.0002032,19135.372356631768,940.6705088
1015,2019-10-13,0.03256119246969806,0.003617910274410896,0.0,16748.33414676597,0.0
1016,2019-10-14,0.028568279766401725,0.0031742533073779696,0.0,14694.520047791917,0.0
1017,2019-10-15,0.024912332899965632,0.002768036988885071,0.0,12814.029344053835,0.0
1018,2019-10-16,0.021860751528336414,0.0024289723920373797,0.0,11244.40303090037,0.0
1019,2019-10-17,0.01895468225305379,0.002106075805894866,0.0,9749.623031016208,0.0
1020,2019-10-18,0.016119863706115758,0.0017910959673461955,0.0,8291.491904100265,0.0
1021,2019-10-19,0.016457828091422547,0.0018286475657136167,0.0003302,8465.328917596995,1528.5895768
1022,2019-10-20,0.014128325406361926,0.001569813934040214,0.0,7267.114527829418,0.0
1023,2019-10-21,0.04207896962654206,0.004675441069615784,0.0037084,21643.944536515235,17167.236785600002
1024,2019-10-22,0.03805875462307153,0.004228750513674615,0.0002032,19576.087092945676,940.6705088
1025,2019-10-23,0.03358840885219295,0.0037320454280214393,0.0,17276.6981872128,0.0
1026,2019-10-24,0.029487743914728755,0.0032764159905254173,0.0,15167.460122283466,0.0
1027,2019-10-25,0.025742310388562,0.0028602567098402224,0.0,13240.940622755985,0.0
1028,2019-10-26,0.022506071970113964,0.002500674663345996,0.0,11576.333208233005,0.0
