DATE,RCH[m3/s],RCH[m/day],m3/d,R_h,Q_l,Q_h,R_conduit
2018-08-24,0.02863167,0.000534293,2473.776288,2519.745067387365,788.1016657873652,2592.972937805566,1731.6434015999998
2018-08-25,0.028354456,0.00052912,2449.8249984,2495.5375813899336,780.660082509934,2565.691038009189,1714.8774988799998
2018-08-26,0.028893581,0.00053918,2496.4053984,2523.700476571343,776.2166976913433,2553.933680806592,1747.48377888
2018-08-27,0.028535212,0.000532493,2465.4423168,2496.904559080155,771.0949373201552,2537.9655267231897,1725.8096217599998
2018-08-28,0.028243141,0.000527043,2440.2073824,2473.7755238361333,765.6303561561335,2519.9923259148136,1708.1451676799998
2018-08-29,0.030275058,0.00056496,2615.7650112,2599.3397446046747,768.3042367646749,2542.2096031479746,1831.03550784
2018-08-30,0.033397344,0.000623225,2885.5305216,2801.8052906448206,781.9339255248204,2614.8963956470916,2019.87136512
2018-08-31,0.03233011,0.000603309,2793.321504,2745.1077319193455,789.7826791193455,2651.355569803323,1955.3250527999999
2018-09-01,0.030744975,0.000573729,2656.36584,2650.236557322637,790.780469322637,2651.0422463087307,1859.456088
2018-09-02,0.031838852,0.000594142,2750.8768128,2721.221798715068,795.6080297550678,2670.6925209825054,1925.61376896
2018-09-03,0.031911161,0.000595491,2757.1243104,2730.0091439061584,800.0221266261584,2687.3011754011277,1929.98701728
2018-09-04,0.032390128,0.000604429,2798.5070591999997,2764.5112668248958,805.5563253848962,2708.9200009997826,1958.9549414399996
2018-09-05,0.228024427,0.004255143,19701.3104928,15311.15082548861,1520.233480528611,6237.544631856655,13790.917344959998
2018-09-06,0.316705594,0.005910014,27363.363321599998,21611.016377881802,2456.662052761805,10542.116720743696,19154.35432512
2018-09-07,0.23450972,0.004376164,20261.639808,17146.866102911154,2963.7182373111523,12391.446547750586,14183.1478656
2018-09-08,0.129244724,0.002411824,11166.7441536,10834.521846058791,3017.800938538791,11955.507631276882,7816.72090752
2018-09-09,0.096778997,0.001805984,8361.705340800001,8799.69417001696,2946.5004314569596,11071.879862124106,5853.19373856
2018-09-10,0.089432267,0.001668887,7726.9478688,8267.385689702585,2858.5221815425857,10286.621493846078,5408.86350816
2018-09-11,0.072926217,0.001360869,6300.8251488000005,7133.541336536224,2722.963732376223,9403.75904979932,4410.57760416
2018-09-12,0.065735242,0.001226679,5679.5249088,6555.956292173152,2580.2888560131523,8606.374277663992,3975.66743616
2018-09-13,0.063762241,0.001189861,5509.0576224,6306.76917199211,2450.428836312111,7962.484848075866,3856.3403356799995
2018-09-14,0.060302349,0.001125297,5210.1229536,5973.280030799615,2326.193963279615,7405.507499238515,3647.0860675199997
2018-09-15,0.057518364,0.001073345,4969.5866496,5687.960102423669,2209.2494477036694,6924.594228130358,3478.7106547199996
2018-09-16,0.05525826,0.001031169,4774.313663999999,5442.4952637131555,2100.4756989131556,6509.60651809354,3342.0195647999994
2018-09-17,0.054186891,0.001011177,4681.7473824,5280.265658806114,2003.0424911261139,6165.391077493061,3277.2231676799997
2018-09-18,0.052692618,0.000983292,4552.6421952,5100.677051206858,1913.8275145668579,5867.271150132925,3186.8495366399998
2018-09-19,0.222461159,0.004151327,19220.6441376,15907.609612626697,2453.158716306698,8678.56591963118,13454.450896319999
2018-09-20,0.172003221,0.003209736,14861.0782944,13136.636590468559,2733.88178438856,9926.825707465649,10402.75480608
2018-09-21,0.36440664,0.006800158,31484.733696,25712.81073700616,3673.497149806162,14346.901515736992,22039.3135872
2018-09-22,0.224065779,0.004181271,19359.283305599998,17523.795761588495,3972.2974476684994,15236.431904575413,13551.498313919998
2018-09-23,0.127391014,0.002377232,11006.5836096,11583.06084331811,3878.4523165981095,14213.488007423366,7704.60852672
2018-09-24,0.110643162,0.002064702,9559.569196800001,10428.669336299976,3736.9708985399748,13153.738779508816,6691.69843776
2018-09-25,0.101793052,0.001899551,8794.9196928,9739.625384801977,3583.181599841978,12197.787028990902,6156.44378496
2018-09-26,0.100227441,0.001870335,8659.6509024,9506.9971454449,3445.2415137649014,11444.365861598022,6061.75563168
2018-09-27,0.094934097,0.001771556,8202.3059808,9049.018739591414,3307.404553031415,10773.66866743617,5741.614186559999
2018-09-28,0.086751212,0.001618856,7495.304716799999,8405.884015472617,3159.170713712617,10110.688964886376,5246.713301759999
2018-09-29,0.083882803,0.001565329,7247.4741792,8094.51265475925,3021.2807293192504,9546.15959805078,5073.23192544
2018-09-30,0.082310495,0.001535988,7111.626768,7875.128489070555,2896.9897514705553,9078.270887536317,4978.138737599999
2018-10-01,0.080817404,0.001508126,6982.6237056,7672.517975819877,2784.6813818998776,8684.660072255714,4887.836593919999
2018-10-02,0.236416591,0.004411748,20426.3934624,17551.20993753469,3252.7345138546943,11167.294034533827,14298.475423679998
2018-10-03,0.178191416,0.003325213,15395.7383424,14220.989531975836,3443.972692295837,12022.32877381759,10777.01683968
2018-10-04,0.124462399,0.002322581,10753.5512736,10940.95156038562,3413.46566886562,11719.543154056637,7527.485891519999
2018-10-05,0.096356693,0.001798103,8325.218275199999,9112.892435422831,3285.239642782833,10989.680952839171,5827.652792639999
2018-10-06,0.136738117,0.002551657,11814.1733088,11591.422687922837,3321.5013717628367,11158.168638662599,8269.92131616
2018-10-07,0.090363621,0.001686267,7807.4168544,8649.59448568084,3184.4026876008397,10455.767875827705,5465.19179808
2018-10-08,0.094969839,0.001772223,8205.3940896,8826.988725819923,3083.2128630999223,9999.709713825527,5743.77586272
2018-10-09,0.268313143,0.005006967,23182.255555199998,19852.79668422433,3625.217795584333,12758.574065537194,16227.578888639997
2018-10-10,0.388261648,0.007245315,33545.8063872,28008.675643504925,4526.611172464926,17028.60250736816,23482.064471039997
2018-10-11,0.245147846,0.004574681,21180.7738944,19609.01983796464,4782.478111884638,17751.11935993517,14826.54172608
2018-10-12,0.15302246,0.002855538,13221.140544,13923.017459868788,4668.219079068788,16679.250827916585,9254.798380799999
2018-10-13,0.136525772,0.002547695,11795.826700799998,12767.171819992756,4510.093129432758,15583.868705697912,8257.078690559998
2018-10-14,0.124832863,0.002329494,10785.5593632,11881.56513880657,4331.673584566572,14547.223706968336,7549.891554239999
2018-10-15,0.190301889,0.003551206,16442.0832096,15925.265024250451,4415.806777530452,14933.07527580733,11509.45824672
2018-10-16,0.12357731,0.002306065,10677.079584,11719.986880004188,4246.031171204188,14033.41052498245,7473.955708799999
2018-10-17,0.120237525,0.002243741,10388.52216,11359.870249955602,4087.904737955602,13284.819247974932,7271.965512
2018-10-18,0.117771902,0.002197731,10175.4923328,11065.813385579419,3942.9687526194175,12663.497606504188,7122.84463296
2018-10-19,0.115910355,0.002162992,10014.654672,10821.826893876698,3811.5686234766986,12147.82980696849,7010.2582704
2018-10-20,0.143167009,0.002671626,12369.6295776,12456.214162769162,3797.473458449161,12234.177426592678,8658.74070432
2018-10-21,0.113855368,0.002124644,9837.1037952,10564.95819030468,3678.985533664679,11766.796040432037,6885.97265664
2018-10-22,0.110181829,0.002056093,9519.7100256,10227.552397946823,3563.755380026824,11335.807820536178,6663.797017919999
2018-10-23,0.106445686,0.001986373,9196.9072704,9888.934821459867,3451.099732179868,10930.68338079481,6437.835089279999
2018-10-24,0.103947047,0.001939746,8981.0248608,9631.866216388287,3345.1488138282866,10567.014574760984,6286.71740256
2018-10-25,0.100533316,0.001876043,8686.0785024,9321.898228673126,3241.643276993126,10218.381997856384,6080.254951679999
2018-10-26,0.097629235,0.00182185,8435.165904,9046.706318982087,3142.0901861820885,9890.312807771581,5904.616132799999
2018-10-27,0.094929336,0.001771468,8201.8946304,8788.003375873395,3046.6771345933957,9581.666166840088,5741.3262412799995
2018-10-28,0.093829847,0.00175095,8106.898780799999,8635.46123110392,2960.6320845439204,9316.728784833962,5674.82914656
2018-10-29,0.095000151,0.001772789,8208.013046400001,8636.489273136573,2890.8801406565717,9126.261721558692,5745.609132480001
2018-10-30,0.09140535,0.001705707,7897.42224,8346.044223044652,2817.848655044652,8907.80082197476,5528.195567999999
2018-10-31,0.090365985,0.001686311,7807.621104,8216.6047025064,2751.269929706401,8714.26590852362,5465.3347728
2018-11-01,0.089416012,0.001668584,7725.543436800001,8098.445369653105,2690.564963893105,8541.836157639877,5407.88040576
2018-11-02,0.088489559,0.001651295,7645.497897599999,7986.845308967269,2634.99678064727,8386.438720011545,5351.848528319999
2018-11-03,0.087610655,0.001634894,7569.560592,7882.711190620652,2584.0187762206524,8245.395011782095,5298.6924143999995
2018-11-04,0.098432677,0.001836843,8504.5832928,8532.65695080736,2579.448645847361,8325.828354709169,5953.20830496
2018-11-05,0.270936073,0.005055913,23408.8767072,19587.71235217113,3201.4986571311306,11479.155873998518,16386.213695039998
2018-11-06,0.175555236,0.00327602,15167.9723904,14007.92435880957,3390.343685529572,12187.211049745612,10617.58067328
2018-11-07,0.185019003,0.003452622,15985.641859199999,14777.04182908183,3587.092527641832,12912.363667959753,11189.94930144
2018-11-08,0.113933898,0.00212611,9843.888787200001,10389.065053874376,3498.3429028343758,12205.840056015848,6890.72215104
2018-11-09,0.11194231,0.002088945,9671.815584,10185.062059765562,3414.7911509655632,11640.022217065769,6770.270908799999
2018-11-10,0.107394577,0.00200408,9278.8914528,9821.657847807985,3326.4338308479846,11130.88019367359,6495.22401696
2018-11-11,0.102260406,0.001908272,8835.2990784,9416.525010702066,3231.815655822066,10650.860742441564,6184.709354879999
2018-11-12,0.098511584,0.001838316,8511.4008576,9094.820900346176,3136.840300026177,10215.169586654856,5957.980600319999
2018-11-13,0.097461402,0.001818718,8420.6651328,8945.816186560112,3051.3505936001125,9859.750634628328,5894.46559296
2018-11-14,0.096466079,0.001800145,8334.6692256,8808.486075891296,2974.2176179712965,9565.396558181961,5834.26845792
2018-11-15,0.095519859,0.001782487,8252.9158176,8681.490688114514,2904.4496157945155,9317.902914563078,5777.041072319999
2018-11-16,0.09611368,0.001793568,8304.221952,8659.559357967282,2846.603991567283,9133.566718716254,5812.9553664
2018-11-17,0.094443913,0.001762409,8159.9540832,8502.765362482263,2790.7975042422636,8956.942338970737,5711.96785824
2018-11-18,0.093017098,0.001735783,8036.677267200001,8363.300385910747,2737.626298870747,8790.722592113938,5625.67408704
2018-11-19,0.092056956,0.001717866,7953.720998399999,8256.019597841641,2688.4148989616424,8641.005753717694,5567.604698879999
2018-11-20,0.091219057,0.00170223,7881.326524800001,8159.981094508612,2643.0525271486126,8506.318849139152,5516.92856736
2018-11-21,0.088302637,0.001647807,7629.347836800001,7934.001268253407,2593.457782493407,8346.069926491144,5340.54348576
2018-11-22,0.086508118,0.00161432,7474.301395199999,7776.305328182729,2544.29435154273,8186.535838964789,5232.010976639999
2018-11-23,0.086029575,0.00160539,7432.95528,7703.345960086746,2500.2772640867474,8051.242672878937,5203.068695999999
2018-11-24,0.129071417,0.00240859,11151.770428799999,10424.8521052842,2618.6128051242026,8715.853313952412,7806.2393001599985
2018-11-25,0.092288346,0.001722184,7973.713094399999,8168.502128451613,2586.902962371614,8562.594982012188,5581.599166079999
2018-11-26,0.0846396,0.001579452,7312.86144,7650.879736119588,2531.8767281195883,8307.31471316226,5119.003008
2018-11-27,0.083691061,0.001561751,7230.9076704,7542.747477619645,2481.112108339646,8093.235887210329,5061.635369279999
2018-11-28,0.082721089,0.001543651,7147.1020896,7436.906163655296,2433.9347009352955,7909.463564614919,5002.97146272
2018-11-29,0.081759958,0.001525715,7064.060371199999,7334.716638234753,2389.8743783947543,7748.534425228472,4944.842259839999
2018-11-30,0.080982163,0.001511201,6996.8588832,7246.961256753888,2349.1600385138886,7608.093938055587,4897.80121824
2018-12-01,0.080351302,0.001499428,6942.3524928,7171.503182779544,2311.856437819544,7485.848526578296,4859.6467449599995
2018-12-02,0.165117306,0.003081239,14266.1352384,12573.668883417608,2587.374216537608,8910.438226493303,9986.29466688
2018-12-03,0.149900546,0.00279728,12951.4071744,11835.08594962714,2769.1009275471424,9729.339588970777,9065.985022079998
2018-12-04,0.096312056,0.00179727,8321.3616384,8555.877133383343,2730.9239865033423,9400.770101406295,5824.95314688
2018-12-05,0.08741196,0.001631186,7552.393344,7952.470489640874,2665.7951488408744,8995.246210111978,5286.6753407999995
2018-12-06,0.083792106,0.001563637,7239.637958400001,7664.395193135952,2596.648622255952,8622.60792535869,5067.74657088
2018-12-07,0.081289466,0.001516935,7023.409862400001,7444.4879330409185,2528.1010293609183,8292.734327509714,4916.386903680001
2018-12-08,0.080301328,0.001498496,6938.0347392,7322.188661736789,2465.56434429679,8020.981541093294,4856.62431744
2018-12-09,0.078937339,0.001473042,6820.1860896,7180.9634145784385,2406.833151858439,7785.776465669135,4774.130262719999
2018-12-10,0.075012062,0.001399793,6481.0421568,6878.8097909438575,2342.0802811838576,7531.825796746058,4536.72950976
2018-12-11,0.074052828,0.001381893,6398.1643392000005,6761.626981504517,2282.9119440645172,7316.170128478425,4478.71503744
2018-12-12,0.073145633,0.001364964,6319.7826912,6652.583028765885,2228.735144925885,7130.365740558915,4423.84788384
2018-12-13,0.072209164,0.001347488,6238.8717696,6545.95507767946,2178.7448389594606,6966.730754952667,4367.21023872
2018-12-14,0.071766978,0.001339237,6200.6668991999995,6474.615400711535,2134.148571271536,6828.938455765149,4340.466829439999
2018-12-15,0.07200673,0.001343711,6221.381472,6451.632823517521,2096.665793117521,6723.292878735813,4354.9670304
2018-12-16,0.07329699,0.001367788,6332.859936000001,6502.114654593068,2069.112699393068,6661.362975975844,4433.0019552
2018-12-17,0.071592251,0.001335976,6185.5704864,6369.130222386838,2039.2308819068382,6579.5378049709225,4329.899340479999
2018-12-18,0.069221969,0.001291745,5980.778121599999,6191.47592466708,2004.9312395470806,6470.880478485847,4186.5446851199995
2018-12-19,0.06866009,0.00128126,5932.231776,6125.956843802489,1973.3946006024894,6374.301860774506,4152.562243199999
2018-12-20,0.068087319,0.001270571,5882.744361599999,6062.11567282534,1944.194619705341,6286.889728148739,4117.921053119999
2018-12-21,0.075889334,0.001416164,6556.8384576,6537.1815084857935,1947.3945881657933,6356.971426643115,4589.78692032
2018-12-22,0.065430806,0.001220998,5653.221638399999,5869.449801515381,1912.1946546353822,6220.465371607349,3957.2551468799993
2018-12-23,0.064862766,0.001210398,5604.142982400001,5802.761495927229,1879.8614082472286,6103.508286416915,3922.90008768
2018-12-24,0.063967772,0.001193697,5526.8155008,5717.577912686216,1848.8070621262168,5995.447781772319,3868.77085056
2018-12-25,0.063211237,0.001179579,5461.4508768000005,5642.370624014147,1819.3550102541467,5896.58617760003,3823.01561376
2018-12-26,0.062579204,0.001167785,5406.8432256,5576.522982213765,1791.732724293766,5806.968482891876,3784.7902579199995
2018-12-27,0.106877654,0.001994434,9234.2293056,8392.688287647838,1928.727773727839,6530.970028223545,6463.960513919999
2018-12-28,0.306845377,0.005726013,26511.4405728,21330.19479042354,2772.1863894635417,10674.752961639542,18558.008400959996
2018-12-29,0.120359682,0.002246021,10399.076524799999,10100.195076340246,2820.8415089802456,10513.876753755741,7279.353567359999
2018-12-30,0.100169136,0.001869247,8654.6133504,8847.64680371981,2789.4174584398106,10047.33236774568,6058.22934528
2018-12-31,0.090316945,0.001685396,7803.384048,8189.009977874237,2726.6411442742374,9527.002098581675,5462.3688336
