from_id,to_id,y_0,y_1,x_0,x_1,z_0,z_1
0,1,0,0,277.60146854119176,100.75068416085911,430.1216989829464,277.0698932906268
1,2,0,0,100.75068416085911,-152.34787737888482,277.0698932906268,275.33286511349434
3,0,0,0,469.6130733178403,277.60146854119176,435.6345268594791,430.1216989829464
4,3,0,0,688.7914494711428,469.6130733178403,434.3709913347143,435.6345268594791
0,5,0,0,277.60146854119176,97.79106649391939,430.1216989829464,546.9045370696487
5,6,0,0,97.79106649391939,-163.7902194070415,546.9045370696487,549.8182857178488
