Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
5.0,3.0,6.0,4.0,600,400,300,200,600,5.0,False,,,,,
7.0,4.0,3.0,2.0,1000,900,200,100,1000,7.0,False,,,,,
5.0,1.0,10.0,2.0,900,800,100,200,900,5.0,True,382.67349290421646,2.15518254073379,6680.572367751214,949.31886473752,57431.0
