from_id,to_id,x_0,y_0,z_0,x_1,y_1,z_1
60,235,559388.350473112,4868147.079644086,0.0,559413.350473112,4868147.079644086,0.0
235,61,559413.350473112,4868147.079644086,0.0,559438.350473112,4868147.079644086,0.0
229,236,557988.350473112,4869247.079644086,0.0,557971.6838064453,4869263.746310753,0.0
236,237,557971.6838064453,4869263.746310753,0.0,557955.0171397786,4869280.412977419,0.0
237,231,557955.0171397786,4869280.412977419,0.0,557938.350473112,4869297.079644086,0.0
136,238,558338.350473112,4868597.079644086,0.0,558338.350473112,4868622.079644086,0.0
238,146,558338.350473112,4868622.079644086,0.0,558338.350473112,4868647.079644086,0.0
78,239,559238.350473112,4868197.079644086,0.0,559255.0171397786,4868213.746310753,0.0
239,240,559255.0171397786,4868213.746310753,0.0,559271.6838064453,4868230.412977419,0.0
240,85,559271.6838064453,4868230.412977419,0.0,559288.350473112,4868247.079644086,0.0
54,241,559088.350473112,4868147.079644086,0.0,559113.350473112,4868147.079644086,0.0
241,55,559113.350473112,4868147.079644086,0.0,559138.350473112,4868147.079644086,0.0
108,242,559488.350473112,4868397.079644086,0.0,559488.350473112,4868422.079644086,0.0
242,113,559488.350473112,4868422.079644086,0.0,559488.350473112,4868447.079644086,0.0
57,243,559238.350473112,4868147.079644086,0.0,559238.350473112,4868172.079644086,0.0
243,78,559238.350473112,4868172.079644086,0.0,559238.350473112,4868197.079644086,0.0
161,244,558288.350473112,4868747.079644086,0.0,558271.6838064453,4868763.746310753,0.0
244,245,558271.6838064453,4868763.746310753,0.0,558255.0171397786,4868780.412977419,0.0
245,170,558255.0171397786,4868780.412977419,0.0,558238.350473112,4868797.079644086,0.0
91,246,558688.350473112,4868297.079644086,0.0,558671.6838064453,4868313.746310753,0.0
246,247,558671.6838064453,4868313.746310753,0.0,558655.0171397786,4868330.412977419,0.0
247,98,558655.0171397786,4868330.412977419,0.0,558638.350473112,4868347.079644086,0.0
28,248,558538.350473112,4868047.079644086,0.0,558538.350473112,4868072.079644086,0.0
248,38,558538.350473112,4868072.079644086,0.0,558538.350473112,4868097.079644086,0.0
186,249,558788.350473112,4868847.079644086,0.0,558771.6838064453,4868863.746310753,0.0
249,250,558771.6838064453,4868863.746310753,0.0,558755.0171397786,4868880.412977419,0.0
250,195,558755.0171397786,4868880.412977419,0.0,558738.350473112,4868897.079644086,0.0
217,251,558038.350473112,4869097.079644086,0.0,558038.350473112,4869122.079644086,0.0
251,222,558038.350473112,4869122.079644086,0.0,558038.350473112,4869147.079644086,0.0
64,252,559588.350473112,4868147.079644086,0.0,559613.350473112,4868147.079644086,0.0
252,65,559613.350473112,4868147.079644086,0.0,559638.350473112,4868147.079644086,0.0
4,253,558538.350473112,4867447.079644086,0.0,558538.350473112,4867472.079644086,0.0
253,5,558538.350473112,4867472.079644086,0.0,558538.350473112,4867497.079644086,0.0
138,254,558538.350473112,4868597.079644086,0.0,558538.350473112,4868622.079644086,0.0
254,148,558538.350473112,4868622.079644086,0.0,558538.350473112,4868647.079644086,0.0
23,255,558538.350473112,4867997.079644086,0.0,558538.350473112,4868022.079644086,0.0
255,28,558538.350473112,4868022.079644086,0.0,558538.350473112,4868047.079644086,0.0
67,256,559738.350473112,4868147.079644086,0.0,559763.350473112,4868147.079644086,0.0
256,68,559763.350473112,4868147.079644086,0.0,559788.350473112,4868147.079644086,0.0
34,257,560188.350473112,4868047.079644086,0.0,560171.6838064453,4868063.746310753,0.0
257,258,560171.6838064453,4868063.746310753,0.0,560155.0171397786,4868080.412977419,0.0
258,41,560155.0171397786,4868080.412977419,0.0,560138.350473112,4868097.079644086,0.0
134,259,559288.350473112,4868547.079644086,0.0,559313.350473112,4868547.079644086,0.0
259,135,559313.350473112,4868547.079644086,0.0,559338.350473112,4868547.079644086,0.0
208,260,558588.350473112,4868997.079644086,0.0,558613.350473112,4868997.079644086,0.0
260,209,558613.350473112,4868997.079644086,0.0,558638.350473112,4868997.079644086,0.0
26,261,558988.350473112,4867997.079644086,0.0,559005.0171397786,4868013.746310753,0.0
261,262,559005.0171397786,4868013.746310753,0.0,559021.6838064453,4868030.412977419,0.0
262,30,559021.6838064453,4868030.412977419,0.0,559038.350473112,4868047.079644086,0.0
153,263,558288.350473112,4868697.079644086,0.0,558288.350473112,4868722.079644086,0.0
263,161,558288.350473112,4868722.079644086,0.0,558288.350473112,4868747.079644086,0.0
199,264,558238.350473112,4868947.079644086,0.0,558238.350473112,4868972.079644086,0.0
264,207,558238.350473112,4868972.079644086,0.0,558238.350473112,4868997.079644086,0.0
61,265,559438.350473112,4868147.079644086,0.0,559463.350473112,4868147.079644086,0.0
265,62,559463.350473112,4868147.079644086,0.0,559488.350473112,4868147.079644086,0.0
134,266,559288.350473112,4868547.079644086,0.0,559271.6838064453,4868563.746310753,0.0
266,267,559271.6838064453,4868563.746310753,0.0,559255.0171397786,4868580.412977419,0.0
267,143,559255.0171397786,4868580.412977419,0.0,559238.350473112,4868597.079644086,0.0
157,268,558988.350473112,4868697.079644086,0.0,559013.350473112,4868697.079644086,0.0
268,158,559013.350473112,4868697.079644086,0.0,559038.350473112,4868697.079644086,0.0
5,269,558538.350473112,4867497.079644086,0.0,558538.350473112,4867522.079644086,0.0
269,6,558538.350473112,4867522.079644086,0.0,558538.350473112,4867547.079644086,0.0
12,270,558538.350473112,4867797.079644086,0.0,558538.350473112,4867822.079644086,0.0
270,15,558538.350473112,4867822.079644086,0.0,558538.350473112,4867847.079644086,0.0
105,271,559338.350473112,4868397.079644086,0.0,559363.350473112,4868397.079644086,0.0
271,106,559363.350473112,4868397.079644086,0.0,559388.350473112,4868397.079644086,0.0
40,272,559188.350473112,4868097.079644086,0.0,559205.0171397786,4868113.746310753,0.0
272,273,559205.0171397786,4868113.746310753,0.0,559221.6838064453,4868130.412977419,0.0
273,57,559221.6838064453,4868130.412977419,0.0,559238.350473112,4868147.079644086,0.0
70,274,559888.350473112,4868147.079644086,0.0,559913.350473112,4868147.079644086,0.0
274,71,559913.350473112,4868147.079644086,0.0,559938.350473112,4868147.079644086,0.0
164,275,558638.350473112,4868747.079644086,0.0,558621.6838064453,4868763.746310753,0.0
275,276,558621.6838064453,4868763.746310753,0.0,558605.0171397786,4868780.412977419,0.0
276,174,558605.0171397786,4868780.412977419,0.0,558588.350473112,4868797.079644086,0.0
77,277,558738.350473112,4868197.079644086,0.0,558738.350473112,4868222.079644086,0.0
277,84,558738.350473112,4868222.079644086,0.0,558738.350473112,4868247.079644086,0.0
31,278,559088.350473112,4868047.079644086,0.0,559113.350473112,4868047.079644086,0.0
278,32,559113.350473112,4868047.079644086,0.0,559138.350473112,4868047.079644086,0.0
33,279,559188.350473112,4868047.079644086,0.0,559188.350473112,4868072.079644086,0.0
279,40,559188.350473112,4868072.079644086,0.0,559188.350473112,4868097.079644086,0.0
222,280,558038.350473112,4869147.079644086,0.0,558021.6838064453,4869163.746310753,0.0
280,281,558021.6838064453,4869163.746310753,0.0,558005.0171397786,4869180.412977419,0.0
281,225,558005.0171397786,4869180.412977419,0.0,557988.350473112,4869197.079644086,0.0
215,282,558488.350473112,4869047.079644086,0.0,558513.350473112,4869047.079644086,0.0
282,216,558513.350473112,4869047.079644086,0.0,558538.350473112,4869047.079644086,0.0
171,283,558388.350473112,4868797.079644086,0.0,558413.350473112,4868797.079644086,0.0
283,172,558413.350473112,4868797.079644086,0.0,558438.350473112,4868797.079644086,0.0
197,284,558138.350473112,4868947.079644086,0.0,558138.350473112,4868972.079644086,0.0
284,205,558138.350473112,4868972.079644086,0.0,558138.350473112,4868997.079644086,0.0
59,285,559338.350473112,4868147.079644086,0.0,559363.350473112,4868147.079644086,0.0
285,60,559363.350473112,4868147.079644086,0.0,559388.350473112,4868147.079644086,0.0
173,286,558488.350473112,4868797.079644086,0.0,558488.350473112,4868822.079644086,0.0
286,180,558488.350473112,4868822.079644086,0.0,558488.350473112,4868847.079644086,0.0
223,287,558088.350473112,4869147.079644086,0.0,558071.6838064453,4869163.746310753,0.0
287,288,558071.6838064453,4869163.746310753,0.0,558055.0171397786,4869180.412977419,0.0
288,226,558055.0171397786,4869180.412977419,0.0,558038.350473112,4869197.079644086,0.0
226,289,558038.350473112,4869197.079644086,0.0,558063.350473112,4869197.079644086,0.0
289,227,558063.350473112,4869197.079644086,0.0,558088.350473112,4869197.079644086,0.0
68,290,559788.350473112,4868147.079644086,0.0,559813.350473112,4868147.079644086,0.0
290,69,559813.350473112,4868147.079644086,0.0,559838.350473112,4868147.079644086,0.0
130,291,559038.350473112,4868547.079644086,0.0,559063.350473112,4868547.079644086,0.0
291,131,559063.350473112,4868547.079644086,0.0,559088.350473112,4868547.079644086,0.0
25,292,558938.350473112,4867997.079644086,0.0,558963.350473112,4867997.079644086,0.0
292,26,558963.350473112,4867997.079644086,0.0,558988.350473112,4867997.079644086,0.0
131,293,559088.350473112,4868547.079644086,0.0,559113.350473112,4868547.079644086,0.0
293,132,559113.350473112,4868547.079644086,0.0,559138.350473112,4868547.079644086,0.0
213,294,558388.350473112,4869047.079644086,0.0,558413.350473112,4869047.079644086,0.0
294,214,558413.350473112,4869047.079644086,0.0,558438.350473112,4869047.079644086,0.0
10,295,558538.350473112,4867747.079644086,0.0,558538.350473112,4867772.079644086,0.0
295,12,558538.350473112,4867772.079644086,0.0,558538.350473112,4867797.079644086,0.0
38,296,558538.350473112,4868097.079644086,0.0,558538.350473112,4868122.079644086,0.0
296,43,558538.350473112,4868122.079644086,0.0,558538.350473112,4868147.079644086,0.0
96,297,558338.350473112,4868347.079644086,0.0,558338.350473112,4868372.079644086,0.0
297,102,558338.350473112,4868372.079644086,0.0,558338.350473112,4868397.079644086,0.0
125,298,558338.350473112,4868547.079644086,0.0,558338.350473112,4868572.079644086,0.0
298,136,558338.350473112,4868572.079644086,0.0,558338.350473112,4868597.079644086,0.0
201,299,558338.350473112,4868947.079644086,0.0,558363.350473112,4868947.079644086,0.0
299,202,558363.350473112,4868947.079644086,0.0,558388.350473112,4868947.079644086,0.0
176,300,558038.350473112,4868847.079644086,0.0,558038.350473112,4868872.079644086,0.0
300,187,558038.350473112,4868872.079644086,0.0,558038.350473112,4868897.079644086,0.0
145,301,558288.350473112,4868647.079644086,0.0,558313.350473112,4868647.079644086,0.0
301,146,558313.350473112,4868647.079644086,0.0,558338.350473112,4868647.079644086,0.0
105,302,559338.350473112,4868397.079644086,0.0,559321.6838064453,4868413.746310753,0.0
302,303,559321.6838064453,4868413.746310753,0.0,559305.0171397786,4868430.412977419,0.0
303,112,559305.0171397786,4868430.412977419,0.0,559288.350473112,4868447.079644086,0.0
180,304,558488.350473112,4868847.079644086,0.0,558488.350473112,4868872.079644086,0.0
304,193,558488.350473112,4868872.079644086,0.0,558488.350473112,4868897.079644086,0.0
177,305,558188.350473112,4868847.079644086,0.0,558188.350473112,4868872.079644086,0.0
305,189,558188.350473112,4868872.079644086,0.0,558188.350473112,4868897.079644086,0.0
9,306,558538.350473112,4867697.079644086,0.0,558538.350473112,4867722.079644086,0.0
306,10,558538.350473112,4867722.079644086,0.0,558538.350473112,4867747.079644086,0.0
178,307,558388.350473112,4868847.079644086,0.0,558413.350473112,4868847.079644086,0.0
307,179,558413.350473112,4868847.079644086,0.0,558438.350473112,4868847.079644086,0.0
34,308,560188.350473112,4868047.079644086,0.0,560213.350473112,4868047.079644086,0.0
308,35,560213.350473112,4868047.079644086,0.0,560238.350473112,4868047.079644086,0.0
102,309,558338.350473112,4868397.079644086,0.0,558338.350473112,4868422.079644086,0.0
309,109,558338.350473112,4868422.079644086,0.0,558338.350473112,4868447.079644086,0.0
118,310,559238.350473112,4868497.079644086,0.0,559263.350473112,4868497.079644086,0.0
310,119,559263.350473112,4868497.079644086,0.0,559288.350473112,4868497.079644086,0.0
8,311,558538.350473112,4867647.079644086,0.0,558538.350473112,4867672.079644086,0.0
311,9,558538.350473112,4867672.079644086,0.0,558538.350473112,4867697.079644086,0.0
100,312,559538.350473112,4868347.079644086,0.0,559563.350473112,4868347.079644086,0.0
312,101,559563.350473112,4868347.079644086,0.0,559588.350473112,4868347.079644086,0.0
127,313,558538.350473112,4868547.079644086,0.0,558538.350473112,4868572.079644086,0.0
313,138,558538.350473112,4868572.079644086,0.0,558538.350473112,4868597.079644086,0.0
219,314,558238.350473112,4869097.079644086,0.0,558221.6838064453,4869113.746310753,0.0
314,315,558221.6838064453,4869113.746310753,0.0,558205.0171397786,4869130.412977419,0.0
315,224,558205.0171397786,4869130.412977419,0.0,558188.350473112,4869147.079644086,0.0
