datetime,gw_elev[m]
2018-06-05,381.204216
2018-06-06,381.16764
2018-06-07,381.131064
2018-06-08,381.12192
2018-06-09,381.109728
2018-06-10,381.131064
2018-06-11,381.100584
2018-06-12,381.057912
2018-06-13,381.012192
2018-06-14,380.96952
2018-06-15,380.926848
2018-06-16,380.875032
2018-06-17,380.820168
2018-06-18,381.033528
2018-06-19,381.131064
2018-06-20,381.399288
2018-06-21,381.603504
2018-06-22,381.621792
2018-06-23,381.585216
2018-06-24,381.554736
2018-06-25,381.530352
2018-06-26,381.697992
2018-06-27,381.734568
2018-06-28,381.65532
2018-06-29,381.6096
2018-06-30,381.612648
2018-07-01,381.676656
2018-07-02,381.597408
2018-07-03,381.566928
2018-07-04,381.56388
2018-07-05,381.54864
2018-07-06,381.524256
2018-07-07,381.512064
2018-07-08,381.490728
2018-07-09,381.47244
2018-07-10,381.451104
2018-07-11,381.420624
2018-07-12,381.387096
2018-07-13,381.435864
2018-07-14,381.405384
2018-07-15,381.35052
2018-07-16,381.298704
2018-07-17,
2018-07-18,381.216408
2018-07-19,381.185928
2018-07-20,381.1524
2018-07-21,381.10668
2018-07-22,381.057912
2018-07-23,381.003048
2018-07-24,380.93904
2018-07-25,380.868936
2018-07-26,380.789688
2018-07-27,380.698248
2018-07-28,380.60376
2018-07-29,380.509272
2018-07-30,380.423928
2018-07-31,380.335536
2018-08-01,380.250192
2018-08-02,380.164848
2018-08-03,380.079504
2018-08-04,379.988064
2018-08-05,379.899672
2018-08-06,379.817376
2018-08-07,379.728984
2018-08-08,379.649736
2018-08-09,379.56744
2018-08-10,379.494288
2018-08-11,379.418088
2018-08-12,379.344936
2018-08-13,379.27788
2018-08-14,379.213872
2018-08-15,379.149864
2018-08-16,379.104144
2018-08-17,379.095
2018-08-18,379.043184
2018-08-19,378.994416
2018-08-20,378.948696
2018-08-21,378.89688
2018-08-22,378.842016
2018-08-23,378.787152
2018-08-24,378.735336
2018-08-25,378.68352
2018-08-26,378.634752
2018-08-27,378.631704
2018-08-28,378.808488
2018-08-29,378.802392
2018-08-30,
2018-08-31,378.643896
2018-09-01,378.646944
2018-09-02,378.634752
2018-09-03,378.625608
2018-09-04,378.601224
2018-09-05,378.57684
2018-09-06,378.558552
2018-09-07,378.537216
2018-09-08,378.543312
2018-09-09,378.528072
2018-09-10,378.4854
2018-09-11,378.461016
2018-09-12,378.436632
2018-09-13,378.400056
2018-09-14,378.39396
2018-09-15,378.54636
2018-09-16,379.119384
2018-09-17,379.451616
2018-09-18,379.518672
2018-09-19,379.573536
2018-09-20,379.625352
2018-09-21,380.079504
2018-09-22,380.265432
2018-09-23,380.335536
2018-09-24,380.356872
2018-09-25,380.353824
2018-09-26,380.34468
2018-09-27,380.335536
2018-09-28,380.305056
2018-09-29,380.28372
2018-09-30,380.265432
2018-10-01,380.25324
2018-10-02,380.25324
2018-10-03,380.234952
2018-10-04,380.186184
2018-10-05,380.167896
2018-10-06,380.137416
2018-10-07,380.103888
2018-10-08,380.14656
2018-10-09,380.399544
2018-10-10,381.04572
2018-10-11,381.195072
2018-10-12,381.256032
2018-10-13,381.301752
2018-10-14,381.307848
2018-10-15,381.316992
2018-10-16,381.310896
2018-10-17,381.271272
2018-10-18,381.25908
2018-10-19,381.25908
2018-10-20,381.222504
2018-10-21,381.201168
2018-10-22,381.176784
2018-10-23,381.140208
2018-10-24,381.115824
2018-10-25,381.097536
2018-10-26,381.082296
2018-10-27,381.06096
2018-10-28,381.036576
2018-10-29,381.009144
2018-10-30,380.981712
2018-10-31,380.942088
2018-11-01,380.902464
2018-11-02,380.856744
2018-11-03,380.804928
2018-11-04,380.829312
2018-11-05,380.887224
2018-11-06,380.966472
2018-11-07,381.024384
2018-11-08,381.054864
2018-11-09,381.073152
2018-11-10,381.070104
2018-11-11,381.06096
2018-11-12,381.039624
2018-11-13,381.021336
2018-11-14,381.0
2018-11-15,380.987808
2018-11-16,380.951232
2018-11-17,380.911608
2018-11-18,380.881128
2018-11-19,380.838456
2018-11-20,380.792736
2018-11-21,380.737872
2018-11-22,380.692152
2018-11-23,380.646432
2018-11-24,380.58852
2018-11-25,380.524512
2018-11-26,380.460504
2018-11-27,380.402592
2018-11-28,380.347728
2018-11-29,380.286768
2018-11-30,380.225808
2018-12-01,380.173992
2018-12-02,380.109984
2018-12-03,380.036832
2018-12-04,379.969776
2018-12-05,379.905768
2018-12-06,379.835664
2018-12-07,379.768608
2018-12-08,379.698504
2018-12-09,379.6284
2018-12-10,379.561344
2018-12-11,379.494288
2018-12-12,379.427232
2018-12-13,379.35408
2018-12-14,379.290072
2018-12-15,379.226064
2018-12-16,379.165104
2018-12-17,379.11024
2018-12-18,379.067568
2018-12-19,379.040136
2018-12-20,379.058424
2018-12-21,379.055376
2018-12-22,379.015752
2018-12-23,378.945648
2018-12-24,378.89688
2018-12-25,378.857256
2018-12-26,378.814584
2018-12-27,379.18644
2018-12-28,380.433072
2018-12-29,380.8476
2018-12-30,380.920752
2018-12-31,380.905512
