datetime,gw_elev[m]
2018-01-01,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-06,
2018-01-07,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,
2018-01-17,
2018-01-18,377.884944
2018-01-19,377.8758
2018-01-20,377.866656
2018-01-21,377.86056
2018-01-22,377.952
2018-01-23,378.101352
2018-01-24,378.000768
2018-01-25,377.927616
2018-01-26,377.93676
2018-01-27,378.238512
2018-01-28,378.37872
2018-01-29,378.278136
2018-01-30,378.13488
2018-01-31,378.025152
2018-02-01,377.96724
2018-02-02,377.924568
2018-02-03,377.884944
2018-02-04,377.851416
2018-02-05,377.833128
2018-02-06,377.817888
2018-02-07,377.805696
2018-02-08,377.790456
2018-02-09,377.778264
2018-02-10,377.766072
2018-02-11,377.75388
2018-02-12,377.73864
2018-02-13,377.726448
2018-02-14,377.720352
2018-02-15,377.741688
2018-02-16,377.86056
2018-02-17,377.903232
2018-02-18,377.787408
2018-02-19,377.869704
2018-02-20,377.894088
2018-02-21,377.793504
2018-02-22,377.766072
2018-02-23,377.750832
2018-02-24,377.732544
2018-02-25,377.70816
2018-02-26,377.689872
2018-02-27,377.817888
2018-02-28,378.601224
2018-03-01,379.661928
2018-03-02,380.1618
2018-03-03,380.518416
2018-03-04,380.835408
2018-03-05,380.917704
2018-03-06,380.795784
2018-03-07,380.66472
2018-03-08,380.530608
2018-03-09,380.393448
2018-03-10,380.244096
2018-03-11,380.097792
2018-03-12,379.954536
2018-03-13,379.820424
2018-03-14,379.677168
2018-03-15,379.591824
2018-03-16,379.640592
2018-03-17,379.677168
2018-03-18,380.14656
2018-03-19,380.478792
2018-03-20,380.55804
2018-03-21,380.49708
2018-03-22,380.463552
2018-03-23,380.454408
2018-03-24,380.372112
2018-03-25,380.277624
2018-03-26,380.213616
2018-03-27,380.219712
2018-03-28,380.180088
2018-03-29,380.149608
2018-03-30,380.058168
2018-03-31,379.960632
2018-04-01,379.857
2018-04-02,379.75032
2018-04-03,379.640592
2018-04-04,379.524768
2018-04-05,379.439424
2018-04-06,379.390656
2018-04-07,379.305312
2018-04-08,379.229112
2018-04-09,379.162056
2018-04-10,379.137672
2018-04-11,379.107192
2018-04-12,379.265688
2018-04-13,379.594872
2018-04-14,380.414784
2018-04-15,380.615952
2018-04-16,380.615952
2018-04-17,380.619
2018-04-18,380.6952
2018-04-19,380.686056
2018-04-20,380.865888
2018-04-21,381.164592
2018-04-22,381.469392
2018-04-23,381.582168
2018-04-24,381.56388
2018-04-25,381.524256
2018-04-26,381.50292
2018-04-27,381.481584
2018-04-28,381.448056
2018-04-29,381.435864
2018-04-30,381.423672
2018-05-01,381.402336
2018-05-02,381.612648
2018-05-03,381.554736
2018-05-04,381.771144
2018-05-05,381.682752
2018-05-06,381.621792
2018-05-07,381.585216
2018-05-08,381.560832
2018-05-09,381.59436
2018-05-10,381.560832
2018-05-11,381.789432
2018-05-12,381.810768
2018-05-13,381.752856
2018-05-14,381.697992
2018-05-15,381.667512
2018-05-16,381.621792
2018-05-17,381.59436
2018-05-18,381.57912
2018-05-19,381.56388
2018-05-20,381.54864
2018-05-21,381.542544
2018-05-22,381.5334
2018-05-23,381.51816
2018-05-24,381.50292
2018-05-25,381.493776
2018-05-26,381.493776
2018-05-27,381.463296
2018-05-28,381.438912
2018-05-29,381.414528
2018-05-30,381.405384
2018-05-31,381.377952
2018-06-01,381.341376
2018-06-02,381.310896
2018-06-03,381.277368
2018-06-04,381.240792
