datetime,gw_elev[m]
2019-04-02,381.384048
2019-04-03,381.371856
2019-04-04,381.344424
2019-04-05,381.332232
2019-04-06,381.353568
2019-04-07,381.362712
2019-04-08,381.347472
2019-04-09,381.3048
2019-04-10,
2019-04-11,
2019-04-12,381.249936
2019-04-13,381.252984
2019-04-14,381.384048
2019-04-15,381.432816
2019-04-16,381.414528
2019-04-17,381.475488
2019-04-18,381.521208
2019-04-19,381.475488
2019-04-20,381.4572
2019-04-21,381.432816
2019-04-22,381.417576
2019-04-23,381.405384
2019-04-24,381.393192
2019-04-25,381.393192
2019-04-26,381.374904
2019-04-27,381.368808
2019-04-28,381.371856
2019-04-29,381.359664
2019-04-30,381.338328
2019-05-01,381.353568
2019-05-02,381.332232
2019-05-03,381.3048
2019-05-04,381.277368
2019-05-05,381.256032
2019-05-06,381.222504
2019-05-07,381.195072
2019-05-08,381.295656
2019-05-09,381.405384
2019-05-10,381.381
2019-05-11,381.387096
2019-05-12,381.377952
2019-05-13,381.359664
2019-05-14,381.33528
2019-05-15,381.310896
2019-05-16,381.28956
2019-05-17,381.25908
2019-05-18,381.338328
2019-05-19,381.710184
2019-05-20,381.618744
2019-05-21,381.573024
2019-05-22,381.59436
2019-05-23,381.524256
2019-05-24,381.545592
2019-05-25,381.505968
2019-05-26,381.47244
2019-05-27,381.734568
2019-05-28,381.783336
2019-05-29,381.664464
2019-05-30,381.588264
2019-05-31,381.536448
2019-06-01,381.50292
2019-06-02,381.47244
2019-06-03,381.454152
2019-06-04,381.454152
2019-06-05,381.451104
2019-06-06,381.420624
2019-06-07,381.402336
2019-06-08,381.387096
2019-06-09,381.374904
2019-06-10,381.362712
2019-06-11,381.353568
2019-06-12,381.356616
2019-06-13,381.332232
2019-06-14,381.323088
2019-06-15,381.35052
2019-06-16,381.393192
2019-06-17,381.356616
2019-06-18,381.347472
2019-06-19,381.329184
2019-06-20,381.310896
2019-06-21,381.28956
2019-06-22,381.268224
2019-06-23,381.252984
2019-06-24,381.237744
2019-06-25,381.204216
2019-06-26,381.170688
2019-06-27,381.170688
2019-06-28,381.728472
2019-06-29,381.557784
2019-06-30,381.481584
2019-07-01,381.509016
2019-07-02,381.551688
2019-07-03,381.481584
2019-07-04,381.448056
2019-07-05,381.432816
2019-07-06,381.688848
2019-07-07,381.539496
2019-07-08,381.47244
2019-07-09,381.438912
2019-07-10,381.405384
2019-07-11,381.381
2019-07-12,381.359664
2019-07-13,381.341376
2019-07-14,381.326136
2019-07-15,381.316992
2019-07-16,381.35052
2019-07-17,381.32004
2019-07-18,381.539496
2019-07-19,381.923544
2019-07-20,381.789432
2019-07-21,381.682752
2019-07-22,381.582168
2019-07-23,381.515112
2019-07-24,381.47244
2019-07-25,381.438912
2019-07-26,381.41148
2019-07-27,381.384048
2019-07-28,381.368808
2019-07-29,381.35052
2019-07-30,381.332232
2019-07-31,381.316992
2019-08-01,381.301752
2019-08-02,381.28956
2019-08-03,381.27432
2019-08-04,381.25908
2019-08-05,381.25908
2019-08-06,381.256032
2019-08-07,381.2286
2019-08-08,381.19812
2019-08-09,381.170688
2019-08-10,381.146304
2019-08-11,381.128016
2019-08-12,381.10668
2019-08-13,381.0762
2019-08-14,381.042672
2019-08-15,381.009144
2019-08-16,380.96952
2019-08-17,380.9238
2019-08-18,380.875032
2019-08-19,380.814072
2019-08-20,380.747016
2019-08-21,380.667768
2019-08-22,380.576328
2019-08-23,380.484888
2019-08-24,380.396496
2019-08-25,380.3142
2019-08-26,380.228856
2019-08-27,380.152656
2019-08-28,380.067312
2019-08-29,379.97892
2019-08-30,379.893576
2019-08-31,379.81128
2019-09-01,379.732032
2019-09-02,379.649736
2019-09-03,379.59792
2019-09-04,379.524768
2019-09-05,379.451616
2019-09-06,379.375416
2019-09-07,379.302264
2019-09-08,379.23216
2019-09-09,379.168152
2019-09-10,379.119384
2019-09-11,379.226064
2019-09-12,379.512576
2019-09-13,380.256288
2019-09-14,380.347728
2019-09-15,380.396496
2019-09-16,380.40564
2019-09-17,380.3904
2019-09-18,380.362968
2019-09-19,380.490984
2019-09-20,380.52756
2019-09-21,380.509272
2019-09-22,380.487936
2019-09-23,380.454408
2019-09-24,380.445264
2019-09-25,380.676912
2019-09-26,380.6952
2019-09-27,380.698248
2019-09-28,380.670816
2019-09-29,380.66472
2019-09-30,380.658624
2019-10-01,381.024384
2019-10-02,381.451104
2019-10-03,381.484632
2019-10-04,381.44196
2019-10-05,381.597408
2019-10-06,381.59436
2019-10-07,381.51816
2019-10-08,381.469392
2019-10-09,381.432816
2019-10-10,381.420624
2019-10-11,381.423672
2019-10-12,381.399288
2019-10-13,381.377952
2019-10-14,381.359664
2019-10-15,381.35052
2019-10-16,381.33528
2019-10-17,381.332232
2019-10-18,381.323088
2019-10-19,381.310896
2019-10-20,381.292608
2019-10-21,381.4572
2019-10-22,381.475488
2019-10-23,381.435864
2019-10-24,381.408432
2019-10-25,
2019-10-26,381.524256
2019-10-27,381.493776
2019-10-28,381.47244
2019-10-29,381.4572
2019-10-30,381.445008
2019-10-31,381.42672
2019-11-01,381.402336
2019-11-02,381.371856
2019-11-03,381.347472
2019-11-04,381.316992
2019-11-05,381.280416
2019-11-06,381.252984
2019-11-07,381.2286
2019-11-08,381.210312
2019-11-09,381.188976
2019-11-10,381.155448
2019-11-11,381.12192
2019-11-12,381.088392
2019-11-13,381.054864
2019-11-14,381.006096
2019-11-15,380.95428
2019-11-16,380.902464
2019-11-17,380.844552
2019-11-18,380.777496
2019-11-19,380.707392
2019-11-20,380.637288
2019-11-21,380.792736
2019-11-22,380.856744
2019-11-23,380.87808
2019-11-24,380.871984
2019-11-25,380.850648
2019-11-26,380.823216
2019-11-27,380.792736
2019-11-28,380.75616
2019-11-29,380.731776
2019-11-30,380.728728
2019-12-01,380.759208
2019-12-02,380.74092
2019-12-03,380.72568
2019-12-04,380.701296
2019-12-05,380.689104
2019-12-06,380.670816
2019-12-07,380.66472
2019-12-08,380.652528
2019-12-09,380.628144
2019-12-10,380.594616
2019-12-11,380.561088
2019-12-12,380.536704
2019-12-13,380.503176
2019-12-14,380.463552
2019-12-15,380.42088
2019-12-16,380.378208
2019-12-17,380.332488
2019-12-18,380.28372
2019-12-19,380.234952
2019-12-20,380.183136
2019-12-21,380.125224
2019-12-22,380.067312
2019-12-23,380.0094
2019-12-24,379.954536
2019-12-25,379.90272
2019-12-26,379.857
2019-12-27,379.81128
2019-12-28,379.76556
2019-12-29,380.015496
2019-12-30,380.34468
2019-12-31,380.524512
