datetime,gw_elev[m]
2019-01-01,380.859792
2019-01-02,380.83236
2019-01-03,380.78664
2019-01-04,380.734824
2019-01-05,380.686056
2019-01-06,380.686056
2019-01-07,380.795784
2019-01-08,380.932944
2019-01-09,380.881128
2019-01-10,380.83236
2019-01-11,380.7714
2019-01-12,380.701296
2019-01-13,380.63424
2019-01-14,380.570232
2019-01-15,380.503176
2019-01-16,380.42088
2019-01-17,380.353824
2019-01-18,380.280672
2019-01-19,380.210568
2019-01-20,380.140464
2019-01-21,380.073408
2019-01-22,380.006352
2019-01-23,379.9332
2019-01-24,379.857
2019-01-25,379.783848
2019-01-26,379.707648
2019-01-27,379.6284
2019-01-28,379.549152
2019-01-29,379.46076
2019-01-30,379.378464
2019-01-31,379.296168
2019-02-01,379.219968
2019-02-02,379.146816
2019-02-03,379.250448
2019-02-04,380.515368
2019-02-05,380.87808
2019-02-06,380.750064
2019-02-07,380.609856
2019-02-08,380.454408
2019-02-09,380.326392
2019-02-10,380.213616
2019-02-11,380.091696
2019-02-12,379.969776
2019-02-13,379.835664
2019-02-14,379.701552
2019-02-15,379.5522
2019-02-16,379.411992
2019-02-17,379.27788
2019-02-18,379.146816
2019-02-19,379.037088
2019-02-20,378.9426
2019-02-21,378.857256
2019-02-22,378.781056
2019-02-23,378.707904
2019-02-24,378.634752
2019-02-25,378.567696
2019-02-26,378.512832
2019-02-27,378.467112
2019-02-28,378.427488
2019-03-01,378.387864
2019-03-02,378.34824
2019-03-03,378.311664
2019-03-04,378.275088
2019-03-05,378.244608
2019-03-06,378.214128
2019-03-07,378.183648
2019-03-08,378.162312
2019-03-09,378.171456
2019-03-10,378.259848
2019-03-11,378.220224
2019-03-12,378.259848
2019-03-13,379.716792
2019-03-14,381.560832
2019-03-15,381.932688
2019-03-16,381.813816
2019-03-17,381.652272
2019-03-18,381.5334
2019-03-19,381.633984
2019-03-20,381.682752
2019-03-21,381.65532
2019-03-22,381.649224
2019-03-23,381.588264
2019-03-24,381.56388
2019-03-25,381.521208
2019-03-26,381.493776
2019-03-27,381.545592
2019-03-28,381.539496
2019-03-29,381.466344
2019-03-30,381.414528
2019-03-31,381.381
2019-04-01,381.377952
