Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
0.1,3.1,1.1,0.1,500,150,450,250,150,2.0,True,393.64523309528823,47.90547798008083,3210.6533778132725,-2520.6001252004216,741578
2.1,2.1,7.1,0.1,350,450,150,300,400,6.0,True,383.3965625218364,37.656807406629014,2709.259760782763,-3021.9937422309313,95814
3.1,4.1,5.1,1.1,250,300,400,100,150,9.0,True,381.8945035334939,36.15474841828649,749.6561876202177,-4981.5973153934765,49717
2.1,3.1,0.1,1.1,400,150,300,200,400,3.0,True,384.287105518071,38.54735040286357,3387.138811279554,-2344.1146917341403,121503
7.1,3.1,7.1,4.1,500,500,500,150,450,4.0,True,381.56670069835553,35.82694558314813,2121.1152053330443,-3610.13829768065,55270
6.1,1.1,0.1,1.1,250,300,450,200,250,1.0,True,388.0708930975231,42.33113798231568,3320.1631157092343,-2411.09038730446,309630
5.1,3.1,6.1,0.1,450,250,400,300,500,3.0,True,382.9101112586667,37.17035614345929,3167.58203390977,-2563.671469103924,76913
3.1,3.1,7.1,2.1,400,200,400,250,350,8.0,True,382.096682005656,36.35692689044862,1711.1313551895437,-4020.1221478241505,49946
9.1,4.1,8.1,0.1,100,150,300,250,450,10.0,True,379.37882603727564,33.63907092206824,705.1342823975137,-5026.11922061618,36558
2.1,1.1,5.1,0.1,400,450,350,350,250,8.0,True,383.35351843931574,37.613763324108334,1823.8670524440095,-3907.3864505696847,112421
7.1,3.1,5.1,0.1,250,100,500,150,300,6.0,False,,,,,
0.1,1.1,4.1,2.1,350,450,100,300,100,10.0,True,386.9482791307449,41.20852401553748,964.140686002218,-4767.112817011476,412509
7.1,0.1,9.1,4.1,450,100,150,200,200,8.0,True,382.10060871524445,36.360853600037046,941.2297683884244,-4790.02373462527,47721
5.1,1.1,3.1,4.1,150,350,250,200,250,1.0,False,,,,,
8.1,4.1,3.1,0.1,200,500,450,250,150,8.0,True,380.43710159670627,34.69734648149887,495.40076112973475,-5235.852741883959,42404
8.1,4.1,2.1,0.1,400,400,450,250,200,5.0,True,381.2393901455225,35.49963503031512,915.1486435101542,-4816.10485950354,53120
5.1,2.1,8.1,0.1,300,150,450,250,150,4.0,True,383.16676254616004,37.42700743095264,1153.5110789219689,-4577.742424091725,81301
6.1,1.1,9.1,4.1,300,500,200,100,500,9.0,True,381.7871795001022,36.04742438489478,1694.1513180978072,-4037.102184915887,41520
4.1,3.1,6.1,0.1,500,150,250,200,300,10.0,True,381.8925807289571,36.15282561374971,1364.5983298216597,-4366.655173192034,47743
1.1,2.1,3.1,0.1,250,100,500,150,500,8.0,True,383.55903118202133,37.81927606681393,3395.6862738684285,-2335.5672291452656,144632
8.1,0.1,5.1,2.1,500,450,100,400,250,9.0,True,381.70687787490857,35.96712275970117,950.8368534794718,-4780.416649534222,41578
1.1,2.1,4.1,2.1,100,400,350,250,450,10.0,False,,,,,
9.1,2.1,0.1,4.1,450,450,250,100,150,9.0,True,380.4973096300506,34.75755451484321,468.2341629865041,-5263.01934002719,38870
2.1,2.1,3.1,0.1,150,100,150,350,100,5.0,True,384.06649831646723,38.32674320125983,897.5360236384513,-4833.717479375243,139955
2.1,0.1,7.1,1.1,200,500,450,100,200,7.0,True,384.0001393858816,38.260384270674194,1652.073232425697,-4079.1802705879973,228127
3.1,2.1,8.1,3.1,150,100,350,500,200,10.0,True,382.3019959512302,36.562240836022795,994.2732214870484,-4736.980281526646,50150
8.1,2.1,2.1,4.1,150,400,500,250,350,2.0,True,383.41847313114704,37.67871801593964,2553.167055990256,-3178.0864470234383,93698
3.1,0.1,3.1,1.1,400,350,400,450,400,10.0,False,,,,,
2.1,1.1,5.1,2.1,350,300,450,100,250,3.0,True,385.13907001000996,39.39931489480256,2564.529775017145,-3166.7237279965493,198941
3.1,1.1,9.1,0.1,350,400,200,150,500,6.0,True,383.17917019590084,37.439415080693436,2967.874523109407,-2763.378979904287,76875
0.1,1.1,7.1,2.1,500,200,450,350,350,5.0,True,387.8189207858077,42.079165670600275,3619.9093689749716,-2111.3441340387226,436194
9.1,3.1,5.1,3.1,200,400,200,100,200,1.0,True,386.51548086309185,40.77572574788445,2208.4845228370687,-3522.7689801766255,206410
1.1,3.1,6.1,0.1,250,100,350,500,200,2.0,False,,,,,
5.1,2.1,4.1,0.1,250,250,450,450,150,7.0,True,382.2877899096186,36.548034794411194,862.7048545903235,-4868.548648423371,56077
6.1,3.1,5.1,2.1,400,150,400,350,500,6.0,True,381.3644709564769,35.624715841269506,1935.3792786260892,-3795.874224387605,46852
7.1,4.1,6.1,1.1,250,100,250,500,100,6.0,True,381.18498476231025,35.44522964710285,421.38607803069317,-5309.867424983001,48809
8.1,3.1,1.1,0.1,400,200,400,400,250,1.0,True,386.5472111268142,40.8074560116068,2869.582284722739,-2861.671218290955,212128
6.1,4.1,8.1,3.1,100,500,150,400,350,8.0,True,381.04508649215387,35.30533137694647,845.699404355255,-4885.554098658439,41402
