Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
5.1,2.1,5.1,1.1,250,250,350,250,100,4.0,True,383.11440179584326,37.37464668063586,760.1926614246622,-4971.060841589032,78646
5.1,4.1,9.1,3.1,300,350,250,350,400,4.0,True,381.9942742774556,36.25451916224819,1999.8395069848048,-3731.4139960288894,59251
6.1,3.1,7.1,1.1,500,500,500,450,500,6.0,False,,,,,
8.1,4.1,1.1,0.1,450,300,200,100,300,3.0,True,382.08318905663873,36.34343394143133,1694.4180266284238,-4036.8354763852703,68970
1.1,0.1,6.1,4.1,400,100,200,500,500,4.0,True,386.12982156891655,40.39006645370915,4451.708780532557,-1279.544722481137,424280
2.1,2.1,3.1,1.1,250,400,100,100,250,4.0,True,384.09190234580205,38.35214723059465,2009.9193434155895,-3721.3341595981046,111591
3.1,2.1,3.1,1.1,200,300,450,350,150,10.0,True,382.3563515444901,36.61659642928271,828.5653449481688,-4902.688158065525,53335
8.1,0.1,6.1,0.1,400,150,150,100,150,8.0,True,381.88627179722806,36.14651668202066,659.4884226070644,-5071.76508040663,45645
8.1,0.1,6.1,2.1,300,400,250,200,200,9.0,True,381.73705201765597,35.99729690244857,783.6752388806199,-4947.578264133074,42113
2.1,3.1,8.1,4.1,350,100,200,100,500,8.0,True,382.34746261644824,36.60770750124084,2303.2687161011854,-3427.9847869125088,52056
9.1,1.1,7.1,3.1,350,350,450,450,200,3.0,False,,,,,
0.1,1.1,7.1,3.1,500,300,150,150,300,2.0,True,390.6983704686682,44.9586153534608,4318.825664212476,-1412.427838801218,550549
6.1,1.1,5.1,0.1,100,350,400,200,200,3.0,True,383.7423598400116,38.0026047248042,1602.3729480999027,-4128.8805549137915,94564
5.1,3.1,6.1,3.1,100,150,100,200,100,1.0,True,388.9098476210379,43.170092505830496,1406.9714908412498,-4324.282012172444,381695
1.1,2.1,8.1,2.1,200,350,200,150,500,9.0,True,383.122163053918,37.38240793871057,2665.5007229797775,-3065.7527800339167,76094
9.1,1.1,6.1,0.1,150,100,350,300,400,9.0,True,380.96195128820546,35.22219617299805,1079.0764988468145,-4652.17700416688,38737
2.1,2.1,9.1,4.1,200,500,500,250,150,10.0,True,382.60538335971154,36.86562824450414,894.0129720242767,-4837.2405309894175,57543
7.1,2.1,3.1,4.1,100,300,300,350,150,6.0,True,381.84428342924815,36.10452831404075,687.8130685499345,-5043.44043446376,50571
7.1,3.1,2.1,4.1,450,300,100,450,350,10.0,True,380.4067877979822,34.66703268277479,877.1355931082508,-4854.117909905443,36473
0.1,4.1,7.1,4.1,450,400,150,350,400,5.0,True,384.73045188430893,38.99069676910153,3083.036399765726,-2648.217103247968,117296
6.1,3.1,1.1,2.1,150,150,450,100,350,2.0,False,,,,,
5.1,3.1,9.1,1.1,300,100,100,500,400,1.0,True,386.79589075806126,41.05613564285386,4105.802647208882,-1625.450855804812,211311
5.1,2.1,6.1,3.1,300,400,300,500,250,4.0,True,382.8727279975019,37.132972882294496,1653.9462013441516,-4077.3073016695425,70900
8.1,2.1,0.1,2.1,250,200,250,350,300,4.0,True,382.0775400151874,36.33778489998002,1549.5994637518452,-4181.654039261849,60711
6.1,4.1,5.1,4.1,250,100,500,150,500,2.0,True,382.879082396054,37.1393272808466,3184.3887231113913,-2546.864779902303,84701
3.1,2.1,4.1,1.1,250,450,350,400,350,4.0,True,383.4627839490605,37.72302883385311,2504.673766281776,-3226.5797367319183,83459
9.1,0.1,8.1,3.1,150,150,300,150,150,9.0,True,381.53616154888766,35.79640643368026,529.3981105357525,-5201.855392477942,40757
2.1,4.1,6.1,1.1,350,150,100,300,250,7.0,True,382.4946741254924,36.75491901028499,1418.1552189631766,-4313.098284050518,62161
4.1,1.1,8.1,2.1,450,300,300,200,150,8.0,True,382.5678251675808,36.82807005237339,900.8302634530846,-4830.4232395606095,57256
6.1,1.1,7.1,4.1,300,100,400,350,500,4.0,True,382.65748266023525,36.917727545027844,2758.971165820083,-2972.282337193611,63557
5.1,4.1,3.1,2.1,150,100,150,500,500,7.0,True,381.42966289995746,35.68990778475006,1472.0126058959286,-4259.240897117766,45467
9.1,3.1,8.1,1.1,100,250,300,400,150,8.0,True,380.1526347912754,34.41287967606797,399.99824768050894,-5331.255255333185,39806
8.1,2.1,9.1,2.1,150,500,150,150,150,6.0,True,381.6551245348652,35.91536941965779,588.9675221954458,-5142.285980818248,48887
