Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
3.1,1.1,0.1,4.1,450,100,150,150,400,3.0,True,384.51779217819586,38.77803706298846,3348.7133973371238,-2382.5401056765704,129605
0.1,0.1,3.1,1.1,450,500,250,200,400,6.0,True,393.9348679462241,48.19511283101667,4226.010431946779,-1505.243071066915,592759
9.1,1.1,7.1,1.1,200,150,500,300,150,8.0,True,381.17444811312913,35.43469299792173,553.7047114730158,-5177.548791540678,41534
5.1,1.1,8.1,1.1,100,400,450,100,100,8.0,True,382.3623561724079,36.622601057200484,552.9164640870003,-5178.337038926694,53555
1.1,2.1,3.1,0.1,300,450,250,150,500,1.0,True,389.70729214767584,43.96753703246844,6218.58721211052,487.33370909682617,473929
4.1,2.1,0.1,3.1,500,100,200,200,300,7.0,True,382.4397132296083,36.699958114400886,1682.902077376173,-4048.351425637521,57661
7.1,1.1,5.1,3.1,400,500,150,150,200,9.0,True,381.6549076342562,35.915152519048775,770.7214746448008,-4960.532028368893,41643
2.1,0.1,6.1,3.1,200,350,100,250,450,1.0,True,390.6602893055424,44.92053419033499,5697.0728554298985,-34.18064758379569,534180
6.1,2.1,0.1,0.1,100,400,450,100,100,10.0,True,381.72841889628165,35.98866378107425,427.07338381245063,-5304.1801192012435,43892
7.1,2.1,1.1,1.1,350,200,500,450,150,2.0,True,384.2769244705434,38.537169355336005,1427.57286176685,-4303.680641246844,114912
0.1,3.1,8.1,2.1,400,450,400,450,250,7.0,True,385.40008159676864,39.66032648156124,2203.548788892047,-3527.704714121647,165956
3.1,1.1,2.1,3.1,400,200,450,350,150,4.0,True,384.058561888877,38.31880677366962,1380.865924672471,-4350.387578341223,114036
3.1,1.1,7.1,2.1,500,500,500,100,250,6.0,True,383.1868511758768,37.44709606066942,1781.646762650722,-3949.6067403629722,75920
9.1,4.1,4.1,0.1,300,200,500,150,400,8.0,True,379.490802611481,33.7510474962736,963.967758956569,-4767.285744057125,40099
1.1,1.1,9.1,3.1,200,450,150,350,100,10.0,True,383.5914488218745,37.851693706667106,740.2877788688347,-4990.965724144859,174811
4.1,4.1,4.1,0.1,350,150,500,350,300,2.0,False,,,,,
1.1,3.1,4.1,2.1,500,350,150,400,100,9.0,False,,,,,
3.1,1.1,7.1,1.1,500,200,450,250,200,1.0,True,389.9529487951497,44.21319367994232,3309.909405667393,-2421.344097346301,456617
9.1,0.1,7.1,3.1,300,350,400,100,200,4.0,True,382.5091177672344,36.769362652026985,1233.9461869542429,-4497.307316059451,65230
9.1,0.1,3.1,1.1,450,150,500,500,250,4.0,False,,,,,
5.1,4.1,3.1,4.1,100,500,450,300,450,2.0,True,383.4022983046669,37.662543189459484,3068.953399380727,-2662.300103632967,92660
4.1,4.1,7.1,1.1,300,100,100,500,200,10.0,True,381.5328641071034,35.79310899189602,734.3845121492777,-4996.868990864416,43245
5.1,0.1,7.1,0.1,200,500,350,500,500,1.0,True,387.8305983612477,42.09084324604032,5391.40975982236,-339.8437431913344,281240
7.1,3.1,3.1,2.1,300,250,450,450,250,5.0,True,381.55644411234783,35.81668899714043,1190.2028897973214,-4541.050613216373,52392
7.1,4.1,3.1,2.1,100,400,500,500,350,6.0,True,380.68964887401364,34.94989375880624,1207.9072225879063,-4523.346280425788,45764
0.1,2.1,6.1,0.1,150,450,500,250,200,8.0,True,388.6481239559459,42.90836884073849,2293.2201880063367,-3438.0333150073575,540530
