Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
7.1,2.1,8.1,2.1,350,250,300,300,150,1.0,True,387.8701125490811,42.13035743387371,2051.417254348984,-3679.83624866471,294109
0.1,3.1,4.1,1.1,350,450,500,400,400,2.0,True,388.7886462619212,43.0488911467138,4808.663244816649,-922.5902581970449,370371
2.1,2.1,9.1,4.1,300,300,150,300,400,6.0,True,383.10969309451167,37.36993797930427,2378.8850149107457,-3352.3684881029485,70067
4.1,2.1,7.1,1.1,100,350,500,200,400,4.0,True,383.0680910970422,37.32833598183481,2509.3532643782673,-3221.900238635427,73601
7.1,0.1,3.1,3.1,150,400,100,250,350,10.0,True,381.9652704256198,36.22551531041239,1048.1729233705846,-4683.08057964311,42329
7.1,3.1,0.1,1.1,100,400,500,250,450,4.0,True,381.90205370894154,36.162298593734135,2124.4083135166147,-3606.8451894970794,59367
8.1,0.1,6.1,4.1,350,150,400,500,150,2.0,True,384.7345690766251,38.99481396141772,1509.1203946882597,-4222.1331083254345,129672
3.1,0.1,9.1,4.1,200,200,500,150,450,4.0,True,384.28099546633956,38.54124035113216,3434.8494210061617,-2296.4040820075325,151821
5.1,4.1,8.1,4.1,300,100,350,450,250,9.0,True,380.9597273172654,35.21997220205799,852.0549436387082,-4879.198559374986,40079
0.1,3.1,2.1,3.1,350,400,500,500,400,1.0,True,391.35017221384896,45.61041709864156,5700.889956891711,-30.363546121982836,489636
7.1,2.1,5.1,4.1,300,150,450,200,150,1.0,True,387.83864971084455,42.09889459563715,2055.854610469716,-3675.398892543978,291017
2.1,2.1,1.1,3.1,500,450,250,100,300,4.0,True,383.90813258871316,38.16837747350576,2460.266983424852,-3270.9865195888424,100512
4.1,1.1,0.1,0.1,500,100,250,400,250,1.0,True,389.0989743619308,43.3592192467234,3682.1167984757194,-2049.1367045379748,408097
