Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
6.1,1.1,9.1,1.1,500,450,150,450,250,7.0,False,,,,,
6.1,1.1,9.1,1.1,500,450,150,450,250,7.0,True,382.13552790425445,36.395772789047044,1233.0669229699706,-4498.186580043724,50215.0
0.1,3.1,2.1,4.1,200,500,300,450,100,1.0,True,394.80259170975665,49.06283659454925,2208.174113773035,-3523.079389240659,639313.0
5.1,2.1,1.1,3.1,300,300,150,150,400,4.0,False,,,,,
1.1,4.1,3.1,1.1,350,450,250,200,450,9.0,True,382.5239328757072,36.7841777604998,2405.4562020715384,-3325.7973009421557,62718.0
4.1,2.1,5.1,4.1,200,200,300,500,200,5.0,True,382.85982786136896,37.120072746161554,1297.0441167226381,-4434.209386291056,67876.0
8.1,3.1,9.1,3.1,150,500,400,100,450,7.0,True,380.37154341349395,34.63178829828655,1231.4070733177941,-4499.8464296959,41304.0
1.1,0.1,7.1,4.1,450,350,250,200,400,3.0,True,387.08514650003275,41.34539138482535,4339.31451385995,-1391.938989153744,462190.0
7.1,2.1,3.1,0.1,400,100,250,150,250,6.0,True,381.833450401641,36.093695286433615,1188.9869147744466,-4542.2665882392475,51606.0
4.1,1.1,2.1,0.1,300,350,300,450,500,5.0,True,383.05611323588045,37.316358120673044,2949.6501819948608,-2781.6033210188334,70805.0
1.1,3.1,5.1,1.1,350,500,450,100,150,2.0,True,386.64484403805926,40.90508892285186,1969.0023140836201,-3762.251188930074,271023.0
0.1,3.1,0.1,3.1,200,500,350,400,150,10.0,False,,,,,
4.1,4.1,6.1,3.1,500,250,400,400,250,6.0,True,381.8152022357336,36.07544712052618,1277.7853192162875,-4453.468183797407,51776.0
4.1,2.1,9.1,4.1,200,400,300,350,400,1.0,True,387.5438510014125,41.80409588620512,4510.992536235281,-1220.2609667784136,256143.0
5.1,0.1,6.1,3.1,250,500,500,400,500,6.0,True,382.78486731328866,37.045112198081256,2699.8393669438083,-3031.414136069886,60780.0
1.1,1.1,3.1,1.1,150,400,300,500,400,7.0,True,384.01002723643643,38.27027212122903,2831.439811302582,-2899.8136917111124,194690.0
1.1,2.1,1.1,4.1,400,300,150,500,450,1.0,True,389.2539957206834,43.514240605476004,5597.914794521348,-133.3387084923461,400259.0
0.1,0.1,4.1,1.1,150,350,100,200,100,2.0,True,399.8879620381,54.1482069228926,2598.7121316866906,-3132.5413713270036,751726.0
6.1,1.1,3.1,3.1,250,350,300,250,500,5.0,True,382.38160264128777,36.64184752608037,2413.6646151343302,-3317.588887879364,56246.0
3.1,0.1,7.1,1.1,400,200,300,350,400,2.0,True,386.25078624411157,40.511031128904165,4154.575396741973,-1576.678106271721,264716.0
7.1,2.1,3.1,0.1,350,300,100,500,100,5.0,True,382.2942816873115,36.55452657210412,574.9990763703827,-5156.2544266433115,61232.0
8.1,2.1,8.1,0.1,400,100,350,200,400,6.0,False,,,,,
8.1,3.1,8.1,3.1,500,150,100,100,100,9.0,False,,,,,
7.1,2.1,3.1,2.1,300,200,200,300,400,9.0,True,381.174074876898,35.434319761690574,1177.5729125343205,-4553.680590479374,39223.0
5.1,3.1,6.1,2.1,300,300,150,250,200,7.0,True,381.83618985323704,36.09643473802964,894.0510965396679,-4837.202406474026,48743.0
2.1,4.1,0.1,3.1,400,150,300,250,450,9.0,False,,,,,
0.1,1.1,8.1,2.1,400,450,200,100,150,10.0,True,386.7574969008291,41.017741785621695,1397.3773359047846,-4333.87616710891,402712.0
2.1,4.1,9.1,1.1,500,250,450,400,400,3.0,False,,,,,
3.1,1.1,3.1,2.1,350,500,400,450,350,6.0,True,383.1345611073665,37.39480599215909,2286.3187385736674,-3444.934764440027,72877.0
7.1,3.1,5.1,3.1,300,150,500,300,300,1.0,True,386.38895995847173,40.64920484326433,3310.6620825401187,-2420.5914204735755,196204.0
1.1,3.1,6.1,4.1,450,100,500,150,350,10.0,True,382.59474672597645,36.85499161076905,1955.5849803776946,-3775.6685226359996,57659.0
2.1,0.1,1.1,1.1,400,400,500,300,300,3.0,False,,,,,
3.1,2.1,6.1,2.1,100,400,400,300,350,10.0,True,382.2572224191838,36.51746730397639,1577.541861447593,-4153.711641566101,49067.0
2.1,1.1,0.1,4.1,200,250,500,100,150,2.0,True,387.1216359916114,41.38188087640401,2103.2209035996566,-3628.0325994140376,358698.0
4.1,3.1,6.1,4.1,500,100,500,450,500,8.0,True,381.6450290781062,35.905273962898775,1995.3689131686115,-3735.8845898450827,43854.0
4.1,1.1,7.1,4.1,400,250,250,350,500,5.0,True,382.9444707864091,37.20471567120171,2857.797064940736,-2873.456438072958,65205.0
5.1,0.1,5.1,4.1,150,350,400,500,400,2.0,True,385.2367749342598,39.49701981905241,3614.1704519899795,-2117.0830510237147,149123.0
6.1,3.1,5.1,1.1,300,350,350,150,500,5.0,True,381.6623019694397,35.92254685423228,2122.2337171770923,-3609.019785836602,52114.0
7.1,3.1,4.1,3.1,300,150,250,300,450,3.0,True,382.20516505911087,36.46540994390347,2379.175056809967,-3352.0784462037273,66072.0
3.1,1.1,6.1,4.1,400,300,100,350,400,3.0,True,384.4167793843724,38.677024269164974,3199.7257461043773,-2531.527756909317,118917.0
9.1,1.1,7.1,3.1,300,150,200,250,500,5.0,True,381.55052168790206,35.81076657269466,1866.5986525422777,-3864.6548504714165,49614.0
6.1,2.1,3.1,2.1,450,150,500,350,500,1.0,True,386.11503785191786,40.37528273671046,4904.197042112035,-827.0564609016592,177188.0
7.1,2.1,9.1,3.1,200,100,400,350,400,6.0,True,381.569142315384,35.8293872001766,1580.3651335380564,-4150.888369475638,47342.0
2.1,4.1,9.1,4.1,250,250,150,500,350,6.0,True,382.46808949876515,36.72833438355775,1807.2685283391038,-3923.9849746745904,58971.0
8.1,2.1,1.1,4.1,250,100,350,450,250,9.0,True,380.79432583777594,35.05457072256854,759.4557924705441,-4971.79771054315,38557.0
6.1,2.1,8.1,0.1,150,250,400,300,150,10.0,True,381.66266634624577,35.92291123103837,612.6704441395341,-5118.58305887416,43001.0
2.1,1.1,3.1,4.1,150,400,200,200,150,5.0,True,384.07859525160274,38.33884013639533,1279.2081703891745,-4452.04533262452,140610.0
8.1,0.1,5.1,3.1,250,400,400,100,250,6.0,True,382.12884674523434,36.38909163002694,1244.7413990177738,-4486.51210399592,52171.0
1.1,3.1,9.1,2.1,450,350,250,400,200,9.0,True,382.87730843933923,37.13755332413183,1303.6854435071436,-4427.5680595065505,67779.0
6.1,4.1,7.1,1.1,150,350,300,350,400,10.0,False,,,,,
7.1,4.1,4.1,2.1,450,350,500,200,300,1.0,True,385.99365905083147,40.253903935624066,3219.5859921012743,-2511.66751091242,182867.0
9.1,1.1,1.1,4.1,300,450,300,250,500,1.0,True,385.6270867102956,39.8873315950882,4481.045027260436,-1250.2084757532584,161912.0
4.1,4.1,4.1,0.1,500,450,500,400,200,8.0,True,381.93708285772897,36.197327742521566,1060.702848788409,-4670.550654225285,53137.0
4.1,4.1,0.1,3.1,400,200,400,350,350,4.0,True,382.60617221392795,36.86641709872055,2219.867246143229,-3511.3862568704653,70879.0
0.1,2.1,8.1,3.1,350,500,500,450,400,5.0,True,386.18245804401795,40.44270292881055,3601.045840145409,-2130.2076628682853,257998.0
9.1,1.1,1.1,2.1,450,250,450,400,150,8.0,False,,,,,
1.1,2.1,0.1,0.1,350,150,200,100,400,9.0,True,383.53140919243725,37.79165407722985,2796.2375080710626,-2935.0159949426316,165921.0
