Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
1.1,3.1,7.1,3.1,300,300,200,100,200,4.0,True,384.16026853565666,38.420513420449254,1744.909906811823,-3986.343596201871,109572
2.1,0.1,5.1,2.1,350,100,200,100,300,9.0,True,383.5741050169868,37.834349901779376,2041.8870562096126,-3689.3664468040815,196920
1.1,0.1,0.1,1.1,500,100,150,450,150,7.0,True,385.0928220452666,39.353066930059185,1504.0759593896146,-4227.17754362408,412446
0.1,0.1,3.1,3.1,100,500,250,500,450,7.0,True,392.5606105507677,46.820855435560304,4080.739079973835,-1650.5144230398591,584796
6.1,3.1,8.1,1.1,100,300,350,100,500,9.0,True,381.1059349635201,35.3661798483127,1368.776698186266,-4362.476804827428,40187
7.1,3.1,0.1,3.1,450,250,500,300,250,5.0,True,381.6985698784382,35.958814763230805,1276.5201113603835,-4454.733391653311,54674
0.1,0.1,5.1,4.1,250,400,400,400,250,8.0,False,,,,,
4.1,0.1,2.1,1.1,350,150,300,350,350,10.0,True,382.60316098321664,36.86340586800924,1789.2099377418344,-3942.0435652718597,57346
0.1,4.1,8.1,0.1,400,500,300,500,400,2.0,False,,,,,
7.1,4.1,5.1,0.1,450,150,250,400,150,3.0,True,382.64466497765955,36.90490986245214,1042.8899742642025,-4688.363528749492,78183
6.1,3.1,1.1,2.1,100,250,500,400,350,2.0,True,383.7206876109039,37.98093249569649,2658.08447706516,-3073.169025948534,99411
9.1,1.1,1.1,1.1,350,100,200,100,300,2.0,True,383.6534192377802,37.91366412257281,2287.7561031738296,-3443.4973998398646,98058
2.1,0.1,6.1,4.1,500,250,300,450,150,8.0,True,383.7946280093593,38.05487289415191,1235.3004769351173,-4495.953026078577,217449
9.1,2.1,8.1,3.1,200,450,300,400,350,6.0,True,380.93854505713824,35.19878994193084,1169.7050024297205,-4561.548500583974,44958
0.1,1.1,4.1,0.1,400,300,150,450,200,8.0,True,389.93578530395416,44.19603018874676,2306.283837387251,-3424.969665626443,574334
7.1,0.1,6.1,2.1,350,450,100,250,500,3.0,True,383.3405108796489,37.60075576444149,3043.6076424951316,-2687.6458605185626,79575
6.1,1.1,2.1,4.1,500,450,250,450,100,9.0,True,381.9324600466565,36.1927049314491,478.4032481131726,-5252.850254900522,45134
6.1,1.1,8.1,4.1,150,300,300,250,300,3.0,True,383.50720719082324,37.767452075615836,2138.467012574154,-3592.78649043954,85917
8.1,2.1,6.1,4.1,500,100,350,300,450,7.0,True,380.8362393506163,35.09648423540892,1476.9144434959744,-4254.33905951772,41794
7.1,1.1,0.1,0.1,500,250,100,450,300,1.0,True,387.3739407009083,41.63418558570089,3590.527067019808,-2140.7264359938863,253447
2.1,3.1,6.1,2.1,300,450,150,100,350,6.0,True,382.8401933448233,37.10043822961592,2043.4949323793699,-3687.7585706343243,66353
7.1,2.1,8.1,2.1,150,350,100,100,100,7.0,True,381.81410024665337,36.074345131445966,382.7846995100408,-5348.468803503653,47710
0.1,1.1,8.1,3.1,400,400,200,100,350,4.0,True,388.03855670938407,42.298801594176666,3744.408748191403,-1986.8447548222912,445167
7.1,0.1,8.1,1.1,350,150,350,500,500,4.0,True,382.7503130188084,37.01055790360101,2792.558639201161,-2938.694863812533,65106
3.1,4.1,2.1,2.1,250,350,150,450,350,9.0,True,381.8063700335081,36.06661491830067,1373.1503368755511,-4358.103166138143,46634
2.1,4.1,6.1,4.1,350,500,350,250,300,3.0,True,383.65335848271064,37.91360336750324,2373.3636838603998,-3357.8898191532944,90509
8.1,2.1,5.1,3.1,200,500,300,250,500,6.0,True,381.2091588410931,35.469403725885684,1646.424231042649,-4084.8292719710453,45275
9.1,4.1,8.1,2.1,500,300,400,200,300,8.0,True,378.98038952427345,33.24063440906605,698.8842015039991,-5032.369301509695,37895
6.1,0.1,3.1,0.1,200,450,150,250,500,2.0,False,,,,,
9.1,2.1,4.1,3.1,400,350,350,100,100,5.0,True,381.5066127155331,35.76685760032569,495.46051077632,-5235.792992237374,52318
3.1,2.1,7.1,4.1,300,450,450,500,150,8.0,True,382.5179245970145,36.77816948180708,900.7285899989292,-4830.524913014765,56677
2.1,2.1,8.1,0.1,100,500,250,100,250,10.0,True,382.87676691474303,37.13701179953563,1477.9635018330737,-4253.2900011806205,77308
1.1,4.1,0.1,3.1,100,500,100,400,350,7.0,True,383.3849672991734,37.64521218396601,2135.0398128428496,-3596.2136901708445,101887
0.1,0.1,1.1,4.1,200,150,250,400,150,2.0,True,399.21937606068167,53.47962094547427,3493.349037525739,-2237.9044654879553,751677
5.1,0.1,2.1,2.1,100,400,150,200,200,10.0,True,382.4709677781317,36.73121266292429,879.1889747107634,-4852.064528302931,52785
2.1,2.1,3.1,1.1,100,350,100,150,250,3.0,True,384.90615154038284,39.166396425175435,2099.699414117582,-3631.5540888961123,151482
6.1,2.1,4.1,3.1,200,300,350,150,250,9.0,True,381.54710956927335,35.807354454065944,927.4784025658882,-4803.775100447806,41468
2.1,1.1,4.1,0.1,150,300,300,400,350,10.0,True,383.0642581031656,37.324502987958226,2074.7557915556536,-3656.4977114580406,94159
2.1,3.1,7.1,2.1,500,150,300,500,200,5.0,True,383.1956956625241,37.455940547316686,1504.046353441241,-4227.207149572453,77858
5.1,4.1,0.1,3.1,300,300,100,450,500,8.0,True,381.47521716846416,35.735462053256754,1638.1243726671673,-4093.129130346527,45744
9.1,2.1,4.1,1.1,450,400,250,450,400,3.0,True,382.0240464894019,36.28429137419448,2144.08838475417,-3587.165118259524,64912
8.1,1.1,5.1,3.1,450,400,250,300,450,7.0,False,,,,,
9.1,1.1,4.1,1.1,400,500,100,450,200,5.0,True,381.83411921215696,36.09436409694956,948.0898735773517,-4783.1636294363425,53297
3.1,3.1,8.1,2.1,400,450,150,350,100,6.0,True,382.6866924604472,36.9469373452398,660.1608634931981,-5071.092639520496,65445
6.1,1.1,1.1,2.1,500,450,200,450,250,1.0,True,388.00124411098676,42.26148899577936,3311.1820415965485,-2420.0714614171457,300805
1.1,4.1,1.1,4.1,500,300,100,500,150,8.0,True,382.81272119691715,37.07296608170975,1012.7142610853334,-4718.539241928361,70337
0.1,3.1,9.1,3.1,250,150,300,300,250,1.0,True,392.4262122338578,46.686457118650424,4207.849547534628,-1523.403955479066,549169
1.1,1.1,5.1,0.1,150,400,100,400,300,9.0,True,383.96511813314595,38.22536301793855,2091.850250291216,-3639.403252722478,241037
4.1,3.1,9.1,4.1,150,250,500,400,350,7.0,True,381.9171129386908,36.17735782348342,1580.0375471514126,-4151.215955862282,48465
6.1,2.1,5.1,3.1,500,150,100,500,150,5.0,True,382.33638490531314,36.59662979010574,882.3250400840043,-4848.92846292969,59575
4.1,3.1,7.1,4.1,350,350,450,450,100,10.0,True,381.7050553156377,35.965300200430306,454.03879331015924,-5277.214709703535,42984
0.1,1.1,8.1,2.1,100,300,450,400,250,10.0,True,386.6767623165806,40.937007201373206,2124.7684615454637,-3606.4850414682305,396611
0.1,2.1,6.1,1.1,500,500,400,400,200,5.0,False,,,,,
8.1,0.1,2.1,0.1,250,300,400,200,200,4.0,True,382.7945272369075,37.054772121700125,1315.2130603587866,-4416.040442654908,69983
7.1,3.1,7.1,4.1,200,350,300,100,300,1.0,True,386.47938327968376,40.73962816447636,3208.9871377310337,-2522.2663652826604,199461
3.1,1.1,3.1,4.1,250,250,500,200,250,9.0,True,382.6787873709673,36.93903225575991,1448.4578716825054,-4282.795631331189,58804
7.1,0.1,3.1,3.1,100,500,300,350,150,9.0,True,382.04649373122857,36.306738616021164,649.3601648695694,-5081.893338144125,45799
3.1,2.1,2.1,2.1,200,200,400,350,150,7.0,True,382.74330311045844,37.00354799525104,967.8427272510526,-4763.410775762642,63892
3.1,0.1,2.1,4.1,250,250,500,350,300,8.0,True,383.2154398319846,37.47568471677721,1969.190398403196,-3762.063104610498,99069
5.1,0.1,9.1,0.1,200,350,250,350,350,2.0,True,385.3746803738301,39.63492525862267,3272.9527209710504,-2458.3007820426437,158782
3.1,0.1,7.1,3.1,150,150,150,500,300,3.0,True,385.2363683192785,39.49661320407108,2736.105401154229,-2995.148101859465,220142
6.1,4.1,5.1,0.1,400,250,350,450,400,3.0,True,382.49129157359783,36.75153645839043,2418.876450802578,-3312.3770522111163,73194
9.1,2.1,3.1,1.1,450,250,150,250,300,10.0,True,380.0301543055821,34.29039919037467,702.7998485263379,-5028.453654487356,35796
7.1,1.1,4.1,0.1,450,100,200,100,300,5.0,True,382.2962933855461,36.556538270338706,1615.2067143954482,-4116.046788618246,57737
9.1,4.1,5.1,2.1,100,450,400,400,450,6.0,True,379.6635015049526,33.92374638974519,1109.8770471035969,-4621.376455910097,43073
2.1,1.1,4.1,3.1,150,150,150,250,150,3.0,True,385.4117832952741,39.67202818006672,1599.9751731435172,-4131.278329870177,232827
8.1,4.1,5.1,3.1,150,200,300,500,400,3.0,True,381.67431238247536,35.93455726726796,1866.5749813179427,-3864.6785216957514,63249
0.1,4.1,5.1,2.1,200,450,150,500,150,3.0,True,387.3600146949575,41.6202595797501,1777.3244275084362,-3953.929075505258,268546
6.1,4.1,8.1,0.1,350,200,500,400,300,1.0,True,386.6337899883113,40.89403487310392,3413.4514611894556,-2317.8020418242386,219975
0.1,4.1,5.1,4.1,250,500,400,150,300,6.0,True,384.63964000423505,38.899884889027646,2390.3357912827923,-3340.917711730902,115458
1.1,4.1,0.1,3.1,300,500,250,450,150,8.0,True,383.2291836175679,37.48942850236051,1186.5876424971357,-4544.6658605165585,99673
0.1,0.1,5.1,4.1,450,250,300,300,300,5.0,False,,,,,
5.1,0.1,1.1,1.1,350,200,150,250,200,8.0,True,382.63372583052103,36.89397071531363,1117.3446054327796,-4613.9088975809145,57983
9.1,4.1,6.1,0.1,100,450,250,200,100,1.0,True,387.1393382885538,41.3995831733464,1223.3725356554642,-4507.88096735823,254895
