Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
1.1,3.1,6.1,2.1,100,100,350,150,350,5.0,True,383.62484806818617,37.885092952978766,2435.2025268095604,-3296.050976204134,89825
6.1,1.1,5.1,2.1,100,500,100,350,350,9.0,True,382.04143480319374,36.301679687986336,1032.6981991080975,-4698.555303905597,44812
9.1,1.1,8.1,0.1,300,400,400,300,450,6.0,True,381.34459903781567,35.60484392260827,1669.4311595674371,-4061.822343446257,46350
4.1,0.1,9.1,2.1,400,400,250,350,350,8.0,True,382.8382422597264,37.09848714451903,1987.9273939253762,-3743.326109088318,64544
0.1,0.1,2.1,4.1,500,450,100,350,450,10.0,True,391.71157033117737,45.97181521596997,3757.031278323848,-1974.2222246898464,572586
0.1,3.1,0.1,2.1,150,450,200,250,300,7.0,True,387.54359032489174,41.80383520968434,3047.5710061218124,-2683.682496891882,436187
1.1,0.1,7.1,0.1,300,300,400,200,250,7.0,True,385.0413242089892,39.30156909378178,2306.3738752986974,-3424.879627714997,405381
2.1,3.1,8.1,1.1,100,350,100,200,200,4.0,True,383.89126465216725,38.15150953695985,1437.6990212842793,-4293.554481729415,100588
7.1,4.1,7.1,3.1,300,500,300,400,250,3.0,True,382.14373003986697,36.403974924659565,1475.4298522277531,-4255.823650785941,68381
1.1,0.1,6.1,0.1,400,100,500,400,200,7.0,True,385.06330143842933,39.32354632322193,1943.5370515290997,-3787.7164514845945,409003
4.1,0.1,4.1,0.1,350,200,200,350,200,8.0,True,382.92728354373406,37.18752842852666,1251.245080505556,-4480.008422508138,69529
4.1,3.1,1.1,3.1,200,450,300,400,300,6.0,True,382.22789403774743,36.48813892254003,1542.1913926446578,-4189.062110369036,55455
5.1,2.1,6.1,3.1,450,150,250,350,350,3.0,True,383.2895321268144,37.54977701160698,2486.8321675329935,-3244.4213354807007,81414
9.1,3.1,0.1,2.1,150,150,350,250,450,6.0,True,380.5265456688392,34.78679055363182,1329.742878453544,-4401.51062456015,45291
0.1,0.1,5.1,3.1,450,300,100,350,300,1.0,True,404.5361090392277,58.79635392402031,6416.678464569282,685.4249615555882,751070
4.1,4.1,7.1,0.1,450,500,150,500,500,3.0,True,383.0604171933586,37.3206620781512,3161.759452019265,-2569.494050994429,82006
0.1,1.1,6.1,4.1,250,450,500,100,150,8.0,True,386.56454108652866,40.82478597132126,1497.6835187191318,-4233.569984294562,400407
1.1,1.1,6.1,0.1,500,300,450,150,450,6.0,True,384.4161961107281,38.67644099552069,3645.0409607166657,-2086.2125422970284,253588
3.1,1.1,1.1,3.1,100,150,300,250,450,1.0,True,388.66397769739666,42.92422258218926,5157.544446877029,-573.7090561366649,357072
1.1,1.1,4.1,2.1,400,350,250,300,500,7.0,True,383.87656879380324,38.13681367859584,3351.0474808331055,-2380.2060221805887,174201
4.1,4.1,6.1,4.1,150,100,150,150,400,2.0,True,383.9938454580857,38.25409034287827,2804.056252494658,-2927.197250519036,102293
9.1,1.1,9.1,4.1,400,350,500,500,450,7.0,True,380.968920242668,35.22916512746059,1507.1692729358329,-4224.084230077861,41843
2.1,0.1,6.1,0.1,150,100,300,450,500,6.0,True,384.14497457282215,38.40521945761475,3363.424499246088,-2367.829003767606,225190
8.1,2.1,6.1,2.1,500,250,100,450,500,2.0,False,,,,,
5.1,3.1,2.1,0.1,150,150,500,250,500,6.0,True,381.98594736064723,36.24619224543983,2225.487276377069,-3505.766226636625,53765
5.1,4.1,9.1,1.1,500,300,200,250,100,2.0,True,384.4140655457523,38.67431043054489,989.0943567602226,-4742.159146253472,121714
2.1,1.1,6.1,2.1,350,500,200,100,500,10.0,True,382.8649497813623,37.125194666154925,2546.822330664174,-3184.4311723495202,69351
8.1,3.1,5.1,3.1,350,400,300,150,100,6.0,True,381.10478388145077,35.36502876624337,423.5611658084672,-5307.692337205227,47222
5.1,4.1,8.1,1.1,500,450,500,450,400,6.0,True,381.411209203667,35.6714540884596,1745.3548448918154,-3985.8986581218787,49223
8.1,2.1,6.1,2.1,400,350,100,400,300,7.0,True,381.20044413559776,35.46068902039036,1022.0284009842435,-4709.225102029451,43362
3.1,3.1,9.1,2.1,200,500,350,300,350,10.0,True,381.93538397327825,36.19562885807085,1467.129973618983,-4264.123529394711,45425
5.1,0.1,8.1,4.1,500,450,450,400,250,6.0,True,382.92331482932696,37.18355971411955,1643.4950335051835,-4087.7584695085106,66753
2.1,0.1,8.1,1.1,350,100,100,100,450,1.0,True,390.5220891894222,44.782334074214816,5849.302743924258,118.04924091056364,520380
0.1,3.1,0.1,4.1,150,300,100,250,450,7.0,False,,,,,
3.1,2.1,4.1,0.1,200,500,400,300,400,10.0,True,382.3896134148967,36.6498582996893,1991.4730936465494,-3739.780409367145,55683
4.1,1.1,0.1,3.1,450,350,150,200,500,8.0,True,382.4739472129181,36.73419209771072,2384.87060717601,-3346.3828958376844,54171
7.1,1.1,0.1,1.1,400,400,450,500,200,1.0,True,387.9743286710024,42.23457355579501,2739.1699448945,-2992.083558119194,302774
0.1,3.1,8.1,2.1,250,200,300,150,300,8.0,True,385.15309584570423,39.41334073049683,2370.1828789773717,-3361.0706240363224,151321
0.1,1.1,8.1,1.1,100,450,450,350,500,7.0,True,387.68027608287304,41.940520967665634,4084.792224495177,-1646.4612785185172,427604
7.1,1.1,3.1,0.1,200,250,150,350,500,5.0,True,382.258205184112,36.5184500689046,2116.019725500577,-3615.2337775131173,55935
6.1,3.1,5.1,4.1,100,250,450,300,350,3.0,True,382.64205669535295,36.90230158014555,2109.5870176864264,-3621.6664853272678,72105
0.1,1.1,6.1,2.1,250,250,200,200,300,1.0,True,395.30887719513663,49.56912207992923,5419.704798293926,-311.54870471976847,694417
2.1,0.1,4.1,2.1,150,300,150,300,300,2.0,True,387.44283236632714,41.70307725111974,3567.611282406433,-2163.642220607261,410316
5.1,2.1,8.1,1.1,300,300,300,150,400,8.0,True,381.86782394749054,36.128068832283134,1641.5062761152512,-4089.747226898443,45781
8.1,0.1,3.1,2.1,450,150,450,150,400,4.0,True,382.5280287118042,36.78827359659681,2295.711572512373,-3435.541930501321,62713
6.1,4.1,1.1,1.1,500,150,250,450,300,10.0,True,380.3922488342219,34.6524937190145,891.3160797925084,-4839.937423221186,38453
0.1,3.1,8.1,2.1,200,100,150,400,150,2.0,True,389.6233469217888,43.88359180658142,2212.2672599681973,-3518.986243045497,438427
6.1,4.1,8.1,4.1,100,300,100,100,400,10.0,False,,,,,
6.1,1.1,5.1,3.1,350,500,150,150,350,4.0,True,382.8544732352183,37.11471812001088,2095.1616790145636,-3636.0918239991306,68602
3.1,0.1,3.1,2.1,500,100,200,400,450,1.0,False,,,,,
5.1,2.1,8.1,4.1,200,250,450,150,250,3.0,True,383.4576667006904,37.71791158548302,1906.8844877432712,-3824.369015270423,85958
1.1,2.1,6.1,3.1,100,400,150,450,300,2.0,True,386.66144713296006,40.92169201775266,3168.62311348645,-2562.630389527244,279862
4.1,0.1,7.1,3.1,200,400,450,400,100,6.0,True,383.3873713129632,37.64761619775578,788.2618828899285,-4942.991620123766,91648
5.1,3.1,8.1,3.1,300,250,200,300,150,4.0,True,382.6869727399558,36.94721762474842,985.9489129802023,-4745.304590033492,69701
2.1,4.1,8.1,2.1,150,250,100,500,300,1.0,True,388.3552012575623,42.61544614235493,3579.6925341141177,-2151.5609688995764,326889
