Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
1.1,0.1,6.1,3.1,200,450,500,200,350,2.0,False,,,,,
6.1,1.1,7.1,0.1,500,200,300,300,300,1.0,True,387.7058482764412,41.9660931612338,3781.112772946275,-1950.140730067419,278570
6.1,0.1,7.1,2.1,100,350,450,200,250,2.0,True,385.1975580090112,39.45780289380377,2454.7387581530493,-3276.514744860645,147713
7.1,0.1,6.1,2.1,400,300,100,200,100,3.0,True,383.93600014631596,38.19624503110856,878.8824478209208,-4852.371055192773,101010
7.1,0.1,3.1,2.1,200,450,100,250,400,1.0,True,387.53128106123864,41.79152594603124,4207.404441564926,-1523.8490614487682,256197
2.1,1.1,6.1,4.1,400,300,100,500,250,10.0,True,382.94309104989605,37.20333593468865,1481.698919793882,-4249.554583219812,74681
0.1,2.1,2.1,4.1,400,200,450,500,300,5.0,True,386.5791912634368,40.839436148229424,2999.1546482934064,-2732.098854720288,285712
7.1,0.1,1.1,3.1,150,250,200,100,150,8.0,True,382.1913538981641,36.451598782956694,679.0395524390988,-5052.213950574595,49390
0.1,1.1,7.1,3.1,100,400,150,200,100,1.0,True,397.45199906503296,51.71224394982556,2625.607010958942,-3105.6464920547523,715253
7.1,1.1,2.1,1.1,400,300,450,350,200,9.0,True,381.61504842881715,35.875293313609745,825.8774601404293,-4905.376042873265,41916
0.1,0.1,3.1,2.1,350,450,150,150,300,8.0,True,392.58683108784425,46.847075972636844,3053.1112703478284,-2678.142232665866,587727
9.1,0.1,7.1,2.1,450,450,400,300,100,8.0,True,381.60425131125436,35.86449619604696,437.3411360517857,-5293.912366961908,43577
2.1,2.1,6.1,4.1,450,400,400,400,200,2.0,True,386.0302208058664,40.290465690659005,2381.288343412074,-3349.96515960162,212721
2.1,2.1,8.1,0.1,350,350,100,300,100,8.0,True,383.21902489178973,37.47926977658233,757.1956713836698,-4974.057831630024,95551
6.1,2.1,5.1,2.1,250,200,200,450,250,2.0,True,384.35055312694595,38.61079801173855,2158.3481432523113,-3572.905359761383,112472
1.1,0.1,7.1,3.1,200,150,100,350,350,7.0,True,384.977427605471,39.237672490263606,2746.0240908156557,-2985.2294121980385,396781
6.1,1.1,8.1,0.1,200,250,250,350,200,6.0,True,382.4585257635082,36.71877064830079,1105.7313488541258,-4625.522154159568,58691
3.1,1.1,4.1,3.1,400,250,100,500,350,3.0,True,384.4967709000967,38.75701578488929,2933.9247206238215,-2797.3287823898727,124404
1.1,2.1,3.1,0.1,350,350,300,300,350,3.0,True,385.6702673006796,39.930512185472196,3665.6419867907243,-2065.61151622297,284991
5.1,3.1,3.1,3.1,450,400,250,200,500,8.0,True,381.4086432910408,35.66888817583339,1759.933893301175,-3971.319609712519,42556
6.1,3.1,9.1,2.1,450,500,450,100,200,6.0,True,381.6252525164041,35.88549740119669,968.4138918596727,-4762.839611154021,49718
4.1,2.1,3.1,4.1,450,250,150,350,500,1.0,True,387.0007526884309,41.260997573223506,5128.626761988795,-602.6267410248993,218531
9.1,2.1,3.1,0.1,350,500,100,200,500,8.0,True,380.6007491505674,34.86099403536002,1213.4132421021059,-4517.840260911588,40189
1.1,2.1,0.1,3.1,450,450,200,250,100,3.0,True,386.1984449458046,40.45868983059722,1345.0434898578897,-4386.2100131558045,333828
3.1,1.1,0.1,2.1,450,250,200,350,150,1.0,True,390.6056020676372,44.86584695242982,2690.196763798471,-3041.0567392152234,516688
7.1,1.1,7.1,1.1,100,450,200,250,350,1.0,True,387.30212011766736,41.562365002459956,3711.3441857906582,-2019.909317223036,242228
9.1,2.1,2.1,3.1,200,450,500,300,450,6.0,True,380.7127069596215,34.972951844414126,1474.7821973745013,-4256.471305639193,44229
3.1,1.1,9.1,3.1,500,200,350,500,200,3.0,True,384.6922002463102,38.95244513110282,1995.4121817870036,-3735.8413212266905,141567
3.1,3.1,5.1,0.1,100,450,200,400,450,9.0,True,382.3482353435044,36.608480228297026,1933.751284488826,-3797.502218524868,56935
4.1,4.1,8.1,2.1,350,450,450,400,350,1.0,False,,,,,
6.1,1.1,7.1,2.1,200,200,150,250,200,6.0,True,382.43444237023306,36.694687255025656,1029.2888336902397,-4701.9646693234545,57074
5.1,3.1,9.1,2.1,200,400,100,350,350,1.0,True,387.11794922899264,41.37819411378524,3673.9655087477295,-2057.2879942659647,229901
6.1,0.1,2.1,1.1,350,200,500,150,350,6.0,True,382.5744053190267,36.83465020381931,1951.6643491922587,-3779.5891538214355,58000
