Kh_0,Kh_1,Kv_0,Kv_1,Kh_0_ss,Kv_0_ss,Kh_1_ss,Kv_1_ss,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error
6.1,2.1,4.1,4.1,150,500,200,450,250,2.0,True,384.39392236284954,38.654167247642135,2101.547716959176,-3629.7057860545183,113285
3.1,3.1,6.1,4.1,450,500,150,350,200,6.0,True,382.54638141821465,36.80662630300725,1208.0656160004874,-4523.187887013207,60511
2.1,3.1,6.1,1.1,100,450,450,200,150,3.0,True,384.5294999800807,38.789744864873285,1461.7873492056315,-4269.466153808063,126420
2.1,0.1,9.1,4.1,150,150,450,450,400,9.0,True,383.5339827009199,37.79422758571252,2539.6110625092406,-3191.6424405044536,190880
2.1,0.1,8.1,4.1,500,250,250,350,450,3.0,True,385.6498391829041,39.91008406769669,4186.161920487706,-1545.091582525988,292875
5.1,2.1,8.1,0.1,450,500,200,100,400,9.0,True,381.88340877818814,36.14365366298074,1660.2598304818384,-4070.9936725318557,45962
2.1,1.1,9.1,0.1,350,350,100,250,300,10.0,True,383.0863944056921,37.34663929048469,1841.3397957676061,-3889.913707246088,96528
2.1,4.1,7.1,0.1,250,450,250,400,350,8.0,True,382.61008151884056,36.87032640363316,2040.3106340454542,-3690.94286896824,71275
7.1,4.1,8.1,3.1,200,350,500,350,350,10.0,True,379.543641561785,33.80388644657762,794.5470096282661,-4936.706493385428,35684
3.1,4.1,1.1,0.1,400,450,100,400,500,2.0,True,384.46388697520354,38.724131859996135,3925.7541631769564,-1805.4993398367378,126462
5.1,3.1,4.1,3.1,350,350,300,400,150,8.0,True,381.6488134004341,35.909058285226706,669.8592249435678,-5061.394278070126,45364
8.1,0.1,4.1,0.1,400,300,500,250,200,8.0,True,381.7992920737813,36.059536958573915,895.045020137768,-4836.208482875926,44646
1.1,4.1,9.1,1.1,350,400,200,300,300,2.0,False,,,,,
9.1,0.1,7.1,1.1,350,300,200,100,500,2.0,True,383.6066793958555,37.86692428064811,3382.069635170832,-2349.183867842862,93193
3.1,2.1,9.1,0.1,250,500,400,250,250,5.0,True,383.3495086159183,37.609753500710895,1876.8264537214127,-3854.4270492922815,87158
9.1,0.1,9.1,4.1,250,450,300,400,350,9.0,True,381.3931003894657,35.6533452742583,1107.468110521062,-4623.785392492632,39327
5.1,0.1,0.1,3.1,150,200,300,250,500,7.0,True,382.66532423528014,36.92556912007274,2363.516146574955,-3367.737356438739,57526
2.1,0.1,7.1,3.1,200,400,350,250,150,6.0,True,384.3126132051542,38.572858089946806,1373.581696396148,-4357.671806617546,249588
7.1,4.1,5.1,3.1,450,450,150,200,150,8.0,True,380.338652960847,34.59889784563961,475.3314405418132,-5255.922062471881,40376
7.1,4.1,9.1,0.1,150,150,450,200,300,1.0,True,386.38004892773085,40.64029381252345,3197.5969760850858,-2533.6565269286084,205999
8.1,3.1,1.1,1.1,200,350,100,250,250,10.0,True,380.4077015307132,34.66794641550581,506.27722259970324,-5224.976280413991,36889
9.1,4.1,5.1,1.1,350,500,200,250,400,5.0,False,,,,,
6.1,0.1,4.1,4.1,400,250,500,450,300,9.0,False,,,,,
8.1,2.1,7.1,3.1,500,350,200,250,300,5.0,True,381.57559490728875,35.835839792081345,1357.0970297331514,-4374.156473280543,51281
6.1,3.1,7.1,2.1,300,200,400,100,400,2.0,True,383.5122904994179,37.77253538421047,2936.9201727082545,-2794.3333303054396,94428
7.1,2.1,3.1,2.1,150,200,450,150,500,6.0,True,381.522687739413,35.782932624205614,1849.7510712950607,-3881.5024317186335,47007
7.1,1.1,1.1,3.1,100,300,500,100,300,7.0,True,381.8522332958778,36.112478180670394,1268.6947277100116,-4462.5587753036825,47092
5.1,0.1,7.1,0.1,350,350,300,350,300,7.0,True,382.71953487227654,36.97977975706914,1718.5304076735338,-4012.7230953401604,60028
4.1,4.1,0.1,1.1,300,400,450,250,250,5.0,False,,,,,
0.1,4.1,0.1,2.1,500,450,500,350,400,2.0,False,,,,,
2.1,1.1,8.1,0.1,400,250,250,450,250,10.0,True,383.0817190433214,37.34196392811401,1649.213402295587,-4082.040100718107,96848
5.1,4.1,3.1,2.1,500,400,350,350,400,10.0,True,380.6824159080339,34.94266079282647,1237.270152382407,-4493.983350631287,38552
8.1,1.1,4.1,4.1,350,200,450,350,200,1.0,True,387.52262342015456,41.78286830494716,2602.1630294123606,-3129.0904736013335,265468
1.1,4.1,5.1,2.1,100,450,350,200,100,7.0,True,383.0092318038304,37.269476688623,710.0145927294798,-5021.238910284214,75566
0.1,2.1,1.1,4.1,100,300,150,150,250,5.0,False,,,,,
6.1,3.1,6.1,2.1,450,400,200,250,450,9.0,False,,,,,
1.1,4.1,9.1,2.1,500,500,250,100,450,2.0,True,384.9966032685162,39.256848153308795,4016.7464854216087,-1714.5070175920855,131385
4.1,0.1,8.1,4.1,350,200,150,300,100,3.0,True,385.0186939196543,39.27893880444691,1085.7749142925168,-4645.478588721177,185827
5.1,1.1,6.1,2.1,350,250,500,200,150,4.0,True,383.34571826468954,37.605963149482136,1190.1996490958627,-4541.0538539178315,81749
2.1,2.1,1.1,0.1,200,300,500,350,100,8.0,True,383.1922427620365,37.45248764682913,785.05535220413,-4946.198150809564,94583
3.1,1.1,9.1,4.1,100,250,500,300,350,3.0,True,384.48264968686016,38.742894571652755,2941.384197709762,-2789.8693053039324,123866
1.1,2.1,6.1,2.1,450,150,500,300,400,2.0,True,386.1877769923894,40.448021877181986,4218.8245182525425,-1512.4289847611517,233556
6.1,4.1,6.1,1.1,450,500,200,400,350,2.0,True,383.3258948686546,37.586139753447185,2569.9504837944405,-3161.3030192192537,94231
2.1,4.1,0.1,1.1,400,100,300,350,300,3.0,True,384.16962379176,38.42986867655259,2658.9074242331553,-3072.346078780539,119567
9.1,4.1,7.1,2.1,300,350,450,300,400,1.0,True,384.9267657396587,39.18701062445132,3571.7728878141206,-2159.4806151995735,152370
8.1,4.1,5.1,3.1,200,350,300,100,200,4.0,True,381.3771937234228,35.637438608215405,926.3340104662784,-4804.919492547416,56475
6.1,2.1,1.1,1.1,250,500,250,200,150,9.0,True,381.6639779104472,35.924222795239814,611.7246597790145,-5119.52884323468,43380
5.1,1.1,9.1,4.1,150,200,200,100,300,8.0,True,382.28815647130966,36.54840135610226,1305.4032110119588,-4425.850292001735,49984
8.1,2.1,7.1,3.1,100,450,400,250,250,6.0,True,381.4278234067264,35.688068291519016,990.0184153407608,-4741.235087672933,47301
8.1,1.1,8.1,1.1,200,350,200,400,100,2.0,True,384.5709860735533,38.831230958345884,958.0189856775978,-4773.234517336096,124715
5.1,1.1,5.1,0.1,300,250,250,400,250,3.0,True,383.97370835397817,38.233953238770766,2072.1092872343143,-3659.14421577938,101172
0.1,3.1,4.1,4.1,500,400,250,150,100,8.0,True,385.0701614303894,39.33040631518202,909.4502514759515,-4821.803251537743,149165
1.1,0.1,7.1,0.1,100,200,150,150,150,1.0,True,394.5943729766793,48.85461786147192,3493.178761598596,-2238.0747414150983,721037
8.1,0.1,4.1,1.1,100,500,450,150,400,9.0,True,381.65644040477895,35.91668528957155,1344.3250249953708,-4386.928478018323,40829
6.1,1.1,6.1,2.1,150,500,450,200,350,9.0,True,381.82881606043907,36.089060945231665,1361.3088581635966,-4369.944644850098,42829
9.1,3.1,1.1,3.1,350,400,400,400,500,4.0,True,380.87837531370735,35.13862019849995,1938.1616299388697,-3793.0918730748244,52832
2.1,2.1,0.1,2.1,350,100,400,100,450,4.0,True,383.937375742749,38.197620627541596,3447.4900721148297,-2283.7634308988645,110380
5.1,2.1,3.1,0.1,150,500,200,500,350,8.0,True,382.1063405326524,36.36658541744498,1462.0564714616921,-4269.197031552002,50196
5.1,1.1,9.1,0.1,150,300,250,350,450,4.0,True,383.17849013880107,37.438735023593665,2665.053056394041,-3066.200446619653,75249
1.1,3.1,8.1,3.1,250,100,500,300,500,8.0,True,382.7683861026266,37.028630987419206,2720.6151146239135,-3010.6383883897806,61931
6.1,2.1,7.1,0.1,300,350,350,500,150,6.0,True,382.2029900709106,36.46323495570317,848.448226568813,-4882.805276444881,56604
6.1,2.1,7.1,0.1,100,450,250,350,500,2.0,True,384.0312724272632,38.29151731205582,3395.50060195438,-2335.7529010593144,104592
2.1,0.1,3.1,3.1,450,350,400,400,150,9.0,False,,,,,
0.1,4.1,9.1,4.1,200,350,300,100,450,3.0,True,385.7090281699336,39.969273054726216,3811.6711763024796,-1919.5823267112146,154154
4.1,3.1,4.1,1.1,300,500,400,100,450,5.0,True,382.3036194141102,36.563864298902786,2350.0047976534697,-3381.2487053602244,58497
3.1,2.1,8.1,4.1,100,500,450,200,300,3.0,True,384.1031529026297,38.36339778742229,2441.964757724825,-3289.288745288869,101975
1.1,2.1,6.1,0.1,500,100,400,200,400,2.0,True,386.8279158700609,41.088160754853504,4594.115287727647,-1137.138215286047,341144
7.1,2.1,0.1,3.1,300,500,350,100,500,7.0,True,381.43563179718103,35.69587668197363,1788.3302945826435,-3942.9232084310506,44932
5.1,4.1,7.1,4.1,350,150,400,250,300,10.0,True,380.7118860263549,34.972130911147474,936.9502255709231,-4794.303277442771,37914
2.1,4.1,6.1,2.1,250,250,450,250,100,6.0,True,382.7071970049231,36.9674418897157,695.8730194281889,-5035.380483585505,68354
7.1,0.1,9.1,3.1,250,350,350,400,500,6.0,True,382.2390297990662,36.4992746838588,2242.180547325115,-3489.072955688579,51748
6.1,1.1,0.1,3.1,300,100,350,500,450,8.0,True,381.92471727011576,36.18496215490836,1827.945017074293,-3903.308485939401,45570
0.1,0.1,6.1,0.1,350,500,300,200,400,5.0,True,396.6142776583028,50.874522543095395,4595.770513915981,-1135.4829890977135,604735
3.1,3.1,1.1,2.1,500,200,250,200,350,2.0,True,384.73061270824303,38.99085759303563,3204.9627616547223,-2526.290741358972,123779
