Kh_0,Kh_1,Kv_0,Kv_1,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error,Kv_1_ss,Kv_0_ss,Kh_1_ss,Kh_0_ss,results_weighted_RMSE
2.1,4.1,9.1,4.1,350.0,6.0,True,382.4680894987652,1.9497791352825402,1807.268528339104,-3923.9849746745904,58971.0,500.0,250.0,150.0,250.0,0.6891592924465286
8.1,2.1,1.1,4.1,250.0,9.0,True,380.794325837776,0.27601547429333095,759.4557924705441,-4971.79771054315,38557.0,450.0,100.0,350.0,250.0,0.8690027878817034
6.1,2.1,8.1,0.1,150.0,10.0,True,381.66266634624577,1.144355982763102,612.6704441395341,-5118.58305887416,43001.0,300.0,250.0,400.0,150.0,0.8949337130980449
2.1,1.1,3.1,4.1,150.0,5.0,True,384.07859525160274,3.5602848881200657,1279.2081703891745,-4452.04533262452,140610.0,200.0,400.0,200.0,150.0,0.7990412429592637
8.1,0.1,5.1,3.1,250.0,6.0,True,382.1288467452344,1.6105363817517286,1244.7413990177738,-4486.51210399592,52171.0,100.0,400.0,400.0,250.0,0.7858944888524756
1.1,3.1,9.1,2.1,200.0,9.0,True,382.8773084393392,2.358998075856505,1303.6854435071436,-4427.568059506551,67779.0,400.0,350.0,250.0,450.0,0.7777948373755128
6.1,4.1,7.1,1.1,400.0,10.0,False,,,,,,350.0,350.0,300.0,150.0,
7.1,4.1,4.1,2.1,300.0,1.0,True,385.99365905083147,5.475348687348799,3219.5859921012743,-2511.66751091242,182867.0,200.0,350.0,500.0,450.0,0.5013885335725763
9.1,1.1,1.1,4.1,500.0,1.0,True,385.6270867102956,5.108776346812931,4481.045027260436,-1250.2084757532584,161912.0,250.0,450.0,300.0,300.0,0.30678751120844777
4.1,4.1,4.1,0.1,200.0,8.0,True,381.93708285772897,1.4187724942462978,1060.702848788409,-4670.550654225285,53137.0,400.0,450.0,500.0,500.0,0.8179924969612202
4.1,4.1,0.1,3.1,350.0,4.0,True,382.606172213928,2.0878618504453357,2219.867246143229,-3511.3862568704653,70879.0,350.0,200.0,400.0,400.0,0.6199046641009017
0.1,2.1,8.1,3.1,400.0,5.0,True,386.182458044018,5.664147680535336,3601.045840145409,-2130.2076628682853,257998.0,450.0,500.0,500.0,350.0,0.5060287904950757
9.1,1.1,1.1,2.1,150.0,8.0,False,,,,,,400.0,250.0,450.0,450.0,
1.1,2.1,0.1,0.1,400.0,9.0,True,383.53140919243725,3.0130988289545826,2796.2375080710626,-2935.015994942632,165921.0,100.0,150.0,200.0,350.0,0.5576684984033222
4.1,0.1,8.1,1.1,150.0,9.0,True,382.8291490826862,2.3108387192035025,886.1918063496996,-4845.061696663995,66443.0,150.0,350.0,150.0,250.0,0.8500015794782946
7.1,1.1,6.1,4.1,250.0,9.0,True,381.634864108362,1.1165537448793543,909.1183008452643,-4822.13520216843,41188.0,350.0,100.0,200.0,300.0,0.8431611130604678
1.1,3.1,9.1,3.1,300.0,7.0,True,383.0797913415808,2.561480978098132,1930.409071840288,-3800.844431173407,71464.0,300.0,150.0,200.0,350.0,0.6699861262601083
0.1,3.1,7.1,1.1,100.0,4.0,True,387.84141312691634,7.323102763433667,1273.2888279705658,-4457.964675043128,344537.0,450.0,150.0,200.0,200.0,0.9029340409641418
2.1,4.1,6.1,2.1,150.0,3.0,True,384.09116935046814,3.572858986985466,1333.6348597895558,-4397.618643224138,106024.0,400.0,350.0,350.0,100.0,0.7802058780814791
1.1,2.1,3.1,4.1,450.0,3.0,True,384.9079429679968,4.389632604514134,3821.271156202274,-1909.98234681142,153886.0,400.0,100.0,150.0,450.0,0.3912361421210183
8.1,2.1,6.1,2.1,300.0,9.0,True,380.7765054011282,0.2581950376455211,850.4321294017427,-4880.821373611952,38233.0,100.0,150.0,100.0,450.0,0.8531314139429981
3.1,4.1,6.1,3.1,250.0,9.0,True,381.81030552822966,1.291995164746993,1013.400433092771,-4717.853069920923,46009.0,100.0,300.0,100.0,300.0,0.8254572837759253
2.1,4.1,9.1,0.1,300.0,4.0,True,383.6284433174959,3.1101329540132383,2460.9211575958616,-3270.3323454178326,105552.0,200.0,300.0,400.0,450.0,0.5876790325393971
0.1,1.1,4.1,0.1,450.0,4.0,False,,,,,,200.0,300.0,300.0,300.0,
4.1,2.1,3.1,1.1,400.0,1.0,False,,,,,,350.0,500.0,150.0,500.0,
0.1,2.1,3.1,2.1,350.0,1.0,True,393.1416866408231,12.623376277340412,5502.6564184038725,-228.59708460982165,590318.0,350.0,450.0,100.0,400.0,0.7866764301996585
0.1,0.1,6.1,4.1,500.0,8.0,True,391.7612001679454,11.24288980446272,4243.950684778218,-1487.3028182354765,575635.0,250.0,400.0,150.0,300.0,0.808773586909448
2.1,3.1,9.1,3.1,400.0,9.0,True,382.3123370361749,1.7940266726922118,1869.0302825570689,-3862.223220456625,51566.0,250.0,300.0,300.0,200.0,0.6773839522271361
4.1,0.1,1.1,4.1,350.0,1.0,True,389.1581586798381,8.639848316355426,4618.694599153387,-1112.5589038603075,404163.0,400.0,250.0,200.0,250.0,0.5718631230557626
9.1,3.1,0.1,0.1,450.0,4.0,True,381.37554870181776,0.8572383383350939,1850.1822656895963,-3881.0712373240976,55705.0,300.0,300.0,100.0,500.0,0.6812195624164032
1.1,1.1,9.1,2.1,200.0,8.0,True,383.8312044552048,3.3128940917221144,1607.0994675118272,-4124.154035501867,185598.0,400.0,400.0,500.0,300.0,0.7607850188026997
9.1,4.1,2.1,1.1,350.0,10.0,True,378.8224145834348,-1.695895780047863,564.7059205576079,-5166.547582456086,34988.0,350.0,400.0,400.0,100.0,0.902679804608582
8.1,2.1,5.1,4.1,250.0,3.0,True,382.5573025289896,2.0389921655069543,1579.9861524854932,-4151.267350528201,72038.0,150.0,150.0,500.0,150.0,0.7306473750692078
8.1,3.1,6.1,4.1,300.0,7.0,True,380.5754645791786,0.05715421569590262,903.2105332260109,-4828.042969787683,41867.0,350.0,250.0,150.0,350.0,0.8442437029611306
5.1,1.1,2.1,4.1,400.0,1.0,True,387.5872568889578,7.068946525475155,4594.732827538712,-1136.5206754749825,260404.0,200.0,350.0,100.0,500.0,0.39946197257100724
8.1,3.1,8.1,0.1,400.0,6.0,False,,,,,,150.0,300.0,100.0,350.0,
7.1,1.1,1.1,1.1,100.0,7.0,True,381.9737700446744,1.4554596811917122,511.5391411721576,-5219.714361841537,49534.0,250.0,150.0,250.0,450.0,0.9131323930260321
2.1,3.1,1.1,3.1,350.0,8.0,True,382.50506652364135,1.9867561601586772,1894.657194440748,-3836.5963085729454,58201.0,400.0,100.0,450.0,150.0,0.6738956377974276
5.1,2.1,0.1,2.1,400.0,8.0,True,382.0246343953441,1.5063240318614248,1624.1014113018755,-4107.152091711819,48594.0,350.0,500.0,150.0,250.0,0.7195419000913925
2.1,1.1,6.1,3.1,500.0,5.0,True,383.7123686168946,3.1940582534119244,3424.556078136724,-2306.69742487697,103136.0,450.0,200.0,350.0,450.0,0.4252838855016002
0.1,0.1,0.1,3.1,400.0,8.0,True,394.9085483970794,14.390238033596745,3850.974619014625,-1880.278883999069,586998.0,500.0,350.0,450.0,200.0,0.8475377445022687
1.1,4.1,1.1,1.1,350.0,3.0,True,384.4804845999397,3.962174236457031,2929.870806102146,-2801.382696911548,122546.0,450.0,150.0,200.0,200.0,0.5153429775237448
3.1,4.1,5.1,3.1,250.0,5.0,True,382.4394339914859,1.9211236280032153,1488.645562364254,-4242.60794064944,62430.0,350.0,450.0,200.0,400.0,0.7449156566251276
5.1,1.1,4.1,3.1,250.0,6.0,False,,,,,,500.0,250.0,200.0,250.0,
1.1,4.1,8.1,0.1,250.0,6.0,True,383.6925325001548,3.1742221366721424,2076.1145897540555,-3655.138913259639,132586.0,150.0,200.0,350.0,200.0,0.6617286089689856
9.1,0.1,7.1,1.1,150.0,10.0,True,381.4213818891881,0.9030715257054567,501.10087884323,-5230.152624170464,38534.0,250.0,250.0,400.0,100.0,0.9140074519671813
