Kh_0,Kh_1,Kv_0,Kv_1,C_spring,C_creek,success,mrsw_head,mrsw_error,bs_q,bs_error,head_above_surface_error,Kv_1_ss,Kv_0_ss,Kh_1_ss,Kh_0_ss,results_weighted_RMSE
8.1,2.1,9.1,1.1,450.0,10.0,False,,,,,,300.0,200.0,200.0,400.0,
7.1,4.1,1.1,4.1,250.0,3.0,True,382.1142677267635,1.5959573632808315,1536.8975186770986,-4194.355984336596,68479.0,250.0,450.0,400.0,500.0,0.7374943256493702
6.1,0.1,1.1,2.1,350.0,8.0,True,382.271938875342,1.7536285118593469,1641.3417641542328,-4089.911738859461,49586.0,250.0,400.0,150.0,500.0,0.7166700638287542
8.1,0.1,5.1,3.1,150.0,9.0,True,381.76300071251137,1.2446903490287013,611.0063799151249,-5120.247123098569,42665.0,250.0,250.0,450.0,100.0,0.8951959658167762
2.1,2.1,0.1,2.1,400.0,8.0,True,382.9257372940437,2.40742693056103,2509.417410119728,-3221.8360928939665,73602.0,450.0,500.0,300.0,500.0,0.5706432262048615
2.1,3.1,0.1,0.1,250.0,9.0,True,382.7792487569699,2.2609383934872085,1614.4013361672987,-4116.852166846395,77510.0,400.0,300.0,250.0,350.0,0.7256971429446094
2.1,0.1,5.1,3.1,200.0,6.0,True,384.275031309068,3.756720945585357,1760.5537092543382,-3970.699793759356,243485.0,100.0,200.0,250.0,350.0,0.7647987311800958
9.1,3.1,2.1,2.1,300.0,3.0,False,,,,,,150.0,250.0,450.0,100.0,
3.1,4.1,0.1,2.1,400.0,2.0,True,384.6624681090093,4.144157745526627,3258.695181177201,-2472.5583218364927,130321.0,500.0,400.0,100.0,250.0,0.46504732442115754
9.1,4.1,7.1,3.1,150.0,10.0,True,378.7107210069292,-1.8075893565534784,284.16077684659103,-5447.092726167103,34462.0,400.0,300.0,450.0,200.0,0.9515350519044004
3.1,2.1,7.1,2.1,450.0,6.0,True,382.8685205029924,2.350210139509727,2125.1969346788537,-3606.05656833484,64187.0,500.0,350.0,100.0,150.0,0.6349843173382762
4.1,0.1,6.1,4.1,300.0,3.0,True,384.6637185725601,4.145408209077402,2660.440947710522,-3070.8125553031723,144120.0,300.0,300.0,150.0,350.0,0.5691465594175671
8.1,4.1,5.1,2.1,200.0,8.0,True,379.7654211263824,-0.7528892371002485,545.4155413747358,-5185.837961638958,39350.0,350.0,150.0,300.0,300.0,0.9063486824343782
0.1,1.1,5.1,4.1,300.0,9.0,True,386.2989970026408,5.780686639158148,2510.770469666124,-3220.48303334757,383410.0,400.0,450.0,350.0,200.0,0.7588867315852106
0.1,2.1,8.1,2.1,250.0,9.0,True,385.721603537318,5.203293173835334,2104.0056341688323,-3627.247868844862,239771.0,300.0,400.0,450.0,200.0,0.7087938389789252
8.1,0.1,7.1,3.1,450.0,2.0,True,383.9677243163053,3.449413952822624,3409.9176516234584,-2321.335851390236,100327.0,150.0,200.0,450.0,300.0,0.4265325577636665
8.1,2.1,0.1,4.1,150.0,6.0,True,381.6888111004641,1.1705007369814098,654.7882450635661,-5076.465257950128,50308.0,300.0,200.0,150.0,250.0,0.8882791901826882
3.1,4.1,8.1,2.1,100.0,1.0,False,,,,,,400.0,150.0,450.0,150.0,
4.1,3.1,6.1,4.1,300.0,9.0,True,381.7327533470359,1.2144429835532264,1201.98126424379,-4529.272238769904,43512.0,450.0,200.0,250.0,300.0,0.7923976741036559
1.1,3.1,7.1,3.1,200.0,4.0,True,384.1602685356567,3.641958172174043,1744.909906811823,-3986.343596201871,109572.0,100.0,300.0,200.0,300.0,0.7107060102641283
2.1,0.1,5.1,2.1,300.0,9.0,True,383.5741050169868,3.0557946535041083,2041.8870562096129,-3689.3664468040815,196920.0,100.0,100.0,200.0,350.0,0.6949931766493954
1.1,0.1,0.1,1.1,150.0,7.0,True,385.0928220452666,4.5745116817839175,1504.0759593896146,-4227.17754362408,412446.0,450.0,100.0,150.0,500.0,0.9192044416411902
0.1,0.1,3.1,3.1,450.0,7.0,True,392.5606105507677,12.042300187285036,4080.739079973835,-1650.5144230398591,584796.0,500.0,500.0,250.0,100.0,0.8298382452986983
6.1,3.1,8.1,1.1,500.0,9.0,True,381.1059349635201,0.5876246000374294,1368.776698186266,-4362.476804827428,40187.0,100.0,300.0,350.0,100.0,0.7630482917012271
7.1,3.1,0.1,3.1,250.0,5.0,True,381.6985698784382,1.1802595149555373,1276.5201113603837,-4454.733391653311,54674.0,300.0,250.0,500.0,450.0,0.7806691662970398
0.1,0.1,5.1,4.1,250.0,8.0,False,,,,,,400.0,400.0,400.0,250.0,
4.1,0.1,2.1,1.1,350.0,10.0,True,382.60316098321664,2.0848506197339702,1789.2099377418344,-3942.04356527186,57346.0,350.0,150.0,300.0,350.0,0.6920510261315788
0.1,4.1,8.1,0.1,400.0,2.0,False,,,,,,500.0,500.0,300.0,400.0,
7.1,4.1,5.1,0.1,150.0,3.0,True,382.6446649776596,2.1263546141769325,1042.8899742642025,-4688.363528749492,78183.0,400.0,150.0,250.0,450.0,0.8246332275670744
6.1,3.1,1.1,2.1,350.0,2.0,True,383.7206876109039,3.202377247421225,2658.08447706516,-3073.169025948534,99411.0,400.0,250.0,500.0,100.0,0.5523302360983969
9.1,1.1,1.1,1.1,300.0,2.0,True,383.6534192377802,3.1351088742975435,2287.7561031738296,-3443.497399839865,98058.0,100.0,100.0,200.0,350.0,0.6148689874734872
2.1,0.1,6.1,4.1,150.0,8.0,True,383.7946280093593,3.276317645876645,1235.300476935117,-4495.953026078577,217449.0,450.0,250.0,300.0,500.0,0.836099482753111
9.1,2.1,8.1,3.1,350.0,6.0,True,380.93854505713824,0.42023469365557276,1169.7050024297205,-4561.548500583974,44958.0,400.0,450.0,300.0,200.0,0.7981504221185466
0.1,1.1,4.1,0.1,200.0,8.0,True,389.93578530395416,9.417474940471493,2306.283837387251,-3424.969665626443,574334.0,450.0,300.0,150.0,400.0,0.970043706377403
7.1,0.1,6.1,2.1,500.0,3.0,True,383.3405108796489,2.8222005161662196,3043.607642495132,-2687.6458605185626,79575.0,250.0,450.0,100.0,350.0,0.4807924711030683
6.1,1.1,2.1,4.1,100.0,9.0,True,381.9324600466565,1.4141496831738323,478.4032481131726,-5252.850254900522,45134.0,450.0,450.0,250.0,500.0,0.9184976956549538
6.1,1.1,8.1,4.1,300.0,3.0,True,383.5072071908232,2.988896827340511,2138.467012574154,-3592.78649043954,85917.0,250.0,300.0,300.0,150.0,0.6372501389566742
8.1,2.1,6.1,4.1,450.0,7.0,True,380.8362393506163,0.317928987133655,1476.9144434959744,-4254.33905951772,41794.0,300.0,100.0,350.0,500.0,0.7443831041515454
7.1,1.1,0.1,0.1,300.0,1.0,True,387.3739407009083,6.855630337425623,3590.527067019808,-2140.7264359938863,253447.0,450.0,250.0,100.0,500.0,0.5034086343611965
2.1,3.1,6.1,2.1,350.0,6.0,True,382.8401933448233,2.32188298134065,2043.4949323793696,-3687.758570634324,66353.0,100.0,450.0,150.0,300.0,0.6494969207166085
7.1,2.1,8.1,2.1,100.0,7.0,True,381.81410024665337,1.2957898831706984,382.7846995100408,-5348.468803503653,47710.0,100.0,350.0,100.0,150.0,0.9353711462544755
0.1,1.1,8.1,3.1,350.0,4.0,True,388.03855670938407,7.520246345901398,3744.408748191403,-1986.8447548222912,445167.0,100.0,400.0,200.0,400.0,0.6862776459274308
7.1,0.1,8.1,1.1,500.0,4.0,True,382.7503130188084,2.2320026553257435,2792.558639201161,-2938.694863812533,65106.0,500.0,150.0,350.0,350.0,0.5200393919143034
3.1,4.1,2.1,2.1,350.0,9.0,True,381.8063700335081,1.2880596700254046,1373.1503368755511,-4358.103166138143,46634.0,450.0,350.0,150.0,250.0,0.7629418925015222
2.1,4.1,6.1,4.1,300.0,3.0,True,383.6533584827106,3.1350481192279176,2373.3636838604,-3357.8898191532944,90509.0,250.0,500.0,350.0,350.0,0.5981813135731862
8.1,2.1,5.1,3.1,500.0,6.0,True,381.2091588410931,0.690848477610416,1646.424231042649,-4084.829271971045,45275.0,250.0,500.0,300.0,200.0,0.715269226854104
9.1,4.1,8.1,2.1,300.0,8.0,True,378.9803895242735,-1.5379208392091641,698.8842015039991,-5032.369301509695,37895.0,200.0,300.0,400.0,500.0,0.8795113547309881
6.1,0.1,3.1,0.1,500.0,2.0,False,,,,,,250.0,450.0,150.0,200.0,
9.1,2.1,4.1,3.1,100.0,5.0,True,381.5066127155331,0.9883023520504253,495.46051077632,-5235.792992237374,52318.0,100.0,350.0,350.0,400.0,0.9161998682944517
3.1,2.1,7.1,4.1,150.0,8.0,True,382.5179245970145,1.9996142335318154,900.7285899989292,-4830.524913014765,56677.0,500.0,450.0,450.0,300.0,0.8462182795346856
2.1,2.1,8.1,0.1,250.0,10.0,True,382.87676691474303,2.3584565512603604,1477.9635018330737,-4253.2900011806205,77308.0,100.0,500.0,250.0,100.0,0.7492337775681442
1.1,4.1,0.1,3.1,350.0,7.0,True,383.3849672991734,2.8666569356907416,2135.0398128428496,-3596.2136901708445,101887.0,400.0,500.0,100.0,100.0,0.6419782450525507
0.1,0.1,1.1,4.1,150.0,2.0,True,399.21937606068167,18.701065697199,3493.349037525739,-2237.904465487956,751677.0,400.0,150.0,250.0,200.0,1.0742165884602923
5.1,0.1,2.1,2.1,200.0,10.0,True,382.4709677781317,1.9526574146490248,879.1889747107634,-4852.064528302931,52785.0,200.0,400.0,150.0,100.0,0.8495176081090061
2.1,2.1,3.1,1.1,250.0,3.0,True,384.9061515403829,4.387841176900224,2099.699414117582,-3631.554088896112,151482.0,150.0,350.0,100.0,100.0,0.6649867267844679
6.1,2.1,4.1,3.1,250.0,9.0,True,381.54710956927335,1.0287992057906763,927.4784025658882,-4803.775100447806,41468.0,150.0,300.0,350.0,200.0,0.8399880036755495
2.1,1.1,4.1,0.1,350.0,10.0,True,383.0642581031656,2.5459477396829584,2074.7557915556536,-3656.4977114580406,94159.0,400.0,300.0,300.0,150.0,0.6501968774867628
2.1,3.1,7.1,2.1,200.0,5.0,True,383.1956956625241,2.6773852990414184,1504.046353441241,-4227.207149572453,77858.0,500.0,150.0,300.0,500.0,0.7448350032761566
5.1,4.1,0.1,3.1,500.0,8.0,True,381.47521716846416,0.956906804981486,1638.124372667167,-4093.129130346527,45744.0,450.0,300.0,100.0,300.0,0.7167670360451349
9.1,2.1,4.1,1.1,400.0,3.0,True,382.0240464894019,1.5057361259192135,2144.08838475417,-3587.165118259524,64912.0,450.0,400.0,250.0,450.0,0.6318315066718024
8.1,1.1,5.1,3.1,450.0,7.0,False,,,,,,300.0,400.0,250.0,450.0,
9.1,1.1,4.1,1.1,200.0,5.0,True,381.83411921215696,1.315808848674294,948.0898735773516,-4783.163629436343,53297.0,450.0,500.0,100.0,400.0,0.8375863148260537
3.1,3.1,8.1,2.1,100.0,6.0,True,382.6866924604472,2.1683820969645353,660.1608634931981,-5071.092639520496,65445.0,350.0,450.0,150.0,400.0,0.8891013931880993
6.1,1.1,1.1,2.1,250.0,1.0,True,388.0012441109868,7.482933747504148,3311.1820415965485,-2420.0714614171457,300805.0,450.0,450.0,200.0,500.0,0.5819628858294611
1.1,4.1,1.1,4.1,150.0,8.0,True,382.8127211969172,2.29441083343454,1012.7142610853334,-4718.539241928361,70337.0,500.0,300.0,100.0,500.0,0.8286171992750315
0.1,3.1,9.1,3.1,250.0,1.0,True,392.4262122338578,11.907901870375156,4207.849547534628,-1523.403955479066,549169.0,300.0,150.0,300.0,250.0,0.7777485601922324
1.1,1.1,5.1,0.1,300.0,9.0,True,383.965118133146,3.4468077696633372,2091.850250291216,-3639.403252722478,241037.0,400.0,400.0,100.0,150.0,0.7113713174443115
4.1,3.1,9.1,4.1,350.0,7.0,True,381.9171129386908,1.3988025752081512,1580.0375471514126,-4151.215955862282,48465.0,400.0,250.0,500.0,150.0,0.7271826892874634
6.1,2.1,5.1,3.1,150.0,5.0,True,382.33638490531314,1.8180745418304696,882.3250400840043,-4848.92846292969,59575.0,500.0,150.0,100.0,500.0,0.8497643543256264
4.1,3.1,7.1,4.1,100.0,10.0,True,381.7050553156377,1.1867449521550384,454.0387933101592,-5277.214709703535,42984.0,450.0,350.0,450.0,350.0,0.9225560238752769
0.1,1.1,8.1,2.1,250.0,10.0,True,386.6767623165806,6.158451953097938,2124.768461545464,-3606.485041468231,396611.0,400.0,300.0,450.0,100.0,0.82120269929201
0.1,2.1,6.1,1.1,200.0,5.0,False,,,,,,400.0,500.0,400.0,500.0,
8.1,0.1,2.1,0.1,200.0,4.0,True,382.7945272369075,2.2762168734248576,1315.2130603587866,-4416.040442654908,69983.0,200.0,300.0,400.0,250.0,0.7761413525050256
7.1,3.1,7.1,4.1,300.0,1.0,True,386.47938327968376,5.96107291620109,3208.9871377310337,-2522.2663652826604,199461.0,100.0,350.0,300.0,200.0,0.5140730557872429
3.1,1.1,3.1,4.1,250.0,9.0,True,382.6787873709673,2.160477007484644,1448.4578716825054,-4282.795631331189,58804.0,200.0,250.0,500.0,250.0,0.7513716697575926
7.1,0.1,3.1,3.1,150.0,9.0,True,382.04649373122857,1.5281833677458962,649.3601648695694,-5081.893338144125,45799.0,350.0,500.0,300.0,100.0,0.8887963998167315
3.1,2.1,2.1,2.1,150.0,7.0,True,382.7433031104584,2.2249927469757154,967.8427272510526,-4763.410775762642,63892.0,350.0,200.0,400.0,200.0,0.8354804603057735
3.1,0.1,2.1,4.1,300.0,8.0,True,383.2154398319846,2.6971294685019416,1969.190398403196,-3762.063104610498,99069.0,350.0,250.0,500.0,250.0,0.6695378848661374
5.1,0.1,9.1,0.1,350.0,2.0,True,385.3746803738301,4.856370010347405,3272.9527209710504,-2458.300782042644,158782.0,350.0,350.0,250.0,200.0,0.47824880253613417
3.1,0.1,7.1,3.1,300.0,3.0,True,385.2363683192785,4.718057955795814,2736.105401154229,-2995.148101859465,220142.0,500.0,150.0,150.0,150.0,0.5991278544821744
6.1,4.1,5.1,0.1,400.0,3.0,True,382.4912915735978,1.9729812101151083,2418.876450802578,-3312.3770522111163,73194.0,450.0,250.0,350.0,400.0,0.5861106568227533
9.1,2.1,3.1,1.1,300.0,10.0,True,380.0301543055821,-0.48815605790059635,702.7998485263379,-5028.453654487356,35796.0,250.0,250.0,150.0,450.0,0.8786652993900418
7.1,1.1,4.1,0.1,300.0,5.0,True,382.2962933855461,1.777983022063438,1615.2067143954482,-4116.046788618246,57737.0,100.0,100.0,200.0,450.0,0.7222828149133015
9.1,4.1,5.1,2.1,450.0,6.0,True,379.6635015049526,-0.8548088585300775,1109.8770471035969,-4621.376455910097,43073.0,400.0,450.0,400.0,100.0,0.8083812697676218
2.1,1.1,4.1,3.1,150.0,3.0,True,385.4117832952741,4.89347293179145,1599.9751731435172,-4131.278329870177,232827.0,250.0,150.0,150.0,150.0,0.7846122863973289
8.1,4.1,5.1,3.1,400.0,3.0,True,381.67431238247536,1.1560020189926945,1866.5749813179427,-3864.678521695752,63249.0,500.0,200.0,300.0,150.0,0.67954794577677
0.1,4.1,5.1,2.1,150.0,3.0,True,387.3600146949575,6.84170433147483,1777.3244275084362,-3953.929075505258,268546.0,500.0,450.0,150.0,200.0,0.7770368110903323
6.1,4.1,8.1,0.1,300.0,1.0,True,386.6337899883113,6.115479624828652,3413.451461189456,-2317.8020418242386,219975.0,400.0,200.0,500.0,350.0,0.49936962230174015
0.1,4.1,5.1,4.1,300.0,6.0,True,384.6396400042351,4.121329640752435,2390.3357912827923,-3340.917711730902,115458.0,150.0,500.0,400.0,250.0,0.6029056031081058
1.1,4.1,0.1,3.1,150.0,8.0,True,383.2291836175679,2.710873254085243,1186.5876424971357,-4544.665860516559,99673.0,450.0,500.0,250.0,300.0,0.8039936367216509
0.1,0.1,5.1,4.1,300.0,5.0,False,,,,,,300.0,250.0,300.0,450.0,
5.1,0.1,1.1,1.1,200.0,8.0,True,382.633725830521,2.1154154670383036,1117.3446054327796,-4613.9088975809145,57983.0,250.0,200.0,150.0,350.0,0.8087464198090532
9.1,4.1,6.1,0.1,100.0,1.0,True,387.1393382885538,6.621027925071132,1223.3725356554642,-4507.88096735823,254895.0,200.0,450.0,250.0,100.0,0.8566417708814466
1.1,3.1,6.1,2.1,350.0,5.0,True,383.62484806818617,3.1065377047034985,2435.2025268095604,-3296.050976204134,89825.0,150.0,100.0,350.0,100.0,0.5874306138159633
6.1,1.1,5.1,2.1,350.0,9.0,True,382.04143480319374,1.5231244397110686,1032.6981991080977,-4698.555303905597,44812.0,350.0,500.0,100.0,100.0,0.8219853149034773
9.1,1.1,8.1,0.1,450.0,6.0,True,381.34459903781567,0.826288674333,1669.4311595674371,-4061.822343446257,46350.0,300.0,400.0,400.0,300.0,0.7113926886358276
4.1,0.1,9.1,2.1,350.0,8.0,True,382.8382422597264,2.3199318962437587,1987.927393925376,-3743.326109088318,64544.0,350.0,400.0,250.0,400.0,0.6587857156791769
0.1,0.1,2.1,4.1,450.0,10.0,True,391.71157033117737,11.1932599676947,3757.031278323848,-1974.2222246898464,572586.0,350.0,450.0,100.0,500.0,0.8361994373861297
0.1,3.1,0.1,2.1,300.0,7.0,True,387.5435903248917,7.025279961409012,3047.5710061218124,-2683.682496891882,436187.0,250.0,450.0,200.0,150.0,0.7456646074377774
1.1,0.1,7.1,0.1,250.0,7.0,True,385.0413242089892,4.523013845506512,2306.3738752986974,-3424.879627714997,405381.0,200.0,300.0,400.0,300.0,0.8048694321469188
2.1,3.1,8.1,1.1,200.0,4.0,True,383.8912646521673,3.372954288684639,1437.6990212842793,-4293.554481729415,100588.0,200.0,350.0,100.0,100.0,0.7610459905348157
7.1,4.1,7.1,3.1,250.0,3.0,True,382.14373003986697,1.625419676384297,1475.4298522277531,-4255.823650785941,68381.0,400.0,500.0,300.0,300.0,0.7481228440985194
1.1,0.1,6.1,0.1,200.0,7.0,True,385.0633014384293,4.5449910749466085,1943.5370515291,-3787.7164514845945,409003.0,400.0,100.0,500.0,400.0,0.8559809714841543
4.1,0.1,4.1,0.1,200.0,8.0,True,382.92728354373406,2.408973180251394,1251.245080505556,-4480.008422508138,69529.0,350.0,200.0,200.0,350.0,0.7871544922820454
4.1,3.1,1.1,3.1,300.0,6.0,True,382.2278940377474,1.7095836742647066,1542.1913926446578,-4189.062110369036,55455.0,400.0,450.0,300.0,200.0,0.7346395683090995
5.1,2.1,6.1,3.1,350.0,3.0,True,383.2895321268144,2.7712217633317096,2486.832167532993,-3244.4213354807007,81414.0,350.0,150.0,250.0,450.0,0.5763974665531152
9.1,3.1,0.1,2.1,450.0,6.0,True,380.5265456688392,0.008235305356549816,1329.742878453544,-4401.51062456015,45291.0,250.0,150.0,350.0,150.0,0.7703417144161792
0.1,0.1,5.1,3.1,300.0,1.0,True,404.5361090392277,24.01779867574504,6416.678464569282,685.4249615555882,751070.0,350.0,300.0,100.0,450.0,1.0078343028313403
4.1,4.1,7.1,0.1,500.0,3.0,True,383.0604171933586,2.5421068298759337,3161.759452019265,-2569.494050994429,82006.0,500.0,500.0,150.0,450.0,0.4614494653882917
0.1,1.1,6.1,4.1,150.0,8.0,True,386.5645410865287,6.046230723046051,1497.6835187191318,-4233.569984294562,400407.0,100.0,450.0,500.0,250.0,0.9107074053132328
1.1,1.1,6.1,0.1,450.0,6.0,True,384.4161961107281,3.897885747245425,3645.0409607166657,-2086.2125422970284,253588.0,150.0,300.0,450.0,500.0,0.4962981948127836
3.1,1.1,1.1,3.1,450.0,1.0,True,388.6639776973967,8.145667333914048,5157.544446877029,-573.7090561366649,357072.0,250.0,150.0,300.0,100.0,0.48571881683427603
1.1,1.1,4.1,2.1,500.0,7.0,True,383.8765687938032,3.358258430320518,3351.047480833105,-2380.2060221805887,174201.0,300.0,350.0,250.0,400.0,0.4756171161073941
4.1,4.1,6.1,4.1,400.0,2.0,True,383.9938454580857,3.4755350946030035,2804.056252494658,-2927.197250519036,102293.0,150.0,100.0,150.0,150.0,0.5286244360992047
9.1,1.1,9.1,4.1,450.0,7.0,True,380.968920242668,0.4506098791853219,1507.1692729358329,-4224.084230077861,41843.0,500.0,350.0,500.0,400.0,0.7391244036489949
2.1,0.1,6.1,0.1,500.0,6.0,True,384.14497457282215,3.6266642093394807,3363.424499246088,-2367.829003767606,225190.0,450.0,100.0,300.0,150.0,0.5103369127133998
8.1,2.1,6.1,2.1,500.0,2.0,False,,,,,,450.0,250.0,100.0,500.0,
5.1,3.1,2.1,0.1,500.0,6.0,True,381.9859473606472,1.4676369971645045,2225.487276377069,-3505.766226636625,53765.0,250.0,150.0,500.0,150.0,0.615868608680472
5.1,4.1,9.1,1.1,100.0,2.0,True,384.4140655457523,3.8957551822696246,989.0943567602226,-4742.159146253472,121714.0,250.0,300.0,200.0,500.0,0.843163461775582
2.1,1.1,6.1,2.1,500.0,10.0,True,382.8649497813623,2.3466394178796577,2546.822330664174,-3184.43117234952,69351.0,100.0,500.0,200.0,350.0,0.5632601771091018
8.1,3.1,5.1,3.1,100.0,6.0,True,381.1047838814508,0.5864735179681588,423.5611658084672,-5307.692337205227,47222.0,150.0,400.0,300.0,350.0,0.9282238577221358
5.1,4.1,8.1,1.1,400.0,6.0,True,381.411209203667,0.8928988401843299,1745.3548448918154,-3985.898658121879,49223.0,450.0,450.0,500.0,500.0,0.6985443653305653
8.1,2.1,6.1,2.1,300.0,7.0,True,381.20044413559776,0.682133772115094,1022.0284009842436,-4709.225102029451,43362.0,400.0,350.0,100.0,400.0,0.8236971034393452
3.1,3.1,9.1,2.1,350.0,10.0,True,381.9353839732783,1.4170736097956365,1467.129973618983,-4264.123529394711,45425.0,300.0,500.0,350.0,200.0,0.746469561798904
5.1,0.1,8.1,4.1,250.0,6.0,True,382.92331482932696,2.4050044658442857,1643.4950335051835,-4087.758469508511,66753.0,400.0,450.0,450.0,500.0,0.7187697900657032
2.1,0.1,8.1,1.1,450.0,1.0,True,390.5220891894222,10.003778825939548,5849.302743924258,118.04924091056364,520380.0,100.0,100.0,100.0,350.0,0.6927707412173513
0.1,3.1,0.1,4.1,450.0,7.0,False,,,,,,250.0,300.0,100.0,150.0,
3.1,2.1,4.1,0.1,400.0,10.0,True,382.3896134148967,1.8713030514140314,1991.4730936465487,-3739.780409367145,55683.0,300.0,500.0,400.0,200.0,0.6567299043215616
4.1,1.1,0.1,3.1,500.0,8.0,True,382.4739472129181,1.9556368494354501,2384.87060717601,-3346.3828958376844,54171.0,200.0,350.0,150.0,450.0,0.5883322086003347
7.1,1.1,0.1,1.1,200.0,1.0,True,387.9743286710024,7.4560183075197415,2739.1699448945,-2992.083558119194,302774.0,500.0,400.0,450.0,400.0,0.6595667497404091
0.1,3.1,8.1,2.1,300.0,8.0,True,385.1530958457042,4.634785482221503,2370.182878977372,-3361.0706240363224,151321.0,150.0,200.0,300.0,250.0,0.6201251501235575
0.1,1.1,8.1,1.1,500.0,7.0,True,387.680276082873,7.1619657193903095,4084.792224495177,-1646.4612785185172,427604.0,350.0,450.0,450.0,100.0,0.6373276828984419
7.1,1.1,3.1,0.1,500.0,5.0,True,382.258205184112,1.7398948206293312,2116.019725500577,-3615.233777513117,55935.0,350.0,250.0,150.0,200.0,0.6351792627403913
6.1,3.1,5.1,4.1,350.0,3.0,True,382.64205669535295,2.1237463318702794,2109.5870176864264,-3621.666485327268,72105.0,300.0,250.0,450.0,100.0,0.6391721599484852
0.1,1.1,6.1,2.1,300.0,1.0,True,395.30887719513663,14.790566831653962,5419.704798293926,-311.54870471976847,694417.0,200.0,250.0,200.0,250.0,0.9258025757194899
2.1,0.1,4.1,2.1,300.0,2.0,True,387.4428323663272,6.924522002844526,3567.611282406433,-2163.642220607261,410316.0,300.0,300.0,150.0,150.0,0.663731723482194
5.1,2.1,8.1,1.1,400.0,8.0,True,381.86782394749054,1.349513584007866,1641.5062761152512,-4089.747226898443,45781.0,150.0,300.0,300.0,300.0,0.7161876356005915
8.1,0.1,3.1,2.1,400.0,4.0,True,382.5280287118042,2.0097183483215417,2295.711572512373,-3435.541930501321,62713.0,150.0,150.0,450.0,450.0,0.6052356511551766
6.1,4.1,1.1,1.1,300.0,10.0,True,380.3922488342219,-0.12606152926076675,891.3160797925084,-4839.937423221186,38453.0,450.0,150.0,250.0,500.0,0.8460281140252899
0.1,3.1,8.1,2.1,150.0,2.0,True,389.6233469217888,9.105036558306153,2212.2672599681973,-3518.986243045497,438427.0,400.0,100.0,150.0,200.0,0.84702122054342
6.1,4.1,8.1,4.1,400.0,10.0,False,,,,,,100.0,300.0,100.0,100.0,
6.1,1.1,5.1,3.1,350.0,4.0,True,382.8544732352183,2.3361628717356098,2095.161679014564,-3636.0918239991306,68602.0,150.0,500.0,150.0,350.0,0.6409862772754691
3.1,0.1,3.1,2.1,450.0,1.0,False,,,,,,400.0,100.0,200.0,500.0,
5.1,2.1,8.1,4.1,250.0,3.0,True,383.4576667006904,2.939356337207755,1906.8844877432712,-3824.369015270423,85958.0,150.0,250.0,450.0,200.0,0.6770459486107284
1.1,2.1,6.1,3.1,300.0,2.0,True,386.66144713296006,6.143136769477394,3168.62311348645,-2562.630389527244,279862.0,450.0,400.0,150.0,100.0,0.5819597878951293
4.1,0.1,7.1,3.1,100.0,6.0,True,383.3873713129632,2.869060949480513,788.2618828899285,-4942.991620123766,91648.0,400.0,400.0,450.0,200.0,0.8710626476461747
5.1,3.1,8.1,3.1,150.0,4.0,True,382.6869727399558,2.1686623764731507,985.9489129802024,-4745.304590033492,69701.0,300.0,250.0,200.0,300.0,0.8331606370007327
2.1,4.1,8.1,2.1,300.0,1.0,True,388.3552012575623,7.836890894079659,3579.6925341141177,-2151.5609688995764,326889.0,500.0,250.0,100.0,150.0,0.5747150895596288
2.1,3.1,9.1,0.1,300.0,1.0,True,389.1237302939925,8.605419930509811,4288.738955867972,-1442.5145471457226,432840.0,200.0,500.0,200.0,500.0,0.6285941961982432
5.1,2.1,1.1,3.1,450.0,6.0,True,382.08267905152434,1.564368688041668,2158.775702506682,-3572.477800507012,51637.0,100.0,400.0,350.0,500.0,0.6271165943140389
5.1,0.1,2.1,0.1,450.0,1.0,False,,,,,,300.0,250.0,300.0,400.0,
4.1,4.1,3.1,1.1,100.0,5.0,True,382.4850664598048,1.966756096322115,599.9586041118164,-5131.294898901878,65793.0,500.0,100.0,100.0,250.0,0.8995972176006116
6.1,1.1,5.1,1.1,150.0,4.0,True,383.084820011419,2.566509647936357,1085.6004285455929,-4645.653074468101,76340.0,250.0,300.0,100.0,500.0,0.8169417915272535
1.1,4.1,7.1,1.1,150.0,4.0,True,384.01927548479057,3.5009651213078996,1394.7827385482817,-4336.470764465413,108895.0,200.0,300.0,450.0,400.0,0.770421639980191
2.1,3.1,0.1,1.1,100.0,10.0,True,382.6517325214938,2.133422158011115,668.5784252450248,-5062.675077768669,69565.0,150.0,400.0,300.0,300.0,0.8881930356532954
6.1,0.1,7.1,2.1,200.0,8.0,True,382.3252035514482,1.8068931879655565,1070.3553918397083,-4660.898111173986,51535.0,200.0,250.0,400.0,450.0,0.8161382983465345
8.1,1.1,5.1,4.1,200.0,5.0,True,382.0631779286969,1.544867565214247,1050.3641263580066,-4680.889376655688,55204.0,450.0,300.0,250.0,350.0,0.8200327146843301
5.1,3.1,7.1,2.1,100.0,2.0,True,384.8244892936447,4.306178930162048,985.4794035320956,-4745.774099481599,133959.0,100.0,350.0,100.0,250.0,0.8470700866356686
8.1,1.1,6.1,1.1,450.0,3.0,True,382.58415334684594,2.065842983363268,2668.8501534943352,-3062.403349519359,69270.0,150.0,450.0,500.0,350.0,0.5422421811015843
7.1,3.1,7.1,2.1,450.0,9.0,True,380.936154353664,0.4178439901813249,896.6957748824207,-4834.5577281312735,38724.0,400.0,500.0,150.0,100.0,0.8451137008534695
