id,x,y,z,type
360,558049.4393893133,4868629.021179782,388.4276998192029,junction
361,558048.255523466,4868632.537621731,388.3799599312405,junction
362,558047.8439483783,4868633.680395735,388.3603172989612,junction
363,558046.2374164279,4868638.535208629,388.29716539677213,junction
364,558044.1920960475,4868644.379849506,388.21065406707146,junction
365,558043.3096287079,4868647.053103599,388.1801055016876,junction
366,558042.420947387,4868649.700122365,388.1477392440422,junction
367,558040.7200981692,4868654.44675452,388.0817301576715,junction
368,558039.12627917,4868659.120006043,388.0231165785591,junction
369,558038.2302811609,4868661.853470378,387.9860319600173,junction
370,558037.5605047405,4868663.92793264,387.9674325490552,junction
371,558035.7244023021,4868668.893154785,387.89795701363323,junction
372,558034.0940021569,4868673.8327258015,387.8443661272795,junction
373,558033.2851071989,4868676.181401609,387.8132459878621,junction
374,558032.449933169,4868678.549376743,387.785450877475,junction
375,558030.3497325849,4868684.536804445,387.72605429126537,junction
376,558028.7735699579,4868689.279917642,387.6739175233247,junction
377,558028.3166832498,4868690.541174149,387.66245711863894,junction
378,558026.9403259807,4868694.487704039,387.6255060396978,junction
379,558025.3254183958,4868699.271097617,387.5846773741491,junction
380,558023.7394373406,4868703.987888685,387.5440068321999,junction
381,558023.2813731938,4868705.358321485,387.53308892908433,junction
382,558022.0816716057,4868708.740477928,387.50301346392746,junction
383,558021.6915968069,4868710.000657392,387.49013389530785,junction
384,558020.4116739362,4868713.833930833,387.4609883445437,junction
385,558018.6168034221,4868718.813644171,387.41774161154734,junction
386,558018.1616720228,4868720.166817625,387.40593653322463,junction
387,558017.0401984242,4868723.540288715,387.37918550886917,junction
388,558015.2540875068,4868728.736682909,387.33803974022777,junction
389,558013.5856563443,4868733.647126887,387.2989345968759,junction
390,558013.1620296672,4868734.902863349,387.28939357897394,junction
391,558011.548141008,4868739.744631603,387.2528696921566,junction
392,558009.92251911,4868744.449028854,387.21323113712276,junction
393,558008.2878048911,4868749.173489054,387.18218894100454,junction
394,558006.4817134195,4868754.561394919,387.14286031099806,junction
395,558004.8958141627,4868759.221002976,387.10789775926594,junction
396,558003.2645085865,4868763.967744551,387.0741356782734,junction
397,558001.6423867424,4868768.835769488,387.0429363790077,junction
398,557999.8452625433,4868774.083375229,387.00594713160285,junction
399,557998.2473636585,4868778.702889134,386.9773252160201,junction
400,557996.176807292,4868784.7093596645,386.93608058369813,junction
401,557994.617936709,4868789.409808345,386.9041060246862,junction
402,557993.2045429734,4868793.514446756,386.88120113261436,junction
403,557991.153363071,4868799.598959592,386.83859936421544,junction
404,557989.5430741427,4868804.385254093,386.81012297234366,junction
405,557988.0861710797,4868808.419465242,386.78598805492226,junction
406,557987.7671329288,4868809.339318331,386.7811093798467,junction
407,557986.0761300325,4868814.483692793,386.7498670799974,junction
408,557984.5213711403,4868819.085124839,386.7254411828072,junction
409,557983.2669195704,4868822.606209964,386.7018686646756,junction
410,557982.8468536701,4868823.773570222,386.69589832132965,junction
411,557981.2261297472,4868828.66105614,386.6676232454975,junction
412,557979.4201888364,4868833.88054228,386.62552130209116,junction
413,557978.249947542,4868837.183670953,386.5960297364541,junction
414,557977.3003125153,4868839.919166796,386.57324031466493,junction
415,557975.7737138445,4868844.512530562,386.534600599645,junction
416,557974.1268217674,4868849.240772755,386.477129327673,junction
