id,x,y,z,type
0,557959.0,4869420.0,2.977372499788146,inlet
1,557952.006616621,4869425.426224839,2.7540602250089705,junction
2,557930.2723979093,4869442.599870844,2.634972794853468,junction
3,557919.0029175277,4869451.262536546,2.2925730899188466,junction
4,557899.8192349001,4869467.13501109,2.2925730899188466,junction
5,557885.9061614785,4869478.237853616,1.9501733849842253,junction
6,557881.0343572827,4869481.161974778,1.9501733849842253,junction
7,557857.1590415143,4869500.996639943,1.6077736800495472,junction
8,557853.0394682975,4869503.519497735,1.6077736800495472,junction
9,557829.6905818908,4869523.191460553,1.265373975114926,junction
10,557825.515471176,4869525.63170762,1.265373975114926,junction
11,557802.394066212,4869545.342994713,0.9229742701802479,junction
12,557791.598455685,4869553.54573754,0.8038868400247452,junction
13,557780.1175916205,4869561.385859142,0.8038868400247452,junction
14,557765.1472812542,4869575.204420018,0.46148713509012396,junction
15,557755.0974156251,4869581.799163562,0.46148713509012396,junction
16,557714.0,4869606.0,0.0,outfall
17,558028.0,4869122.0,5.791069812825185,inlet
18,558024.2705830369,4869126.863584772,5.791069812825185,junction
19,558005.2865904338,4869152.289217688,5.448670107890507,junction
20,557978.2572939858,4869179.233593642,5.106270402955886,junction
21,557934.3746326115,4869185.2862956,4.86809554264488,junction
22,557915.0122462536,4869190.812237473,4.749008112489378,junction
23,557905.5843175016,4869201.268308333,4.525695837710259,junction
24,557881.9794491227,4869228.255552487,4.183296132775581,junction
25,557873.8716542111,4869237.084433171,4.183296132775581,junction
26,557863.3159096251,4869255.718156775,3.84089642784096,junction
27,557855.9312984743,4869274.763855584,3.6175841530618413,junction
28,557852.5750083285,4869300.687336146,3.394271878282666,junction
29,557845.0513422912,4869343.43140186,3.1709596035035474,junction
30,557837.64922377,4869356.788478212,2.8285598985688694,junction
31,557827.9476837888,4869375.78335354,2.605247623789751,junction
32,557818.0945201468,4869411.172457743,2.2628479188551296,junction
33,557809.1161939513,4869428.532300198,2.0395356440759542,junction
34,557804.449002505,4869438.102270858,2.0395356440759542,junction
35,557798.8393374602,4869449.136419204,1.8162233692968357,junction
36,557782.6064066201,4869480.488709385,1.4738236643622145,junction
37,557778.7923646269,4869490.370979961,1.4738236643622145,junction
38,557773.5111105015,4869499.908487057,1.250511389583039,junction
39,557760.1135968766,4869526.042431123,0.9081116846484178,junction
40,557755.7469442885,4869534.629729974,0.9081116846484178,junction
41,557744.3297283563,4869555.89067248,0.5657119797137398,junction
42,557730.0775090773,4869589.927304704,0.34239970493462124,junction
43,558106.0,4869097.0,6.371644378070869,inlet
44,558099.6657604795,4869099.33087009,6.371644378070869,junction
45,558076.4188725788,4869111.753672107,6.252556947915366,junction
46,558058.1613049172,4869131.036935663,5.910157242980745,junction
47,558047.8949806329,4869140.029020244,5.910157242980745,junction
48,558034.7910709527,4869151.947454098,5.56775753804601,junction
49,558028.1965849802,4869154.209076139,5.56775753804601,junction
50,557988.9375911938,4869180.646685005,5.106270402955886,junction
51,557989.0,4869004.0,6.669456326409886,inlet
52,557975.2781293818,4869022.933415704,6.446144051630711,junction
53,557967.1484384253,4869035.389245993,6.327056621475208,junction
54,557946.5487300757,4869048.178628737,6.1037443466960895,junction
55,557937.2355259872,4869057.605268064,5.984656916540587,junction
56,557930.274370424,4869068.926505648,5.984656916540587,junction
57,557927.3047329409,4869075.650602366,5.761344641761468,junction
58,557918.0904724774,4869111.214351671,5.41894493682679,junction
59,557911.1457147121,4869128.7671634415,5.195632662047672,junction
60,557906.2404108642,4869140.148272741,5.195632662047672,junction
61,557901.6093171722,4869150.575224151,4.972320387268496,junction
62,557885.3085252184,4869181.220324212,4.629920682333875,junction
63,557874.6123494878,4869198.295468004,4.4066084075547565,junction
64,557870.9592445936,4869206.98004451,4.4066084075547565,junction
65,557856.3646646688,4869229.922159707,4.064208702620078,junction
66,557851.0881560525,4869264.17964943,3.84089642784096,junction
67,557830.9033495252,4869364.688598965,2.8285598985688694,junction
68,558630.0,4868964.0,10.21235406001125,inlet
69,558587.6448459702,4868966.790654945,9.974179199700245,junction
70,558563.5289117928,4868968.5006477805,9.855091769544742,junction
71,558539.4742997567,4868970.070417914,9.73600433938924,junction
72,558515.290689242,4868971.559907652,9.393604634454618,junction
73,558491.4728344417,4868972.670925258,9.274517204299116,junction
74,558467.8310376904,4868973.661506598,9.155429774143613,junction
75,558444.5083853671,4868974.847342083,9.155429774143613,junction
76,558425.6432586063,4868979.993311103,9.03634234398811,junction
77,558401.5450790795,4868995.622681979,8.693942639053489,junction
78,558393.5431866746,4868998.887908988,8.574855208897986,junction
79,558372.936851895,4869002.396370612,8.574855208897986,junction
80,558355.5935783291,4869009.29710546,8.455767778742484,junction
81,558330.3500945009,4869024.979388762,8.113368073807806,junction
82,558299.3272260953,4869029.788427046,7.994280643652303,junction
83,558279.1991222397,4869033.794297633,7.8751932134968,junction
84,558249.7949067168,4869052.17924646,7.532793508562179,junction
85,558231.6312961668,4869061.583525041,7.413706078406676,junction
86,558208.7767688754,4869075.039956075,7.071306373472055,junction
87,558206.4112259701,4869077.030551206,7.071306373472055,junction
88,558178.1503567009,4869094.563817976,6.952218943316552,junction
89,558171.5600291874,4869099.786409398,6.728906668537377,junction
90,558154.6068173414,4869110.4525982775,6.609819238381874,junction
91,558127.6733765013,4869126.549900711,6.267419533447253,junction
92,558106.6525450607,4869138.669282137,6.14833210329175,junction
93,558097.3295531488,4869148.826586322,5.925019828512575,junction
94,558076.2703958456,4869158.980754928,5.805932398357072,junction
95,558048.1325094664,4869173.539460509,5.463532693422451,junction
96,558030.0383534563,4869179.5713388,5.344445263266891,junction
97,557923.941980288,4869200.7961822245,4.644783267865762,junction
98,557867.6302846974,4869276.572048772,3.6175841530618413,junction
99,557858.5197226199,4869307.252662015,3.394271878282666,junction
100,557832.406647279,4869380.078782575,2.605247623789751,junction
101,558630.0,4868964.0,10.21235406001125,inlet
102,558157.0,4868941.0,8.173005161835874,inlet
103,558149.1904302774,4868945.5970391175,7.949692887056699,junction
104,558136.5902185688,4868955.378080644,7.830605456901196,junction
105,558116.4173638296,4868958.766784167,7.7115180267456935,junction
106,558093.1427169192,4868959.980317208,7.592430596590191,junction
107,558068.8422081791,4868960.489915525,7.473343166434688,junction
108,558044.2833228416,4868960.793267831,7.3542557362791285,junction
109,558019.40655525,4868960.88072272,7.3542557362791285,junction
110,558008.392979635,4868978.074288094,7.011856031344507,junction
111,557997.6821542438,4868990.548474362,7.011856031344507,junction
112,557932.535437159,4869075.580588768,5.761344641761468,junction
113,558070.0,4868904.0,8.039055146148485,inlet
114,558056.6789199605,4868927.368274564,7.6966554412138635,junction
115,560037.0,4868120.0,24.473867491210342,inlet
116,560027.9452028499,4868125.740883374,24.250555216431223,junction
117,560004.071150478,4868139.44125888,24.131467786275664,junction
118,559986.1493686272,4868150.290012989,23.789068081340986,junction
119,559980.3256811664,4868153.782400519,23.789068081340986,junction
120,559961.4241745938,4868180.214427345,23.446668376406365,junction
121,559941.1246746174,4868183.632966899,23.327580946250862,junction
122,559918.7546306378,4868185.408304307,23.20849351609536,junction
123,559909.0846424913,4868203.26104952,22.98518124131624,junction
124,559889.4451205161,4868205.692475954,22.866093811160738,junction
125,559860.815806965,4868210.717966622,22.747006381005235,junction
126,559835.947326453,4868210.833829187,22.627918950849732,junction
127,559802.6771211444,4868219.120026259,22.50883152069423,junction
128,559793.5106441618,4868223.828683284,22.16643181575955,junction
