from_id,to_id,x_0,y_0,z_0,x_1,y_1,z_1
184,228,558188.350473112,4868697.079644086,0.0,558213.350473112,4868697.079644086,0.0
228,185,558213.350473112,4868697.079644086,0.0,558238.350473112,4868697.079644086,0.0
193,229,558438.350473112,4868747.079644086,0.0,558421.6838064453,4868763.746310753,0.0
229,230,558421.6838064453,4868763.746310753,0.0,558405.0171397786,4868780.412977419,0.0
230,197,558405.0171397786,4868780.412977419,0.0,558388.350473112,4868797.079644086,0.0
222,231,557988.350473112,4869247.079644086,0.0,557971.6838064453,4869263.746310753,0.0
231,232,557971.6838064453,4869263.746310753,0.0,557955.0171397786,4869280.412977419,0.0
232,224,557955.0171397786,4869280.412977419,0.0,557938.350473112,4869297.079644086,0.0
8,233,558788.350473112,4867547.079644086,0.0,558788.350473112,4867572.079644086,0.0
233,9,558788.350473112,4867572.079644086,0.0,558788.350473112,4867597.079644086,0.0
164,234,558638.350473112,4868547.079644086,0.0,558621.6838064453,4868563.746310753,0.0
234,235,558621.6838064453,4868563.746310753,0.0,558605.0171397786,4868580.412977419,0.0
235,170,558605.0171397786,4868580.412977419,0.0,558588.350473112,4868597.079644086,0.0
7,236,558788.350473112,4867497.079644086,0.0,558788.350473112,4867522.079644086,0.0
236,8,558788.350473112,4867522.079644086,0.0,558788.350473112,4867547.079644086,0.0
17,237,558738.350473112,4867747.079644086,0.0,558763.350473112,4867747.079644086,0.0
237,18,558763.350473112,4867747.079644086,0.0,558788.350473112,4867747.079644086,0.0
85,238,559038.350473112,4868097.079644086,0.0,559021.6838064453,4868113.746310753,0.0
238,239,559021.6838064453,4868113.746310753,0.0,559005.0171397786,4868130.412977419,0.0
239,94,559005.0171397786,4868130.412977419,0.0,558988.350473112,4868147.079644086,0.0
196,240,558288.350473112,4868797.079644086,0.0,558288.350473112,4868822.079644086,0.0
240,200,558288.350473112,4868822.079644086,0.0,558288.350473112,4868847.079644086,0.0
6,241,558738.350473112,4867497.079644086,0.0,558763.350473112,4867497.079644086,0.0
241,7,558763.350473112,4867497.079644086,0.0,558788.350473112,4867497.079644086,0.0
161,242,558388.350473112,4868547.079644086,0.0,558413.350473112,4868547.079644086,0.0
242,162,558413.350473112,4868547.079644086,0.0,558438.350473112,4868547.079644086,0.0
122,243,558488.350473112,4868397.079644086,0.0,558471.6838064453,4868413.746310753,0.0
243,244,558471.6838064453,4868413.746310753,0.0,558455.0171397786,4868430.412977419,0.0
244,128,558455.0171397786,4868430.412977419,0.0,558438.350473112,4868447.079644086,0.0
22,245,558988.350473112,4867747.079644086,0.0,559005.0171397786,4867763.746310753,0.0
245,246,559005.0171397786,4867763.746310753,0.0,559021.6838064453,4867780.412977419,0.0
246,27,559021.6838064453,4867780.412977419,0.0,559038.350473112,4867797.079644086,0.0
112,247,558688.350473112,4868297.079644086,0.0,558671.6838064453,4868313.746310753,0.0
247,248,558671.6838064453,4868313.746310753,0.0,558655.0171397786,4868330.412977419,0.0
248,117,558655.0171397786,4868330.412977419,0.0,558638.350473112,4868347.079644086,0.0
45,249,558738.350473112,4868047.079644086,0.0,558763.350473112,4868047.079644086,0.0
249,46,558763.350473112,4868047.079644086,0.0,558788.350473112,4868047.079644086,0.0
125,250,558938.350473112,4868397.079644086,0.0,558921.6838064453,4868413.746310753,0.0
250,251,558921.6838064453,4868413.746310753,0.0,558905.0171397786,4868430.412977419,0.0
251,133,558905.0171397786,4868430.412977419,0.0,558888.350473112,4868447.079644086,0.0
29,252,558888.350473112,4867847.079644086,0.0,558888.350473112,4867872.079644086,0.0
252,32,558888.350473112,4867872.079644086,0.0,558888.350473112,4867897.079644086,0.0
