id,y,x,type
0,4868494.0,559567.0,inlet
1,4868503.071164549,559556.0757856081,junction
2,4868524.471924965,559527.007487516,junction
3,4868540.083039254,559505.2373258641,junction
4,4868549.701002523,559491.4791163818,junction
5,4868558.101417397,559477.576914199,junction
6,4868572.102424005,559450.6691823569,junction
7,4868577.061595843,559444.0131592901,junction
8,4868585.035784492,559431.0454242781,junction
9,4868598.928275337,559403.1863927218,junction
10,4868612.147158807,559373.3606562926,junction
11,4868625.948613112,559351.3551071407,junction
12,4868636.872926505,559331.8056885244,junction
13,4868650.441771647,559305.058976227,junction
14,4868664.265778215,559279.6874191286,junction
15,4868675.945781744,559252.7663192381,junction
16,4868684.365494725,559225.2202817306,junction
17,4868689.684536094,559205.6852481556,junction
18,4868699.726270088,559175.5057012679,junction
19,4868707.044365229,559154.2204783896,junction
20,4868717.067903146,559124.9279878782,junction
21,4868725.809385165,559100.8430296496,junction
22,4868735.129874345,559074.3462711676,junction
23,4868740.708729987,559049.1394139422,junction
24,4868746.084115999,559029.0090877041,junction
25,4868749.143455013,559017.3352540401,junction
26,4868757.922855993,558999.595693013,junction
27,4868768.176342816,558977.1209253748,junction
28,4868773.525174454,558965.9738761744,junction
29,4868780.688861819,558952.1530113126,junction
30,4868792.190750854,558928.600676777,junction
31,4868802.436142135,558902.4707744129,junction
32,4868813.052493258,558878.5737773721,junction
33,4868823.190983721,558856.3214249276,junction
34,4868826.634362863,558849.8833517724,junction
35,4868835.934566973,558828.7717179022,junction
36,4868845.824378117,558806.8897440728,junction
37,4868850.517617269,558791.860985131,junction
38,4868856.916553636,558777.4360082799,junction
39,4868864.64662108,558753.4184930794,junction
40,4868871.278208535,558719.6931009173,junction
41,4868875.180155228,558705.6807973699,junction
42,4868883.228187829,558681.3073721785,junction
43,4868897.130031154,558654.326481964,junction
44,4868899.012208901,558645.6844585405,junction
45,4868908.950301414,558614.15090286,junction
46,4868911.406381319,558592.8623757568,junction
47,4868913.292444248,558571.2562641243,junction
48,4868914.97133899,558549.0557697482,junction
49,4868916.892449195,558526.32072176,junction
50,4868920.297294164,558504.9180730084,junction
51,4868927.27642244,558485.9151450556,junction
52,4868933.762102123,558474.2437578343,junction
53,4868947.922827472,558455.894445117,junction
54,4868951.40954996,558444.667460966,junction
55,4868961.058891497,558429.4523084819,junction
56,4868976.445048404,558420.9266312139,junction
57,4868998.493182262,558409.504625534,junction
58,4869007.464607012,558403.4845420839,junction
59,4869025.9882290345,558392.2214595125,junction
60,4869044.951072698,558380.7713643751,junction
61,4869054.360509577,558374.0801026134,junction
62,4869080.20450796,558356.8834425326,junction
