id,y,x,type
0,4867432.0,558782.0,inlet
1,4867437.680474377,558779.5716991356,junction
2,4867457.324693287,558771.9209729559,junction
3,4867473.805605666,558751.5244425817,junction
4,4867506.457047057,558736.7637472901,junction
5,4867533.510123109,558729.960347381,junction
6,4867557.020986749,558720.6434058818,junction
7,4867578.210036199,558712.021996911,junction
8,4867595.546194135,558704.6090612095,junction
9,4867599.670623511,558702.9845028211,junction
10,4867629.7386089135,558691.0722224162,junction
11,4867652.311549855,558680.7893075256,junction
12,4867675.220409827,558665.0550766247,junction
13,4867683.094976121,558648.7787948098,junction
14,4867704.84505137,558632.8565482567,junction
15,4867710.648545516,558629.2060536133,junction
16,4867727.853182401,558616.9159646732,junction
17,4867744.08954462,558605.1382228766,junction
18,4867750.0253000725,558592.0970090062,junction
19,4867753.2154561505,558575.1344165489,junction
20,4867767.3685117,558546.5710526897,junction
21,4867777.826081479,558535.6950111432,junction
22,4867782.235213001,558531.626723111,junction
23,4867799.790282885,558515.5849526783,junction
24,4867816.688386133,558500.3449257782,junction
25,4867827.801226592,558492.7357203776,junction
26,4867843.991605325,558478.7035475625,junction
27,4867849.821212412,558476.8538442138,junction
28,4867870.243895476,558456.2224418942,junction
29,4867877.954502615,558451.9764461239,junction
30,4867906.310423043,558436.9027057441,junction
31,4867921.468803626,558429.0501623284,junction
32,4867928.314577035,558426.34457003,junction
33,4867949.419381533,558418.0699046726,junction
34,4867978.897744774,558405.0839615216,junction
35,4868000.117517149,558396.9461945803,junction
36,4868029.7421401935,558384.1452882348,junction
37,4868048.275690583,558378.7933028918,junction
38,4868059.990329722,558372.095885211,junction
39,4868079.138517313,558366.1785511385,junction
40,4868099.630107056,558354.7720079845,junction
41,4868127.901745977,558337.6724643941,junction
42,4868134.617297105,558331.7054283185,junction
43,4868156.301901295,558310.1644273446,junction
44,4868167.925561317,558303.9455734344,junction
45,4868176.578170569,558301.5973012762,junction
46,4868209.290165735,558287.4723679984,junction
47,4868224.020636193,558281.4790065069,junction
48,4868253.23580845,558269.9163485183,junction
49,4868280.502451374,558260.8077385593,junction
50,4868301.8971659085,558254.8673134838,junction
51,4868323.858875778,558250.4235330198,junction
52,4868367.828794359,558242.6201028127,junction
53,4868385.129428137,558232.9600179304,junction
54,4868396.881606392,558224.3097125096,junction
55,4868404.026370708,558219.022005527,junction
56,4868425.236444553,558202.9165808233,junction
57,4868455.575476713,558182.2768816547,junction
58,4868462.153414162,558177.0405134839,junction
59,4868474.4011260215,558171.4770904959,junction
