Date,Q [m3/day]
2/2/2017,2196.821211
2/3/2017,2156.226029
2/4/2017,2134.765659
2/5/2017,2068.385125
2/6/2017,2034.467588
2/7/2017,1981.775991
2/8/2017,1947.571651
2/9/2017,1923.42369
2/10/2017,1900.512464
2/11/2017,1869.33436
2/12/2017,1978.821275
2/13/2017,2203.807205
2/14/2017,2798.290786
2/15/2017,3029.952071
2/16/2017,2658.217702
2/17/2017,2990.214175
2/18/2017,5344.176426
2/19/2017,6754.681637
2/20/2017,13270.78647
2/21/2017,23129.67764
2/22/2017,12909.02281
2/23/2017,8629.851987
2/24/2017,6887.708692
2/25/2017,5238.615136
2/26/2017,4281.190847
2/27/2017,3892.434119
2/28/2017,3983.608305
3/1/2017,3862.234884
3/2/2017,3782.621054
3/3/2017,3890.140288
3/4/2017,4105.610253
3/5/2017,4089.708358
3/6/2017,9429.892066
3/7/2017,22443.75988
3/8/2017,16527.95603
3/9/2017,11658.68682
3/10/2017,9189.265647
3/11/2017,7849.460633
3/12/2017,7035.398275
3/13/2017,6298.726999
3/14/2017,5549.12041
3/15/2017,5147.294098
3/16/2017,4724.718085
3/17/2017,4362.534272
3/18/2017,4094.684774
3/19/2017,3966.114955
3/20/2017,3813.53831
3/21/2017,3668.84399
3/22/2017,3648.959098
3/23/2017,3256.515627
3/24/2017,3012.54577
3/25/2017,2964.830785
3/26/2017,2954.174377
3/27/2017,2748.680305
3/28/2017,2641.621443
3/29/2017,2711.88737
3/30/2017,2898.55144
3/31/2017,3390.130651
4/1/2017,4130.062315
4/2/2017,4628.417777
4/3/2017,4942.055105
4/4/2017,5346.927325
4/5/2017,8387.772695
4/6/2017,8418.181837
4/7/2017,6878.605024
4/8/2017,6079.666605
4/9/2017,6276.412486
4/10/2017,6565.425556
4/11/2017,6071.602332
4/12/2017,5703.491262
4/13/2017,5445.606678
4/14/2017,5223.196405
4/15/2017,5211.670243
4/16/2017,5550.979305
4/17/2017,5953.928788
4/18/2017,6091.836581
4/19/2017,6427.520848
4/20/2017,16737.52438
4/21/2017,16060.70101
4/22/2017,12600.70209
4/23/2017,10403.01617
4/24/2017,8943.830625
4/25/2017,7812.560709
4/26/2017,7187.107156
4/27/2017,6481.804784
4/28/2017,6027.951395
4/29/2017,5673.750675
4/30/2017,5389.21029
5/1/2017,5404.578641
5/2/2017,5291.220098
5/3/2017,5837.34627
5/4/2017,6326.107486
5/5/2017,6257.062798
5/6/2017,5900.462494
5/7/2017,5703.292403
5/8/2017,5495.747751
5/9/2017,5221.098987
5/10/2017,4963.672375
5/11/2017,4726.312122
5/12/2017,4476.809003
5/13/2017,4302.324396
5/14/2017,4163.520578
5/15/2017,3990.372613
5/16/2017,3863.733206
5/17/2017,3814.951487
5/18/2017,3747.920697
5/19/2017,3724.730822
5/20/2017,3895.045038
5/21/2017,4131.992372
5/22/2017,5160.727961
5/23/2017,5932.724497
5/24/2017,6684.511996
5/25/2017,7756.694004
5/26/2017,7678.386096
5/27/2017,6964.233764
5/28/2017,6528.071887
5/29/2017,6015.473796
5/30/2017,5590.03779
5/31/2017,5241.625056
6/1/2017,4952.111102
6/2/2017,4679.65942
6/3/2017,4442.277911
6/4/2017,4216.683165
6/5/2017,4041.859522
6/6/2017,3884.277995
6/7/2017,3686.948637
6/8/2017,3549.60917
6/9/2017,3472.105449
6/10/2017,3402.221271
6/11/2017,3355.733291
6/12/2017,3685.961529
6/13/2017,3968.901823
6/14/2017,3860.317429
6/15/2017,3703.785333
6/16/2017,3676.061487
6/17/2017,3609.007283
6/18/2017,3602.911446
6/19/2017,3549.572875
6/20/2017,3507.845686
6/21/2017,3433.426179
6/22/2017,4444.968032
6/23/2017,3994.533613
6/24/2017,3724.072247
6/25/2017,3673.050141
6/26/2017,3648.630221
6/27/2017,3654.726058
6/28/2017,7247.224526
6/29/2017,16092.29396
6/30/2017,10465.61247
7/1/2017,7646.335859
7/2/2017,8175.043396
7/3/2017,7452.522066
7/4/2017,7039.881892
7/5/2017,6701.110964
7/6/2017,5899.859684
7/7/2017,5129.366164
7/8/2017,4715.637603
7/9/2017,4478.404595
7/10/2017,4066.083135
7/11/2017,3701.799077
7/12/2017,3450.368413
7/13/2017,3253.240183
7/14/2017,3130.270334
7/15/2017,2985.360526
7/16/2017,2807.740346
7/17/2017,2668.031579
7/18/2017,3031.976874
7/19/2017,7868.211937
7/20/2017,10375.04165
7/21/2017,7414.386935
