datetime,"557091, 4867265",total,error
2018-01-01,377.12542533430866,377.12542533430866,
2018-01-02,377.07279301447545,377.07279301447545,
2018-01-03,377.03023932273607,377.03023932273607,
2018-01-04,376.9831627067854,376.9831627067854,
2018-01-05,376.939462713083,376.939462713083,
2018-01-06,376.88994020263743,376.88994020263743,
2018-01-07,376.8465330225638,376.8465330225638,
2018-01-08,376.8051055223561,376.8051055223561,
2018-01-09,376.76878881113333,376.76878881113333,
2018-01-10,376.7311036406211,376.7311036406211,
2018-01-11,376.68237483086216,376.68237483086216,
2018-01-12,382.29744136491297,382.29744136491297,
2018-01-13,377.4316142651251,377.4316142651251,
2018-01-14,376.9942472585696,376.9942472585696,
2018-01-15,376.7879122148038,376.7879122148038,
2018-01-16,376.65550213049426,376.65550213049426,
2018-01-17,376.5888947036421,376.5888947036421,
2018-01-18,376.53552456773065,376.53552456773065,-1.3494194322693716
2018-01-19,377.38904933631056,377.38904933631056,-0.4867506636894632
2018-01-20,377.5128415715952,377.5128415715952,-0.35381442840480304
2018-01-21,376.97413230973274,376.97413230973274,-0.8864276902672827
2018-01-22,376.68962545507435,376.68962545507435,-1.262374544925649
2018-01-23,390.6552462211846,390.6552462211846,12.553894221184578
2018-01-24,383.0470552622759,383.0470552622759,5.046287262275882
2018-01-25,380.82089023478966,380.82089023478966,2.893274234789658
2018-01-26,379.97567049794867,379.97567049794867,2.0389104979486774
2018-01-27,379.69433234665325,379.69433234665325,1.4558203466532404
2018-01-28,378.8196475796409,378.8196475796409,0.44092757964091334
2018-01-29,378.7273954691615,378.7273954691615,0.4492594691614613
2018-01-30,378.4757034189431,378.4757034189431,0.34082341894310275
2018-01-31,378.4095215642235,378.4095215642235,0.38436956422350477
2018-02-01,378.18298822918973,378.18298822918973,0.21574822918972814
2018-02-02,377.7452947836991,377.7452947836991,-0.17927321630094184
2018-02-03,377.67216688118145,377.67216688118145,-0.21277711881856476
2018-02-04,377.4157553866358,377.4157553866358,-0.4356606133641776
2018-02-05,377.3534212880798,377.3534212880798,-0.479706711920187
2018-02-06,377.2975461823478,377.2975461823478,-0.520341817652195
2018-02-07,377.2130408789248,377.2130408789248,-0.5926551210752109
2018-02-08,377.083609105846,377.083609105846,-0.7068468941540118
2018-02-09,377.02669433361035,377.02669433361035,-0.7515696663896279
2018-02-10,376.85119174893936,376.85119174893936,-0.9148802510606515
2018-02-11,376.68900086457984,376.68900086457984,-1.0648791354201421
2018-02-12,376.6308332102838,376.6308332102838,-1.1078067897161645
2018-02-13,376.5716300137869,376.5716300137869,-1.1548179862131178
2018-02-14,376.53316641534605,376.53316641534605,-1.187185584653946
2018-02-15,376.65728534394395,376.65728534394395,-1.0844026560560565
2018-02-16,376.55256829707065,376.55256829707065,-1.307991702929371
2018-02-17,376.24628564644837,376.24628564644837,-1.656946353551632
2018-02-18,376.16393929950635,376.16393929950635,-1.6234687004936745
2018-02-19,376.3723283437817,376.3723283437817,-1.4973756562183098
2018-02-20,376.2153203562222,376.2153203562222,-1.6787676437778032
2018-02-21,376.00394383696045,376.00394383696045,-1.789560163039539
2018-02-22,376.0039465723116,376.0039465723116,-1.7621254276884315
2018-02-23,375.91853561635946,375.91853561635946,-1.8322963836405393
2018-02-24,375.86444706967654,375.86444706967654,-1.8680969303234747
2018-02-25,378.1257501003776,378.1257501003776,0.4175901003775948
2018-02-26,376.2788897743403,376.2788897743403,-1.4109822256596658
2018-02-27,382.88300146437626,382.88300146437626,5.065113464376282
2018-02-28,380.19555191859115,380.19555191859115,1.5943279185911479
2018-03-01,377.65462614119684,377.65462614119684,-2.007301858803146
2018-03-02,377.1410310221584,377.1410310221584,-3.0207689778416125
2018-03-03,376.5034024504724,376.5034024504724,-4.015013549527623
2018-03-04,376.11103821736896,376.11103821736896,-4.724369782631015
2018-03-05,376.52391680329214,376.52391680329214,-4.393787196707876
2018-03-06,375.8771719573524,375.8771719573524,-4.918612042647624
2018-03-07,375.83199672391424,375.83199672391424,-4.832723276085744
2018-03-08,375.7297558801531,375.7297558801531,-4.800852119846866
2018-03-09,375.6831872797032,375.6831872797032,-4.710260720296787
2018-03-10,377.11612735127153,377.11612735127153,-3.1279686487284835
2018-03-11,376.5111262118218,376.5111262118218,-3.586665788178209
2018-03-12,376.5334021990802,376.5334021990802,-3.421133800919847
2018-03-13,376.0504446022761,376.0504446022761,-3.769979397723887
2018-03-14,375.75922365667867,375.75922365667867,-3.9179443433213237
2018-03-15,375.5658339820277,375.5658339820277,-4.025990017972276
2018-03-16,375.4451228620776,375.4451228620776,-4.19546913792243
2018-03-17,375.3948066635012,375.3948066635012,-4.282361336498809
2018-03-18,375.34967539302824,375.34967539302824,-4.796884606971787
2018-03-19,375.29036624749773,375.29036624749773,-5.188425752502269
2018-03-20,375.2380459342395,375.2380459342395,-5.319994065760511
2018-03-21,375.1847604814281,375.1847604814281,-5.312319518571883
2018-03-22,375.1392360822199,375.1392360822199,-5.324315917780098
2018-03-23,375.093717013634,375.093717013634,-5.3606909863660235
2018-03-24,375.0424578700869,375.0424578700869,-5.329654129913138
2018-03-25,374.9884656393579,374.9884656393579,-5.289158360642091
2018-03-26,374.94380106341754,374.94380106341754,-5.269814936582463
2018-03-27,383.17064045311923,383.17064045311923,2.950928453119218
2018-03-28,378.84339239238676,378.84339239238676,-1.336695607613251
2018-03-29,376.48137727007787,376.48137727007787,-3.6682307299221293
2018-03-30,376.103762548141,376.103762548141,-3.9544054518590315
2018-03-31,375.798524097264,375.798524097264,-4.162107902735954
2018-04-01,376.48620606343485,376.48620606343485,-3.3707939365651782
2018-04-02,375.5808060401922,375.5808060401922,-4.169513959807773
2018-04-03,375.4075981627656,375.4075981627656,-4.232993837234403
2018-04-04,375.25321114759873,375.25321114759873,-4.271556852401261
2018-04-05,375.2205285997726,375.2205285997726,-4.218895400227382
2018-04-06,382.91078273576886,382.91078273576886,3.5201267357688835
2018-04-07,377.63378881324036,377.63378881324036,-1.6715231867596572
2018-04-08,376.686484958842,376.686484958842,-2.542627041157971
2018-04-09,376.243766217044,376.243766217044,-2.9182897829559806
2018-04-10,376.1996676769913,376.1996676769913,-2.9380043230087267
2018-04-11,375.7576904694247,375.7576904694247,-3.34950153057531
2018-04-12,376.9603077191996,376.9603077191996,-2.3053802808004207
2018-04-13,375.61469192862876,375.61469192862876,-3.980180071371251
2018-04-14,387.7082833921552,387.7082833921552,7.293499392155184
2018-04-15,390.0757891393916,390.0757891393916,9.459837139391595
2018-04-16,382.35259920222865,382.35259920222865,1.736647202228653
2018-04-17,383.179062631548,383.179062631548,2.5600626315479644
2018-04-18,383.1644344671378,383.1644344671378,2.4692344671378237
2018-04-19,382.8058317049221,382.8058317049221,2.1197757049221195
2018-04-20,384.2928010223958,384.2928010223958,3.4269130223958086
2018-04-21,381.52395587401725,381.52395587401725,0.3593638740172196
2018-04-22,380.08304459130335,380.08304459130335,-1.386347408696679
2018-04-23,379.4798840315457,379.4798840315457,-2.102283968454344
2018-04-24,379.04331950982333,379.04331950982333,-2.520560490176649
2018-04-25,378.88110945065495,378.88110945065495,-2.6431465493450332
2018-04-26,378.72034819658734,378.72034819658734,-2.7825718034126794
2018-04-27,378.34543608384934,378.34543608384934,-3.1361479161506622
2018-04-28,378.18567958286604,378.18567958286604,-3.2623764171339644
2018-04-29,378.0252519825828,378.0252519825828,-3.4106120174171792
2018-04-30,377.4274672010342,377.4274672010342,-3.9962047989658345
2018-05-01,377.0343578062676,377.0343578062676,-4.36797819373237
2018-05-02,377.03436503085294,377.03436503085294,-4.57828296914704
