from_id,to_id,x_0,y_0,z_0,x_1,y_1,z_1
187,193,557988.350473112,4869247.079644086,0.0,557971.6838064453,4869263.746310753,0.0
193,194,557971.6838064453,4869263.746310753,0.0,557955.0171397786,4869280.412977419,0.0
194,189,557955.0171397786,4869280.412977419,0.0,557938.350473112,4869297.079644086,0.0
50,195,558488.350473112,4868147.079644086,0.0,558488.350473112,4868172.079644086,0.0
195,57,558488.350473112,4868172.079644086,0.0,558488.350473112,4868197.079644086,0.0
20,196,558238.350473112,4867847.079644086,0.0,558238.350473112,4867872.079644086,0.0
196,23,558238.350473112,4867872.079644086,0.0,558238.350473112,4867897.079644086,0.0
99,197,558338.350473112,4868397.079644086,0.0,558321.6838064453,4868413.746310753,0.0
197,198,558321.6838064453,4868413.746310753,0.0,558305.0171397786,4868430.412977419,0.0
198,104,558305.0171397786,4868430.412977419,0.0,558288.350473112,4868447.079644086,0.0
54,199,558238.350473112,4868197.079644086,0.0,558238.350473112,4868222.079644086,0.0
199,60,558238.350473112,4868222.079644086,0.0,558238.350473112,4868247.079644086,0.0
5,200,558488.350473112,4867497.079644086,0.0,558488.350473112,4867522.079644086,0.0
200,8,558488.350473112,4867522.079644086,0.0,558488.350473112,4867547.079644086,0.0
56,201,558388.350473112,4868197.079644086,0.0,558388.350473112,4868222.079644086,0.0
201,62,558388.350473112,4868222.079644086,0.0,558388.350473112,4868247.079644086,0.0
148,202,558638.350473112,4868797.079644086,0.0,558663.350473112,4868797.079644086,0.0
202,149,558663.350473112,4868797.079644086,0.0,558688.350473112,4868797.079644086,0.0
177,203,558038.350473112,4869097.079644086,0.0,558038.350473112,4869122.079644086,0.0
203,181,558038.350473112,4869122.079644086,0.0,558038.350473112,4869147.079644086,0.0
122,204,558238.350473112,4868597.079644086,0.0,558238.350473112,4868622.079644086,0.0
204,127,558238.350473112,4868622.079644086,0.0,558238.350473112,4868647.079644086,0.0
144,205,558138.350473112,4868797.079644086,0.0,558138.350473112,4868822.079644086,0.0
205,153,558138.350473112,4868822.079644086,0.0,558138.350473112,4868847.079644086,0.0
127,206,558238.350473112,4868647.079644086,0.0,558221.6838064453,4868663.746310753,0.0
206,207,558221.6838064453,4868663.746310753,0.0,558205.0171397786,4868680.412977419,0.0
207,132,558205.0171397786,4868680.412977419,0.0,558188.350473112,4868697.079644086,0.0
39,208,560188.350473112,4868047.079644086,0.0,560171.6838064453,4868063.746310753,0.0
208,209,560171.6838064453,4868063.746310753,0.0,560155.0171397786,4868080.412977419,0.0
209,46,560155.0171397786,4868080.412977419,0.0,560138.350473112,4868097.079644086,0.0
70,210,558438.350473112,4868297.079644086,0.0,558421.6838064453,4868313.746310753,0.0
210,211,558421.6838064453,4868313.746310753,0.0,558405.0171397786,4868330.412977419,0.0
211,93,558405.0171397786,4868330.412977419,0.0,558388.350473112,4868347.079644086,0.0
172,212,558338.350473112,4868997.079644086,0.0,558321.6838064453,4869013.746310753,0.0
212,213,558321.6838064453,4869013.746310753,0.0,558305.0171397786,4869030.412977419,0.0
213,176,558305.0171397786,4869030.412977419,0.0,558288.350473112,4869047.079644086,0.0
72,214,558538.350473112,4868297.079644086,0.0,558563.350473112,4868297.079644086,0.0
214,73,558563.350473112,4868297.079644086,0.0,558588.350473112,4868297.079644086,0.0
37,215,558438.350473112,4868047.079644086,0.0,558438.350473112,4868072.079644086,0.0
215,44,558438.350473112,4868072.079644086,0.0,558438.350473112,4868097.079644086,0.0
103,216,558238.350473112,4868447.079644086,0.0,558238.350473112,4868472.079644086,0.0
216,108,558238.350473112,4868472.079644086,0.0,558238.350473112,4868497.079644086,0.0
160,217,558738.350473112,4868897.079644086,0.0,558763.350473112,4868897.079644086,0.0
217,161,558763.350473112,4868897.079644086,0.0,558788.350473112,4868897.079644086,0.0
33,218,558438.350473112,4867997.079644086,0.0,558438.350473112,4868022.079644086,0.0
218,37,558438.350473112,4868022.079644086,0.0,558438.350473112,4868047.079644086,0.0
181,219,558038.350473112,4869147.079644086,0.0,558021.6838064453,4869163.746310753,0.0
219,220,558021.6838064453,4869163.746310753,0.0,558005.0171397786,4869180.412977419,0.0
220,184,558005.0171397786,4869180.412977419,0.0,557988.350473112,4869197.079644086,0.0
22,221,558488.350473112,4867847.079644086,0.0,558488.350473112,4867872.079644086,0.0
221,26,558488.350473112,4867872.079644086,0.0,558488.350473112,4867897.079644086,0.0
163,222,558138.350473112,4868947.079644086,0.0,558138.350473112,4868972.079644086,0.0
222,171,558138.350473112,4868972.079644086,0.0,558138.350473112,4868997.079644086,0.0
70,223,558438.350473112,4868297.079644086,0.0,558463.350473112,4868297.079644086,0.0
223,71,558463.350473112,4868297.079644086,0.0,558488.350473112,4868297.079644086,0.0
182,224,558088.350473112,4869147.079644086,0.0,558071.6838064453,4869163.746310753,0.0
224,225,558071.6838064453,4869163.746310753,0.0,558055.0171397786,4869180.412977419,0.0
225,185,558055.0171397786,4869180.412977419,0.0,558038.350473112,4869197.079644086,0.0
118,226,559338.350473112,4868547.079644086,0.0,559321.6838064453,4868563.746310753,0.0
226,227,559321.6838064453,4868563.746310753,0.0,559305.0171397786,4868580.412977419,0.0
227,125,559305.0171397786,4868580.412977419,0.0,559288.350473112,4868597.079644086,0.0
153,228,558138.350473112,4868847.079644086,0.0,558138.350473112,4868872.079644086,0.0
228,158,558138.350473112,4868872.079644086,0.0,558138.350473112,4868897.079644086,0.0
67,229,558288.350473112,4868297.079644086,0.0,558313.350473112,4868297.079644086,0.0
229,68,558313.350473112,4868297.079644086,0.0,558338.350473112,4868297.079644086,0.0
16,230,558488.350473112,4867747.079644086,0.0,558488.350473112,4867772.079644086,0.0
230,19,558488.350473112,4867772.079644086,0.0,558488.350473112,4867797.079644086,0.0
115,231,559088.350473112,4868547.079644086,0.0,559113.350473112,4868547.079644086,0.0
231,116,559113.350473112,4868547.079644086,0.0,559138.350473112,4868547.079644086,0.0
68,232,558338.350473112,4868297.079644086,0.0,558363.350473112,4868297.079644086,0.0
232,69,558363.350473112,4868297.079644086,0.0,558388.350473112,4868297.079644086,0.0
28,233,558388.350473112,4867947.079644086,0.0,558371.6838064453,4867963.746310753,0.0
233,234,558371.6838064453,4867963.746310753,0.0,558355.0171397786,4867980.412977419,0.0
234,32,558355.0171397786,4867980.412977419,0.0,558338.350473112,4867997.079644086,0.0
186,235,557938.350473112,4869247.079644086,0.0,557963.350473112,4869247.079644086,0.0
235,187,557963.350473112,4869247.079644086,0.0,557988.350473112,4869247.079644086,0.0
109,236,558288.350473112,4868497.079644086,0.0,558271.6838064453,4868513.746310753,0.0
236,237,558271.6838064453,4868513.746310753,0.0,558255.0171397786,4868530.412977419,0.0
237,113,558255.0171397786,4868530.412977419,0.0,558238.350473112,4868547.079644086,0.0
104,238,558288.350473112,4868447.079644086,0.0,558288.350473112,4868472.079644086,0.0
238,109,558288.350473112,4868472.079644086,0.0,558288.350473112,4868497.079644086,0.0
92,239,558338.350473112,4868347.079644086,0.0,558338.350473112,4868372.079644086,0.0
239,99,558338.350473112,4868372.079644086,0.0,558338.350473112,4868397.079644086,0.0
